chaamai 	KDKD 	7 	z 		chaamai KDKD z 7 . Iri izwi rinoshandiswa kutaura kuti amai vomumwe vakaita, kana kuti vakaitirwa, zvinonyadzisa.
chitenda 	DKK 	7 	z 		chitenda DKK z 7 . Chitenda urwere hunokonzera kuti munhu asanzwa zvakanaka.
chitenderano 	D- 	7 	z 		chitenderano D- z 7 . Ichi chitsidzo chokuwirirana zvinenge zvataurwa. chibvumirano 7 .
chitendero 	D- 	7 	z 		chitendero D- z 7 . Iri izita rinoreva zvinhu zvose zvinenge zvichidavirwa navanhu pakushumira kwavanoita. Marudzi ose ari pasi pano ane zvitendero zvawo zvakasiyana-siyana. Iri izita rinoreva sangano resvondo. Vechitendero cheRoma ndivo vane zvikoro zvakawanda here munyika muno?
chitepo 	DKK 	7 	z 		chitepo DKK z 7 . Chitepo mudziyo unoshandiswa kupatsanura masese kubva kumusvi.
chiteshi 	DKD 	7 	z 		chiteshi DKD z 7 . Chiteshi inzvimbo inomira chitima kana bhazi, vanhu vachikwira kana kuburuka.
chiteveravadzimba 	D- 	7 	z 		chiteveravadzimba D- z 7 . Urwu rudzi rwechipembenene chinowanzoonekwa paurawa mhuka.
chiteveravashuzhi 	DDDDDKK 	7 	z 		chiteveravashuzhi DDDDDKK z 7 . Uyu munhu anongotevera chero vanhu vaaona asingafungisisi kuti zvakakodzera here.
chiteyo 	DKK 	7 	z 		chiteyo DKK z 7 . Chiteyo iwaya kana tambo ine chishwe inoshandiswa kubata mhuka dzomusango. Mutemo wenyika unorambidza vanhu kubata mhuka nomuteyo. musungo 3 .
chitiga 	DKD 	7 	z 		chitiga DKD z 7 . Chitiga imhuka inenge iine mumhu mukuru.
chitikinyani 	DDKDD 	7 	z 		chitikinyani DDKDD z 7 . Iri igwaro raifanopiwa vakomana vasati vasvika pazera rokutora zvitupa.
chitima 	DKD 	7 	z 		chitima DKD z 7 . Chitima chifambiso chino musoro une injini inenge ichikweva matiroko akawanda.
chitinha 	DKD 	7 	z 		chitinha DKD z 7 . chidhina 7 .
chitirobho 	DDKD 	7 	z 		chitirobho chitiropo DDKD z 7 . Ichi ndechakarukwa nemakashu, chinokochekerwa pazvikei zvejoki pamunenge mava kusunga n'ombe.
chitivhiri 	DKDD 	7 	z 		chitivhiri DKDD z 7 . Apa ndepanotsikwa nemunhu kana achichovha bhasikoro.
chitiyo 	DKD 	7 	z 		chitiyo DKD z 7 . Chitiyo mwana wehuku. nhiyo 9, hukwana 9 .
chitofu 	DKD 	7 	z 		chitofu DKD z 7 . Chitofu mudziyo wokubikira unokuhwidzwa moto kana kuti unoshanda nemagetsi.
chitokisi 	DKDD 	7 	z 		chitokisi DKDD z 7 . Iyi imba yepakamba yemapurisa inopfigirwa musungwa kana achangobatwa asi asati atongwa.
chitokwani 	D- 	7 	z 		chitokwani chitukwani D- z 7 . Uyu mweya womunhu akafa unopfuta moto kumakuva.
chitopota 	D- 	7 	z 		chitopota D- z 7 . Uyu munhu akashata, anokwanisa kukuvadza vamwe nemishonga.
chitoro 	DKD 	7 	z 		chitoro DKD z 7 . Chitoro imba inotengeserwa zvinhu zvakasiyana-siyana.
chitota 	DKD 	7 	z 		chitota DKD z 7 . Chitota ihwiza diki isina mapapiro, uye isingadyiwi navanhu. chibombo 7 .
chitsa 	DK 	7 	z 		chitsa DK z 7 . Chitsa chidzitsi chinosarira kana muti uchinge watemwa. chitsiga 7, chigutswa 7 .
chitsaka 	D- 	7 	z 		chitsaka D- z 7 . Chitsaka ndepakavakirwa, pakakwirira, panogara vanhu vachirinda munda.
chitsaki 	DKD 	7 	z 		chitsaki DKD z 7 . Chitsaki inzvimbo inovakwa neshiri kuti igokandira nokuvatira mazai ayo.
chitsama 	D- 	7 	z 		chitsama D- z 7 . Chitsama igungano diki revanhu, kana kuti zvinhu zvakati wandei zvishoma, zviri pamwe chete. Ndisvitse chitsama chouswa uhwo.
chitsamiro 	DKKD 	7 	z 		chitsamiro DKKD z 7 . Ichi ndechese chingashandiswa kutsigira musoro kana munhu akavata. mutsago 3 .
chitsauko 	DKKD 	7 	z 		chitsauko DKKD z 7 . Iyi iganhuro yebhuku, panenge pachitanga nyaya itsva kana kuti zviitiko zvikuru zvitsva munyaya. Dzimwe nganonyorwa dzava kutsikiswa mazuvano dzine zvitsauko zvakatotsaurwawo kuita zvikamu mukati mazvo. chikamu 7 .
chitsere 	D- 	7 	z 		chitsere chisere D- z 7 . Chitsere kamhuka kane musana muchena nomunhumbu mutema, kane mbiri yokudya uchi.
chitsetserero 	DKKKD 	7 	z 		chitsetserero DKKKD z 7 . Uyu munhu anongoti chero ada opomera mhosva.
chitsetsereso 	DKKKD 	7 	z 		chitsetsereso DKKKD z 7 . Apa ndepaunoti kana wabata kana kunamirwa netsvina wosvika uchipukutira.
chitsidzirano 	D- 	7 	z 		chitsidzirano D- z 7 . chitsidzo 7 .
chitsidzo 	D- 	7 	z 		chitsidzo D- z 7 . Chitsidzo imhiko inoitwa yokuvimbisa chimwe chinhu. Mazuvano zvinofadza kwazvo kuona vana vezera rimwe chete vachipana chitsidzo chokuroorana.
chitsiga 	DKD 	7 	z 		chitsiga DKD z 7 . Chitsiga chidimbu chehuni kana danda, chinosara rimwe divi ratsva. chigutsa 7 .
chitsigiro 	DKKD 	7 	z 		chitsigiro DKKD z 7 . Ichi chinhu chese chinobatsira kuti chimwewo chisadonha kana kubhuruvara.
chitsikanyoka 	DDDKK 	7 	z 		chitsikanyoka DDDKK z 7 . Uyu musikana akasimba zvinoyevedza varume.
chitsindidzo 	DKKD 	7 	z 		chitsindidzo DKKD z 7 . Izvi ndezvakavandika zvinoudzwa munhu asi iye nyakuudzwa achitarisirwa kusazoudza vamwe. tsindidzo 9 .
chitsinga 	DKK 	7 	z 		chitsinga DKK z 7 . Uyu mushonga unosiyiwa nomuvengi pane imwe nzvimbo, kuti kana anenge akateyiwa achitsika, obva atanga kunzwa makumbo kurwadza.
chitsinha 	DDK 	7 	z 		chitsinha DDK z 7 . Chitsinha munyama unotadzisa murume kuroora kana kuti mukadzi aroorwe. chinzvi 7 .
chitsinzinzi 	DKKK 	7 	z 		chitsinzinzi DKKK z 7 . Iri idutu reuswa hunenge huchikura panhu pamwe, hwakabatana.
chitsitsi 	DKK 	7 	z 		chitsitsi DKK z 7 . Chitsitsi chidimbu chinosara chakamira panenge patemwa muti. chitsiga 4 .
chitsitsinho 	DKKD 	7 	z 		chitsitsinho DKKD z 7 . Uku ndiko shure kwetsoka kunotanga kutsika pasi kana munhu ava kufamba. chidodoma 7 .
chitsividzo 	D- 	7 	z 		chitsividzo D- z 7 . Uku kudzorera kunoitwa nomunhu kana akamborwadziswawo nomumwe munhu.
chitsoka 	D- 	7 	z 		chitsoka D- z 7 . chishoka 7 . Chitsoka kaitiro kemunhu anogara achiangofamba, asingambogariwo pasi.
chitsokandibereke 	DDDKDKD 	7 	z 		chitsokandibereke DDDKDKD z 7 . Uku kupukunyuka panenge pashata nyaya nokutiza.
chitsuwa 	DKD 	7 	z 		chitsuwa DKD z 7 . Chitsuwa inyika inenge yakatenderedzwa nemvura mativi ose, iyo iri pakati penyanza. Nyika yeMauritius chitsuwa chiri mugungwa reIndian Ocean. chisuwa 7, chiwi 7 .
chitsuwa 	DKK 	7 	z 		chitsuwa DKK z 7 . Chitsuwa inzvimbo yakakwirira yakatenderedzwa nemvura ingava yomurwizi, mudhamu kana mugugwa. chisuwa 7, chiwi 7 .
chitsuyi 	DDK 	7 	z 		chitsuyi DDK z 7 . chiruvi 7 .
chitsvambe 	DDK 	7 	z 		chitsvambe DDK z 7 . Uku kutamba kokuti, kana vanhu voonekana, mumwe anotsvara mumwe zvokuti kana akasadzorera anoenda nechibodzwa. chitsveru 7 .
chitsvare 	DDK 	7 	z 		chitsvare DDK z 7 . chitsveru 7 .
chitsveru 	DDK 	7 	z 		chitsveru DDK z 7 . Chitsveru mutambo wekuti, kana vana voonekana, vanobata kana kudenha vamwe neruoko, zvekuti kana vanenge vatsvarwa vakasadzorera, vanoenda nechibodzwa. chitsvambe 7, chitsvare 7 .
chitsvuku 	DDK 	7 	z 		chitsvuku DDK z 7 . Chitsvuku izwi rinotaurwa kutsanangudza nhamo ingaonekwa nomunhu. Akaona chitsvuku awanikidzwa aine chikomba mumba.
chitswiti 	DKK 	7 	z 		chitswiti DKK z 7 . Chitswiti kakomba kanoita padama kana pamatama evamwe vanhu kana vachiseka kana kutaura. bindi 5, sekerero 9 .
chituba 	DKD 	7 	z 		chituba DKD z 7 . Ichi chitemhe chisinganyuri nhando, chinoiswa patambo yokuraurisa, chinonyura chete kana hove yabatwa nechirauro. nheme 9, tuba 9 .
chitubu 	DDK 	7 	z 		chitubu DDK z 7 . Chitubu inzvimbo inosinira mvura, kazhinji muzhizha, apo mvura inenge yanaya zvikuru. chisipiti 7 .
chituko 	DKK 	7 	z 		chituko DKK z 7 . Chituko mazwi anogumbura kana kuti okurwadzisa anoudzwa munhu kuti atsamwe.
chitumbumuteku 	DDDDKD 	7 	z 		chitumbumuteku DDDDKD z 7 . chimimbamutekwa 7 .
chitumburambeva 	D- 	7 	z 		chitumburambeva D- z 7 . Uyu munhu akapusa asina kana chaanogona.
chitumbuzenene 	DDDKKK 	7 	z 		chitumbuzenene DDDKKK z 7 . tagutapadare 1a .
chitundu 	DKK 	7 	z 		chitundu DKK z 7 . Chitundu idutu rezvinhu zvinenge zvakaunganidzwa, ndokusungwa nokusungirirwa.
chitundumutseremutsere 	DKKDDDDDD 	7 	z 		chitundumutseremutsere chitundumuseremusere DKKDDDDDD z 7 . Urwu rudzi rwendege inokwanisa kubhururuka yakananga mudenga chaimo, uye inokwanisa kundosvika kana kumwedzi chaiko. roketi 9 .
chitunha 	DDK 	7 	z 		chitunha DDK z 7 . Chitunha muviri womunhu anenge afa. mutumbi 3 . Chitunha kasadza kokupedzisira kupakurwa muhari kanoiswa pamusoro pomukonde wesadza.
chitunzi 	DKK 	7 	z 		chitunzi DKK z 7 . Chitunzi inhunzi huru inowanzouya paurayiwa n'ombe kana imwe mhuka. gunura 5 .
chitunzvi 	D- 	7 	z 		chitunzvi D- z 7 . Chitunzvi ishiri hadzi kana mhuka hadzi. nhunzvi 9 .
chitupa 	D- 	7 	z 		chitupa D- z 7 . Chitupa igwaro rinopiwa munhu kuratidza kuti ndiani, rimwe nerimwe riine nhamba yaro rega, uyezve rakanyorwa zvimwewo zvakakosha kuziva maererano nomuridzi waro. Chitupa igwaro rinopuwa munhu kana abudirira muzvidzidzo zvemuchikoro kana kuti zvepabasa.
chitupatupa 	DKDKD 	7 	z 		chitupatupa DKDKD z 7 . Uyu muti une mudzi unoshandiswa kuurayisa hove mudziva.
chituro 	DKK 	7 	z 		chituro chituru DKK z 7 . Chituro chigaro chidiki chine makumbo.
chituso 	D- 	7 	z 		chituso D- z 7 . Chituso mubairo unopiwa munhu maerano nezvaanenge aita, zvingava zvakanaka kana zvakaipa. Chituso chokuba kupika jeri.
chituta 	D- 	7 	z 		chituta D- z 7 . Chituta munhu akapusa, asina pfungwa dzakakwana. dununu 5 .
chitutamatuzvi 	DKKKDK 	7 	Z 		chitutamatuzvi DKKKDK Z 7 . Aka kapukanana kanonanaira, kanotora ndove kana neyomunhu, kachiiumbiridza kuita tumabhora, kachindoiisa mumwena kuti kagozokandirira mazai akomo.
chityaro 	D- 	7 	z 		chityaro D- z 7 . Chityaro chikumba chinogara munhu pabhasikoro kana kuti pabhiza. chigaro 7 .
chityu 	DK 	7 	z 		chityu DK z 7 . Chityu inyama yepadundundu remhuka, panosangana mutsipa nembabvu.
chiuchiro 	DKKD 	7 	z 		chiuchiro DKKD z 7 . Iyi imari inobviswa nomunhu kuratidza kuti ari kuda kuombera ishe, tezvara kana kuti ambuya. Paairoora akabvisiswa chiuchiro natezvara.
chiumbwa 	DKD 	7 	z 		chiumbwa DKD z 7 . Chiumbwa mufananidzo wechinhu chakaumbwa nemavhu. Chiumbwa chake chen'ombe ungati chinofema.
chiundudzi 	D- 	7 	z 		chiundudzi D- z 7 . Ichi chikonye chine mambava, chinopfukuta nyama, matehwe kana nyanga dzemhuka, zvinenge zvatsvetwa panzvimbo imwe kwenguva yakareba.
chiuni 	DDK 	7 	z 		chiuni DDK z 7 . Chiuni ihuni dzinotemwa dziri nyoro, dzounganidzwa kuti dziome dzigozoshandiswa.
chiuru 	D- 	7 	z 		chiuru D- z 7 . Chiuru uwandu hwezvinhu zvinenge zvichisvika mazana gumi. churu 7 .
chiururwi 	DKDK 	7 	z 		chiururwi DKDK z 7 . Chipuka chinenge gurwe asi chisingadyiwi.
chiuya 	D- 	7 	z 		chiuya D- z 7 . Chiuya munhu anenge aine utano nechimiro chinoyemurwa navanhu, kazhinji ari musikana.
chiva 	D- 	7 	z 		chiva D- z 7 . Chiva rudzi rwenyoka hobvu, ine musoro wakapamhama, isina hasha zvakanyanya asi iine uturu hwakasimba. Mbudzi yakarumwa nechiva yachitsika ikabva yafa.
chivakamberi 	DKKDK 	7 	z 		chivakamberi DKKDK z 7 . Ichi chivakiso chinoiswa kunoperera izwi, chichiwedzera zvarinoreva. Izwi rokuti kuvata rakaiswa chivakamberi rikava kuvatira.
chivakashure 	DKDKD 	7 	z 		chivakashure DKDKD z 7 . Ichi chivakiso chinoiswa kunotangira shoko chichiwedzera zvarinoreva. Dzinde rokuti -komana raiswa chivakashure mu- pakabuda izwi rokuti mukomana.
chivako 	DKK 	7 	z 		chivako DKK z 7 . Chivako imari inobviswa nomunhu wese muchibatsirana pakuvakisa chikoro, kana chechi, kana zvimwewo. ruvako 11 .
chivande 	DKD 	7 	z 		chivande DKD z 7 . Chivande kuita zvinhu pasina mumwe anozviziva. Mufundisi vakaenda kun'anga kundoshopera muchivande. chihwande 7, chirevere 7 .
chivandira 	DKDK 	7 	z 		chivandira DKDK z 7 . Uyu munhu asingabudi pachena kuti pane zvaanofunga zvozongoonekwa pokupedzisira.
chivanhu 	D- 	7 	z 		chivanhu D- z 7 . Chivanhu magariro nemaitiro evaShona, kana kuti evanhu vatema vose zvavo. chikaranga 7 .
chivanze 	DKD 	7 	z 		chivanze DKD z 7 . Chivanze inhandare inoratidza panogumira musha. Imbwa haifaniri kuruma munhu ari kunze kwechivanze. ruvanze 11, ruvazhe 11 .
chivara 	D- 	7 	z 		chivara D- z 7 . Chivara inzvimbo inogara varume vachitandara kana kutonga mhosva. dare 5 .
chivaraidzo 	DKKKD 	7 	z 		chivaraidzo DKKKD z 7 . Ichi chinhu chaunoti uchiona chinokugutsa mumaziso, zvokuti unoramba uchida kuchiona.
chivata 	D- 	7 	z 		chivata D- z 7 . Chivata kuenzana pakureba kwezvinhu zvakawanda. Chivata chechibage chava kutumbuka mumunda umo chinodadisa.
chivavane 	DKKD 	7 	z 		chivavane chivavani DKKD z 7 . Iri ivhu rinenge richivavira munyu, rinofarirwa kunanzvwa nen'ombe kana nembudzi.
chiverengera 	D- 	7 	z 		chiverengera D- z 7 . Iyi itsika yokurega zvawanga uchifanirwa kuita, uchifunga kuti uchazozviita munguva ichatevera, dzamara zvazokona.
chiverere 	D- 	7 	z 		chiverere D- z 7 . chiverevere 7 .
chiverevere 	D- 	7 	z 		chiverevere D- z 7 . Uku kuita zvinhu muchihwande, vamwe vanhu vasingazivi. Mazuva ehondo vanhu vaiita chiverevere kuenda kuMozambique.
chivero 	D- 	7 	z 		chivero D- z 7 . Chivero idombo rinoshandiswa kurodzera midziyo.
chiveve 	D- 	7 	z 		chiveve D- z 7 . Chiveve kurwadza kunobaya nokupisa panyama dzomuviri kana munhu ambenge asina kugara zvakanaka.
chivharo 	D- 	7 	z 		chivharo D- z 7 . Chivaro ndechose chingashandiswa kudzivira buri kana muromo wechinhu chakaita segaba kana bhotoro.
chivhindikiti 	D- 	7 	z 		chivhindikiti D- z 7 . Uyu munhu anenge aine muviri mukuru, wakasimba.
chivhuramahwe 	DKKKD 	7 	z 		chivhuramahwe DKKKD z 7 . chimvuramabwe 7 .
chivhuro 	D- 	7 	z 		chivhuro D- z 7 . Chivhuro ndechose chingashandiswa kudziura mivharo yemabhodhoro kana yemagaba. Tora chivhuro uvhure gaba renyama iri.
chivhurumukira 	D- 	7 	z 		chivhurumukira D- z 7 . Uku kutaura kana kuita zvimwe zvinhu munhu asati afungisisa. Mukwasha akatinyadzisa paakaita chivhurumukira achipindira nyaya dzaanatsano.
chivi 	K- 	7 	z 		chivi K- z 7 . chitadzo 7 .
chivimbiso 	D- 	7 	z 		chivimbiso D- z 7 . Uku kutenderana nomunhu kuzoita chimwe chinhu. Ndakapa musikana wangu chivimbiso chokuti ndichamuroora. chitsidzo 7 .
chivimbo 	D- 	7 	z 		chivimbo D- z 7 . Chivimbo ichokwadi chaunenge uinacho chokuti mumwe munhu achakwanisa kuita zvaanenge ati achaita. Ndine chivimbo kuti Tsaurai anosvika nhasi.
chivindi 	D- 	7 	z 		chivindi D- z 7 . Chivindi ushingi hwakaoma hwokusatya kana chinhu. Sekai akaita chivindi chokuyambuka Save rwuzere. ushingi 14 .
chivirikidzo 	D- 	7 	z 		chivirikidzo D- z 7 . Iyi imbatya inopfekwa pamusoro pedzimwe kuitira kudzivirira chando kana mhepo. Ukafamba usina chivirikidzo usiku unomerera chando.
chiviriviri 	DDKKD 	7 	z 		chiviriviri DDKKD z 7 . Urwu ruzha rwezvinhu zvakawanda zvinenge zvichimhanya. Hwai dzaiita chiviriviri kutiza chimbwamupengo.
chiwanano 	D- 	7 	z 		chiwanano D- z 7 . Iri idoro rinopiwa vanhu vari pakati pokurima panhimbe. Vehana nhete vanoonekwa kudhakwa pahari yechiwanano. gombora 5 .
chiwanzamhuri 	D- 	7 	z 		chiwanzamhuri D- z 7 . Urwu rudzi rweshiri yakaita diki, uye ine mavara anoyevedza. Chiwanzamhuri chinowanzorira chiri mutsanga.
chiwanzausavi 	DDDDKK 	7 	z 		chiwanzausavi DDDDKK z 7 . Iri izita rinoshandiswa kureva chero chese chinodyiwa. Ishwa namajuru zviwanzausavi panguva yokunaya kwemvura.
chiwareware 	D- 	7 	z 		chiwareware D- z 7 . Uku kupararana kweboka ravanhu kana mhuka. Pakaputika bhomba pakati peguta, vanhu vakaita chiwareware kutiza vose. chimwandamwanda 7 .
chiwawa 	DKD 	7 	z 		chiwawa DKD z 7 . chibhamu 7 .
chiwaya 	D- 	7 	z 		chiwaya D- z 7 . Chiwaya rudzi rwechibage chinokangwa chichiputika kubuda zvomukati. Ndiro yanga yakachena nechiwaya. Chiwaya chigaba chinokangirwa nzungu nenyimo. Chiwaya idhirezi rinenge rakafara zasi kwaro. Chisikana chakazeya dhirezi rikati peku nokuti raiva chiwaya. Uyu mudhebhe wakachekwa kumakumbo awo kuti upfupike. Vakomana vechidiki vanofarira kucheka midhebhe yavo kuita zviwaya. kabanga 12 .
chiwayawaya 	D- 	7 	z 		chiwayawaya D- z 7 . Uku kupaza kunoita zvipfuyo kubva mudanga. Mombe dzakaita chiwayawaya ndokunodya mumunda mavaridzi.
chiwepu 	DKD 	7 	z 		chiwepu DKD z 7 . Chiwepu ityava inogadzirwa neganda remhuka. N'ombe dzinofambisa pakurima kana ukadzirova nechiwepu.
chiwi 	DK 	7 	z 		chiwi DK z 7 . chitsuwa 7 . Chiwi vanhu vashomanane, vanogara voga vasingadyidzani navamwe. Vamwenyi vanogara vakaita chiwi kuitira kuchengetedza tsika dzavo.
chiwirowiro 	DKKKD 	7 	z 		chiwirowiro DKKKD z 7 . Uyu muti unovezeswa kugadzira ndiro nezvipunu zvakakosha. chizaragomba 7, mufunuka 3, muriravanhu 3 .
chiwochawocha 	D- 	7 	z 		chiwochawocha D- z 7 . Urwu rudzi rweshiri diki ine muromo mutsuku nomuviri mutema.
chiwowodza 	DKKD 	7 	z 		chiwowodza DKKD z 7 . Urwu rudzi rweshiri inoboora matanda ichiitira dendere mukati. hohodza 9 .
chiwowowo 	DDKD 	7 	z 		chiwowowo DDKD z 7 . Urwu ruzha runenge ruchiitwa navanhu vari chinhambwe, vachitaura zvinenge zvisinganyatsi kunzikwa.
chiyambiro 	DDKK 	7 	z 		chiyambiro DDKK z 7 . Iri izwi rinoshandiswa kureva kuti kubva pakuzvarwa munhu. Chiyambiro changu handisati ndaona njuzu.
chiyambwe 	D- 	7 	z 		chiyambwe D- z 7 . Chiyambwe rudzi rwehwowa hwakada kuita sedifi, asi ihwo huchidyiwa huri unyoro. Vakomana vadya sadza nechiyambwe.
chiyeuchidzo 	D- 	7 	z 		chiyeuchidzo D- z 7 . Ichi chinhu chine basa rekutondedza munhu nezvakaitika kana zvaanofanira kuita. Bhachi iri chiyeuchidzo chasekuru vangu vakafa. rutondedzo 11 .
chiyevedzo 	D- 	7 	z 		chiyevedzo D- z 7 . Ichi chinhu chinonakidza kuona. Mapopoma eVictoria Falls chiyevedzo chinovingwa navanhu vanobva kunyika dzakasiyana-siyana vachizoona.
chiyeverwa 	DDKD 	7 	z 		chiyeverwa DDKD z 7 . Uku kutorwa pfungwa nezvimwe zvinhu, zvokuti unopedzisira usisiri kufunga kuti ndizvo zviri kuitika.
chiyovhovho 	KDDD 	7 	z 		chiyovhovho KDDD z 7 . Urwu rudzi rweshiri diki ine bumu nebesu guru. Chiyovhovho chiri kurira mudendere. tiyovhovho 9 .
chizarira 	DKKD 	7 	z 		chizarira DKKD z 7 . Ichi ndechinoteyeswa mhuka, chakaita sekaimba kanoti mhuka ikapinda haichabudi. Ingwe yakabatwa muchizarira.
chizarura 	DDKD 	7 	z 		chizarura DDKD z 7 . Urwu rudzi rwetsvimbo ine musoro muhombe.
chizeyezeye 	DKDKD 	7 	z 		chizeyezeye DKDKD z 7 . Ichi chirwere chehuku chinouraya nenguva diki, uye chinopararira nokukasira. chibhubhubhu 7, chibububu 7 . Uyu munhu ane tsika dzakaora.
chizezepasi 	DDDDK 	7 	z 		chizezepasi DDDDK z 7 . Aka kamuti kadiki kane mashizha akaita soomuzeze, asi kachiita mudzi unenge mbambaira pasi.
chizhuzhu 	D- 	7 	z 		chizhuzhu D- z 7 . Chizhuzhu muti une mashizha akapamhama neminzwa, unonzi ukaona waiswa pamba pako unenge uchinzi uri muroyi.
chiziso 	DKK 	7 	z 		chiziso DKK z 7 . Chiziso kahona kakazvimba, kari necheparutivi panosangana tsoka netsapfu. Akabondera chiziso paaimanya achitevedza madziro.
chizivano 	DKKD 	7 	z 		chizivano DKKD z 7 . Uku kuita kokusarudza vehama neshamwari uchingoitira ivavo voga zvakanaka. Mabasa okupinzana nechizivano anopera musi wokutosvorana. chiukama 7 .
chiziviso 	DKKD 	7 	z 		chiziviso DKKD z 7 . Aya mashoko akanyorwa kana kuti okutaura, anoyambira kana kuudza voruzhinji zvimwe zvingavabatsira. Chiziviso chiri pamadziro icho ndechemazamanishoni achanyorwa kupera kwegore.
chizizimbori 	DDDDK 	7 	z 		chizizimbori DDDDK z 7 . chizizimutondo 7 .
chizizimutondo 	D- 	7 	z 		chizizimutondo D- z 7 . Urwu rumwe rudzi rwezizi rakaita diki, riine nzeve refu. Chizizimutondo chandaona chakada kuenzana nenjiva. chizizimbori 7 .
chizorwa 	DDK 	7 	z 		chizorwa DDK z 7 . Chizorwa mafuta orunako, kana mushonga, kana poda yaungatsvetera paganda romuviri. Kana munhu apedza kugeza anoisa chizorwa paganda kuti asachenuruka.
chizukuru 	DKKD 	7 	z 		chizukuru DKKD z 7 . Uku kunemerana kunoitika pakati pambuya, mudzimai wehanzvadzi yamai, nomuzukuru wechirume.
chizungu 	DDK 	7 	z 		chizungu DDK z 7 . Chizungu mutauro kana kuita kwevarungu vechiPutukezi.
chizuvaguru 	DKKDD 	7 	z 		chizuvaguru DKKDD z 7 . Urwu rudzi rweshiri diki, ine huma tsvuku, inovaka dendere rayo pamapazi akaoma, uye inowanzorira kana zuva richibanda. chivangazuva 7 .
chizvarirwo 	DKDK 	7 	z 		chizvarirwo DKDK z 7 . Uhu upenyu nemaitiro evanhu zvokukura nazvo parudzi rwavo. Dzimwe svondo dzinokurudzira chizvarirwo, asi dzimwewo dzinotevera zvechirungu. chibarirwe 7 .
chizvaro 	DKK 	7 	z 		chizvaro DKK z 7 . Iyi inzvimbo inogara mwana apo mai vake vanenge vaine mimba. chibereko 7 .
chizvarwa 	DKD 	7 	z 		chizvarwa DKD z 7 . Chizvarwa munhu akazvarirwa munzvimbo, kana kuti munhu wedzinza. Chizvarwa chomudunhu chinoziva zvose zvinotarisirwa munhu womo.
chizvi 	D- 	7 	z 		chizvi chinzvi D- z 7 . Chizvi munyama kana chimwewo chinhu chauinacho chinokushaisa munhu wokuroorana naye.
chizvizvi 	D- 	7 	z 		chizvizvi D- z 7 . Chizvizvi chikafu chinenge chiri muguru remombe yavhiyiwa. Mombe yatavhiya yanga ine chizvizvi chine majecha mukati. mazvizvi 6 .
chizvondo 	DKK 	7 	z 		chizvondo DKK z 7 . Chizvondo mweya wokungovenga mumwe munhu.
chogurwei 	DKDK 	7 	z 		chogurwei DKDK z 7 . Uyu munhu asina zvaanobatsira muupenyu. Murume waakaroorwa naye ndichogurwei chaiye, asina kana negumbezi.
chokudya 	KDK 	7 	z 		chokudya KDK z 7 . Chokudya ndechose chaungaisa mudumbu kupedza nzara. Pasina chokudya munhu unofa nenzara. chikafu 7 .
chokunwa 	KDK 	7 	z 		chokunwa KDK z 7 . Chokunwa ndechose chakaita mvura mvura, chaungamedza kupedza nyota kana kuti kungozvivaraidza. Chokunwa chinodzungaidza misoro yavanhu vazhinji idoro. chinwiwa 7 .
chokwadi 	KDK 	7 	z 		chokwadi KDK z 7 . Chokwadi ndiwo mamiriro chaiwo anenge akaita zvinhu, zvokuti kana kuri kuzvitaura ndiwo mabudiro azvinofanira kuitawo.
chombe 	D- 	7 	z 		chombe D- z 7 . Chombe munhu anofarira kumhan'arira vamwe kumuvengi, kazhinji kana muri mune zvematongerwo enyika. Kana anoziva kuti ndichombe ngaasauya kumusangano. mutengesi .
chombo 	D- 	7 	z 		chombo D- z 7 . Chombo chinhu chese chinoshandiswa pakurwisa. Kana mbavha ine chombo inonetsa kubata.
chomo 	D- 	7 	z 		chomo D- z 7 . Chomo mashoko anosuwisa akaita seerufu kana urwere. Murwere haaudzwi chomo.
chomusoro 	KDKK 	7 	z 		chomusoro KDKK z 7 . Uku kutema komusoro kunobudira nechapakati pemaziso. Ndakaita chomusoro chakandibatisa nedzungu. demahope 5 .
choto 	DK 	7 	z 		choto DK z 7 . Choto inzvimbo inoveserwa moto. Vasikana vadziya moto pachoto mumba.
choupombwe 	DKDD 	7 	z 		choupombwe DKDD z 7 . Uku kurara nomukadzi kana murume asiri wako. Mutemo wechinomwe womuBhaibheri unoti usaita choupombwe. cheopombwe 7 .
chouviri 	DKDD 	7 	z 		chouviri DKDD z 7 . Chouviri zvikwanisiro zvinodiwa kuti upenyu hwuenderere mberi zvakanaka. Kana pasina chouviri, kana mubhawa macho hamugarike.
chowa 	D- 	7 	z 		chowa D- z 7 . Chowa mushonga unogadzirwa wopiwa munhu kuti akwanise kufembera zvichaitika mberi.
chuma 	DK 	7 	z 		chuma DK z 7 . Chuma chishongo chakagadzirwa netutsanga twakaitwa mudungiro, chinopfekwa muhuro kana muchiuno. Anofarira kupfeka chuma chitema muhuro nedhirezi dema. Chuma imari inobviswa pakuroora. Munhu abvisa chuma anenge asara nezvishoma paroora. rusambo 11, rugaba 11 .
chura 	DK 	7 	z 		chura DK z 7 . datya 5 .
churu 	D- 	7 	z 		churu D- z 7 . Churu idutu remavhu rinoitwa pasi namajuru achigadzira musha wawo. Mbuya vajuruja majuru pachuru. chiuru 7 .
