apuro 	KDD 	5 	z 		apuro epuro KDD z 5 . Apuro rudzi rwemuchero unoberekwa nemuapuro.
gungumbani 	DKDD 	5 	z 		gungumbani DKDD z 5 . ngwewewe 9 .
gungunyo 	KKD 	5 	z 		gungunyo KKD z 5 . Gungunyo ndiyo nhengo yomuviri iri panoperera musana pachibatana nemagaro. chikungunyo 7 .
gungutsi 	KKD 	5 	z 		gungutsi KKD z 5 . Gungutsi iguri rechibage rinenge rabviswa mhunze.
gungutsva 	K- 	5 	z 		gungutsva K- z 5 . Gungutsva idota rinowanikwa panenge patsva sango.
gunguudza 	D- 	5 	z 		gunguudza D- z 5 . Iri zirize ziguru. kon'a 1a, buve 5, benyera 5 .
gungwa 	D- 	5 	z 		gungwa D- z 5 . Gungwa inzvimbo huru ine mvura yakawanda, munova ndimo munodira nzizi mvura inoyerera madziri. nyanza 9 .
guni 	K- 	5 	z 		guni K- z 5 . Guni kamuti kanosara kana mashizha efodya abviswa kana kuti muriwo wapururwa. gunje 5 .
gunje 	DK 	5 	z 		gunje DK z 5 . Gunje idzinde rechibage kana mhunga rinenge riri nyoro kana rakaoma. Magunje anochengeterwa zvipfuyo vanhu vapedza kukohwa. shanga 5, gunde 5 .
gunwe 	D- 	5 	z 		gunwe D- z 5 . Gunwe ndechimwe chete chetumitezo tunomera mberi kwechanza choruoko, chinoshandiswa kubata zvinhu kana kunongedza. chigumwe 7, gumwe 5. . Tu gunwe tunhengo twetsoka turi nekumberi. chigumwe 7, gumwe 5 .
gunya 	D- 	5 	z 		gunya D- z 5 . Gunya itsika yokuda kungonetsa vanhu nokutanga musindo.
gunyere 	D- 	5 	z 		gunyere D- z 5 . Gunyere ndezvokudya zvinenge zvaendeserwa murume kudare. gunere 5 .
gupa 	KD 	5 	z 		gupa KD z 5 . Ma gupa zvimbuyu zvinoruma mhuka, kunyanya mombe, zvoisveta ropa zvakabatirira paganda. chikwekwe 7, chinyamadari 7 .
gupo 	D- 	5 	z 		gupo D- z 5 . Gupo igumbeze rinorukwa nerwodzi. gudza 5 .
gupuro 	D- 	5 	z 		gupuro D- z 5 . Gupuro imari kana kanhu kanobviswa nomunhu kutaridza kuti haachadi umwe wake. gumururo 5. .
gura 	D- 	5 	z 		gura D- z 5 . Gura inzvimbo isina kurimwa, inoshandiswa seufuro hwemombe. Gura ibani rinofura zvipfuyo. Muchirimo mombe dzinoswera mugura.
gurandanda 	D- 	5 	z 		gurandanda D- z 5 . Uyu munda unenge wakarimwa kwemakore asi usisaiti chikafu chakanaka.
gure 	DK 	5 	z 		gure DK z 5 . Gure ndicho chinoiswa mberi kwemoto chinouvharira, kazhinji kuitira kuti vana vasatsva.
gure 	KD 	5 	z 		gure KD z 5 . Gure mutambo unotambwa nevanhu vechiMalawi kunyanya, vakapfeka zvinhu zvinovhara kumeso nomuviri wose. Panotambwa gure hapasvikwe nhando. nyau 9 .
gurene 	D- 	5 	z 		gurene D- z 5 . gurwe 5 .
gurezeze 	D- 	5 	z 		gurezeze D- z 5 . Kuti gurezeze kuneta kunoita muriwo kana zvimwe zvirimwa masikati kana kwapisa, zvichitaridzika sezvoda kusvava.
guri 	D- 	5 	z 		guri D- z 5 . Guri ndicho chinosara kana chibage chabviswa mhunze.
gurinhwa 	DKD 	5 	z 		gurinhwa DKD z 5 . guri 5 .
guro 	D- 	5 	z 		guro D- z 5 . huro 9 .
guru 	D- 	5 	z 		guru D- z 5 . Iri zimwena rinoita pachuru, rakakura, munogara nyoka kana zvimwe zvikara zvesango. Zinyoka rapinda muguru.
guru 	DK 	5 	z 		guru DK z 5 . Guru inengo yedumbu remhuka, munogayiwa chikafu chose chinenge chadyiwa, rakafanana nematauro okugezesa mukati maro.
guru 	K- 	5 	z 		guru K- z 5 . Guru imhuri yomurume mumwe chete inenge iine vakadzi vakawanda navana vazhinjiwo. Shanje yepaguru inourayisa. barika 5 .
gurufifa 	DDKD 	5 	z 		gurufifa DDKD z 5 . Aka kachuru kadiki kanenge kari mubani.
gurukadzi 	KKDD 	5 	z 		gurukadzi KKDD z 5 . Iyi inhoro hadzi.
gurukota 	K- 	5 	z 		gurukota K- z 5 . Uyu munhu anobatsira mambo kutonga nokumupa mazano. jinda 5 . Gurukota mutungamiri webazi rehurumende anorimiririra muparamende, uye ndiye anozivisa mutungamiri wenyika zviri kuitika mubazi rake. Tinotarisira kuti gurukota rezveutano ave munhu anozivawo nezvekurapa. jinda 5, minisita 1a .
gurukumbwa 	KKDK 	5 	z 		gurukumbwa KKDK z 5 . Aka kambuyu kakada kufanana neishwa asi iko kari kadiki, uye hakadyivi.
gurukuro 	D- 	5 	z 		gurukuro D- z 5 . Apa pahuro panombogara chikafu chehuku kana shiri chisati chadzika mudumbu.
gurukutu 	D- 	5 	z 		gurukutu D- z 5 . Uyu munhu anoita zvechitsotsi, anonyengedza vamwe vanhu. Ndakasangana negurukutu ndikatsotswa mari yangu yose, kusara ndava kupemha. gube 5, guruvha 5 .
gurumbira 	K- 	5 	z 		gurumbira K- z 5 . mukurumbira 3 .
gurumusvisvi 	KKKDK 	5 	z 		gurumusvisvi gurumusvisva KKKDK z 5 . Ava vanhu kana mhuka dzinenge dziri zhinji dziri pamwe chete. gurusvusvu 5 .
gurumusvusvu 	K- 	5 	z 		gurumusvusvu K- z 5 . Iyi imhomho yevanhu kana mhuka dzinenge dzichifamba. Gurumusvusvu revanhu randaona ranga richienda kupiko? bvapfapfa 5, gurusvusvu 5 .
gurumwandira 	K- 	5 	z 		gurumwandira K- z 5 . Iyi imhomho yevanhu vakawanda zvokuti havaverengeki. fakafaka 9 .
gurundundu 	D- 	5 	z 		gurundundu D- z 5 . Uku kufamba pamwe kunoita mhuka kana vanhu vakawanda. gwerendende 5 .
gurunhwa 	DKD 	5 	z 		gurunhwa DKD z 5 . guri 5 .
gururumba 	D- 	5 	z 		gururumba D- z 5 . Aka kapembenene kakaita kunge ishwa asi iko kasingadyiwi. vhuruvhunzu 5 .
gurusvusvu 	K- 	5 	z 		gurusvusvu [gurusvasvi, gurusvisvi] K- z 5 . gurumusvusvi 5 .
guruu 	DKD 	5 	z 		guruu DKD z 5 . Guruu mushonga unonamiriswa mapepa kana matehwe. namo 9 .
guruuswa 	K- 	5 	z 		guruuswa K- z 5 . Iri zisango rine miti mishoma asi riine uswa urefu.
guruutsi 	K- 	5 	z 		guruutsi K- z 5 . gurumusvusvu 5 .
guruva 	KKD 	5 	z 		guruva huruva KKD z 5 . Guruva ivhu rakatsetseka rinopfumburwa nemhepo uye, rinoteya mumaziso. Bhaibheri rinoti munhu wese akabva muguruva.
guruvha 	D- 	5 	z 		guruvha D- z 5 . Guruvha munhu asingatendeseki.
gurwe 	KD 	5 	z 		gurwe KD z 5 . Gurwe chipembenene chakati kurei kudarika hwiza chinoonekwa nguva yezhizha, chinogara mumwena wakavharirwa nekatutu kevhu uye chinofamba usiku chichirira.
guse 	KD 	5 	z 		guse KD z 5 . gushe 5 .
gusha 	KD 	5 	z 		gusha KD z 5 . Gusha muriwo unomera musango kana mumunda, unorembuka nokutsvedzerera kuubata kana wabikwa. Musuva une gusha unotsvedzerera kuumedza. derere 5 .
gusha 	KK 	5 	z 		gusha KK z 5 . Gusha ndiro rinopfekwa nevanhukadzi rinobata padumbu nomuzvidya. Gusha chipo chinopiwa kuna ambuya kana vanhu vaviri vasati varoorana.
gushu 	DK 	5 	z 		gushu DK z 5 . Gushu idende rokuisira zvokudya kana munhu ari parwendo. guchu 5 . Gushu itsvina yegwai inonamira pamvere dzayo.
gusvi 	DK 	5 	z 		gusvi DK z 5 . Kurova gusvi kuuchira zvakasimba sezvinoita mukwasha kuna vatezvara kana kuna ambuya achivatenda kana kuvakwazisa. Gusvi romukwasha rinonzikwa nevari kure.
guta 	D- 	5 	z 		guta D- z 5 . dhorobha 5 . Guta musha mukuru kazhinji unenge uchigara vanhu verudzi rumwe.
gute 	KD 	5 	z 		gute KD z 5 . Gute inzvimbo ine mvura yakawanda pasi, inomera miti inonzi mikute.
guti 	D- 	5 	z 		guti D- z 5 . Guti imvura nhete inonaya musi wakunenge kwakatibikira makore denga rose. Mvura yeguti inoitisa murove.
gutsa 	DK 	5 	z 		gutsa DK z 5 . Gutsa chidimbu chinosara panenge patemwa muti.
gutse 	KD 	5 	z 		gutse KD z 5 . Gutse ibasa rinoitwa nevanhu vakawanda, vanenge vane zvinangwa zvimwe chete nepfungwa imwe chete. Chikoro ngachive chegutse kuitira kuti chipere kuvakwa nekukurumidza.
gutsu 	KD 	5 	z 		gutsu KD z 5 . Gutsu chitima chinotakura zvinhu bedzi, kwete vanhu.
gutukutu 	D- 	5 	z 		gutukutu D- z 5 . Iri zimweya rinonhuhwa zvokutadzisa kufema, uye rigona kurutsisa. Muhacha une gutukutu rinobuda munguva dzechirimo. gwema 5 .
gutumukutu 	D- 	5 	z 		gutumukutu D- z 5 . Uku kuwanda kwakanyanya kwezvinhu. Mubani mune gutumukutu rematombo.
gutumuseve 	DKKKD 	5 	z 		gutumuseve DKKKD z 5 . Iyi imhando yemakonye akaita semadora akakura aine mvere, asi isingadyiwi.
gutura 	D- 	5 	z 		gutura D- z 5 . Chinhu chinenge chiine gutura chinenge chichinhuhwa zvikuru.
gutuveze 	DDKK 	5 	z 		gutuveze DDKK z 5 . Kuita gutuveze kunhuhwa zvakanyanya kunenge kuchiita chimwe chinhu. gutukutu 5 .
guungano 	KKKD 	5 	z 		guungano KKKD z 5 . gungano 5 .
guunwa 	KKD 	5 	z 		guunwa KKD z 5 . Guunwa inzvimbo yokurima ichangotemwa miti kuti itange kurimwa kokutanga. Ukasarima paguunwa unoita goho rakanaka. bemhenwa 5 .
guva 	KK 	5 	z 		guva KK z 5 . Guva igomba rakadzika rinochererwa kuiswa chitunha. Guva romucheche asina mazino rinocherwa pedyo norukova. bwiro 5, rinda 5 . Guva pasi pemba panogarwa navanhu, panodzvurwa nendove.
guve 	K- 	5 	z 		guve K- z 5 . Guwe ishiri pfumbu ine zhumu pamusoro payo, inowanzodya michero netupuka tudiki, uye inowanzowanikwa munzvimbo dzakaoma. funye 9, kuwe 1a/9 .
guvhu 	K- 	5 	z 		guvhu K- z 5 . Guvhu kapundu kari nechokuzasi kwedumbu romunhu, kanova iko kanosara pachekwa ura hwunobatanidza mwana namai wake achiri mudumbu.
guvi 	DK 	5 	z 		guvi DK z 5 . Guvi igomba riri paruware rinojenga mvura.
guwa 	KD 	5 	z 		guwa KD z 5 . Guwa rudzi rwehwowa.
guwe 	K- 	5 	z 		guwe K- z 5 . kuwe 1a/9 .
guwe 	KD 	5 	z 		guwe KD z 5 . muzeerere 3, .
guwekuwe 	KKKD 	5 	z 		guwekuwe KKKD z 5 . Urwu ruzha runoitwa nevanhu kana vachikuza chinhu pagungano.
guwende 	K- 	5 	z 		guwende K- z 5 . Guwende imhomho yevanhu vanenge vakamirira chimwe chinhu.
guwi 	DK 	5 	z 		guwi DK z 5 . udzenga 14 .
guyo 	D- 	5 	z 		guyo D- z 5 . Guyo idombo guru rakaswatuka pamusoro, rinokuyirwa zviyo, mhunga kana nzungu. Ambuya vanokuya fodya yavo paguyo. chigayo 7 .
guyu 	D- 	5 	z 		guyu D- z 5 . Guyu muchero unodyiwa womuti womukuyu unoita upfu hwunovavirira kana hwaibva.
guzubheri 	KDDD 	5 	z 		guzubheri KDDD z 5 . Uyu muchero unoita vana vanenge nhundurwa asi vari vadiki vanodyiwa, vanokura pamuti unotanda.
gwa 	D 	5 	z 		gwa igwa D z 5 . Gwa mudziyo unogadzirwa namatanda, unoshandiswa kutakura vanhu nezvinhu zvakawanda mugungwa kana mudhamu. chikepe 7 .
gwahwahwa 	D- 	5 	z 		gwahwahwa D- z 5 . gwavava 5 .
gwai 	D- 	5 	z 		gwai D- z 5 . Gwai chipfuyo chinenge mbudzi asi chakakora kudarika mbudzi, uye chiine mvere dzakawanda dzakapfavirira. hwai 9 .
gwaimana 	DKDD 	5 	z 		gwaimana gwaimani DKDD z 5 . Iyi imombe hono yakachekwa, inoshandiswa kubopwa. nzombe 9, ngavi 9 .
gwaku 	DK 	5 	z 		gwaku DK z 5 . Gwaku mugoti une mberi kwakacherwa kuita kakomba, unoshandiswa kunokoresa zvinhu kana pakupakura usavi.
gwakumukwaku 	D- 	5 	z 		gwakumukwaku D- z 5 . Uku kutomhuka kuenda mudenga nokuenda pasi sezvinoita datya kana richifamba. Uku kuita mhindu dzokuzviraramisa. Gunguo rakapona negwakumukwaku.
gwakwa 	D- 	5 	z 		gwakwa D- z 5 . Gwakwa zinyoka rakakura kwazvo. Gwakwa munhu anongomirira kupiwa zvokudya navamwe. Gwakwa ruzha runoitwa nezvipuka zvinofamba zvichikambaira pasi, sezvakaita mupurwa. hwakwa 9 .
gwakwashira 	D- 	5 	z 		gwakwashira D- z 5 . Iyi inyoka inenge yakakura chaizvo kupinda dzimwe dzorudzi rwayo.
gwakwasira 	D- 	5 	z 		gwakwasira D- z 5 . Uku kufamba kwemhuka kana vanhu vakavanda zvakaita sevanhu vari kumambure.
gwama 	K- 	5 	z 		gwama K- z 5 . Ma gwama michero inoberekwa nezvimiti zvinokura zvichitandira. Gwama ihomwe yokuchengetera mari kana tumwe tunhu tudiki. Gwama mushonga unofambwa nawo uri muhomwe yedehwe kana yechimwewo chinhu. Gwama chigwenzi chinomera nokuwana chikafu nemvura pane imwe miti. gomarara 5, gomararwa 5 .
gwamanda 	K- 	5 	z 		gwamanda K- z 5 . hwamanda 9 .
gwamba 	DK 	5 	z 		gwamba DK z 5 . Gwamba inzvimbo inenge iine ruvara rwayo yega pachinhu. Mhuka iyi yakanga iri nhema asi iine gwamba jena pahuro.
gwamu 	DK 	5 	z 		gwamu DK z 5 . Gwamu zigwande rinokwaturwa pamuti pakusvuura rwonzi. gwande 5 .
gwamuramakwande 	DDDDDK 	5 	z 		gwamuramakwande DDDDDK z 5 . Iyi ishiri hombe ine muromo wakakombamira mukati, uye inofarira kugara pamatanga napamiti yakaoma painodya zvipuka zvinogara mumakwande emiti yakaoma. Aya mapembenene akasviburuka anogara pamatombo nepamatanda akaoma.
gwande 	DK 	5 	z 		gwande DK z 5 . Gwande ibandi reganda romuti rakaoma. Zvinyavada zvinogara mumakwande. gwati 5, gekenya 5 . Gwande ideko rakadzivira ganda remamwe marudzi ehove, kana kuti muviri wehaka, ngwena netumwewo tupuka. gekenya 5 .
gwanga 	K- 	5 	z 		gwanga K- z 5 . Gwanga ishiri ine muromo wakakombera mukati, nemanhenga anoyevedza kana akasvibira, uye inokwanisa kugara navanhu. chihwenga 7, nyandora 1a .
gwangwadza 	D- 	5 	z 		gwangwadza D- z 5 . Gwangwadza mukana unosara wakashama pakati pamabwe kana mapako.
gwangwari 	K- 	5 	z 		gwangwari K- z 5 . Gwangwari inzvimbo ine ivhu rakakora asi risina kudzika, nokuda koruware runenge ruri pasi.
gwanha 	D- 	5 	z 		gwanha D- z 5 . Gwanha mudziyo unenge gwaku asi iwo uri mukuru, unoshandiswa kugwangurisa.
gwanhu 	D- 	5 	z 		gwanhu D- z 5 . Gwanhu ishizha romuriwo risingachaiti kudyika nokuda kokukwasharara.
-gwanya 	DK 	5 	z 		-gwanya DK z 5 . Kana vanhu vachi gwanya muchero vanenge vachiutema nematombo kana nemiti, uchidonha wakaibva neusina. Vana vanga vachigwanya mazhanje nokuti vari kuda kupfimbika mambishi.
gwanza 	K- 	5 	z 		gwanza K- z 5 . Gwanza inzira inofamba navanhu netsoka ichipinda nemusango.
gwanzi 	K- 	5 	z 		gwanzi K- z 5 . Gwanzi inzvimbo inenge yakapfumbira, inofamba navanhu nemhuka. nzira 9 .
gwanzva 	K- 	5 	z 		gwanzva K- z 5 . Gwanzva inzvimbo yakamboita ronda, rikapora pachisara rupao. Kana usina gwanzva rinooneka, unotambura pakutora chitupa. vanga 5 .
gwapa 	K- 	5 	z 		gwapa K- z 5 . Gwapa ibenga reruvara rwakasiyana nerumwe runenge ruri pachinhu. Mhembwe inozikanwa negwapa jena pasi pedumbu. hapwa 9 .
gwarajena 	DKKD 	5 	z 		gwarajena DKKD z 5 . gwararakurumbi 5. .
gwarara 	D- 	5 	z 		gwarara D- z 5 . Gwarara mutaro une ruvara rwakasiyana nerumwe ruvara rwuri pamutumbu wemhuka. Gwarara mutaro unoitwa mumusoro mune bvudzi semucheno. dharakishoni 5 .
gwararakurumbi 	DKKKDK 	5 	z 		gwararakurumbi DKKKDK z 5 . Iri izita roungwandangwanda hwenyeredzi zhinji dzinoonekwa dzakarongana, dzakachena, dzichiita sedzinoerera kuenda divi rimwe. gwarajena 5, gwararenzou 5 .
gwararenzou 	DKDKD 	5 	z 		gwararenzou DKDKD z 5 . gwararakurumbi 5. .
gwarava 	KDD 	5 	z 		gwarava KDD z 5 . Gwarava ihomwe yakagadzirwa nedehwe remhuka. gwama 5 .
gwari 	DK 	5 	z 		gwari DK z 5 . Gwari ishiri yakafanana nehuku asi iri diki, inodya mbeu dzomuminda, uye inokandirira mazai pasi pegwenzi. hwarikwari 9 . horwe 9 .
gwaro 	D- 	5 	z 		gwaro D- z 5 . Gwaro ipepa rakanyorwa, sebhuku, tsamba kana zvimwewo. Pasina gwaro rokufambisa munhu haabvumirwi kuenda kunze kwenyika.
gwashadombo 	KKDK 	5 	z 		gwashadombo KKDK z 5 . Iri igwavava rine mhuno yakatesva, rinowanzogara mumahwangwaridza emaware. gwarikwari 5 .
gwasvo 	D- 	5 	z 		gwasvo D- z 5 . Gwasvo muti unogadzirwa kuti ushandiswe kufambisa chikepe.
-gwata 	K 	5 	z 		-gwata K z 5 . -cheka .
gwatakwata 	D- 	5 	z 		gwatakwata D- z 5 . Iri idovi rakasangana nemvura, rinozoiswa mumuriwo. dakataka 5 .
gwatara 	D- 	5 	z 		gwatara D- z 5 . Gwatara ivhu rinowanika mumativi erwizi, rine unyoro nemurakwani unoita kuti uswa nemiti zvikure. Kana uchida uswa hwakasvibira enda unohucheka mugwatara.
gwati 	K- 	5 	z 		gwati K- z 5 . Gwati chirata chinoshandiswa kubvisa marara anenge atsvairwa kana dota pachoto.
gwatidziro 	KKKD 	5 	z 		gwatidziro KKKD z 5 . Iri ibango panenge pakabatira gonhi. muziyo 3 .
gwatikwati 	KKKD 	5 	z 		gwatikwati KKKD z 5 . kwatikwati .
gwatukwatu 	D- 	5 	z 		gwatukwatu D- z 5 . Iyi inzvimbo inenge yakatemwa miti namagwenzi, zvikapiswa kuti igorimwa mbesa. Iri idzvetetsvete rebundo rinomera pasi pomuti, kana mumunda uchangodyarwa mbesa. gwati 5 .
gwatukwatu 	KKKD 	5 	z 		gwatukwatu KKKD z 5 . Uku kutomhoka-tomhoka kunoita sadza kana richiri bota risati raiswa upfu hwakawanda kuti rikore.
gwaukwau 	KKKD 	5 	z 		gwaukwau KKKD z 5 . Uku kuhukura kunoita imbwa dzakawanda panguva imwe chete.
gwavava 	D- 	5 	z 		gwavava D- z 5 . Gwavava chipuka cherudzi rwemadzvinyu, chinokambaira uye chinofarira kugara muhwangwanidza dzamaware. hukurutombo 9, gwereveshe 5 .
gwavha 	KD 	5 	z 		gwavha KD z 5 . Gwavha muchero womuti womugwavha unowanzotsvuka mukati kana waibva, une tumhodzi twakaomarara, uye unodyiwa nevanhu neshiri.
gwayana 	DDK 	5 	z 		gwayana DDK z 5 . Gwayana mwana wegwai. hwayana 9, hwizana 9, shere 9 .
gwe-e 	K 	5 	z 		gwe-e K z 5 . Gwe-e kamhuka kakaita setsuro asi kaine nzeve huru dzakamira mudenga, kaine maziso mahombe nemuswe murefu, kanofamba usiku. gwee 5, chinhavira 7 .
gwebwa 	DK 	5 	z 		gwebwa gwehwa DK z 5 . Gwebwa muti unomonera pane umwe muti uchiita maruva epingi.
gwedu 	KD 	5 	z 		gwedu KD z 5 . chigwedu 7 .
gwee 	KD 	5 	z 		gwee KD z 5 . Gwee imhuka yemusango, yorudzi rwekatsi, ine maziso mahombe nezimuswe zihombe, inogara mumuti uye ichifamba usiku. gwe-e 5, chinhavira 7 .
gwema 	D- 	5 	z 		gwema D- z 5 . Gwema munhuvi wakashata. Bhutsu dzake dziri kuita gwema nokuti dzava nenguva dzisina kugezwa.
gwembe 	K- 	5 	z 		gwembe K- z 5 . Gwembe chirwere chemhezi chinobata mhuka, zvekuti inovaviva yotanga kukwenya, yozopedzisira isina makushe. Mazuvano gwembe rava shoma nokuti imbwa dzobayiwa majikiseni okudzivirira.
gweme 	K- 	5 	z 		gweme K- z 5 . Gweme imbudzi hono isina kuchekwa. mbocho 9 . Gweme mweya unonhuwa unobva pamuviri wemhuka kana munhu. chikwembe 7 .
gwenderegwendere 	KKKDDD 	5 	z 		gwenderegwendere KKKDDD z 5 . Uyu mutambo wavapwere wokuhwandana vachitsvagana. Gwenderegwendere inotambwa usiku munguva dzechirimo. muvande 9, chihwandehwande 7 .
gwenga 	KD 	5 	z 		gwenga KD z 5 . Gwenga inzvimbo ine ivhu rejecha, isinganayi mvura uye isingagariki navanhu nemhuka. Tikaregera miti ichingotemwa-temwa nyika inoita gwenga sokuseka.
gwengo 	KK 	5 	z 		gwengo hwengo KK z 5 . Gwengo ndechokukwengesa nacho makoko kubva muhari.
gwengwe 	D- 	5 	z 		gwengwe D- z 5 . Gwengwe ihove ine ruvara rwakafanana nepakati pezai, inonetsa kubata chaizvo.
gwengwezha 	D- 	5 	z 		gwengwezha D- z 5 . gengezha 5 .
gwenhure 	DKD 	5 	z 		gwenhure DKD z 5 . Gwenhure ishiri inochema ichiita sokuti iri kuti, "Chisamugwenhure!".
gwenjere 	K- 	5 	z 		gwenjere K- z 5 . Kuti gwenjere kuoma kunenge kwaita panhu pakange pari panyoro.
gwenya 	DK 	5 	z 		gwenya DK z 5 . Gwenya kamudziyo kanoshandiswa kubatidzisa moto.
gwenyakwenya 	DKDD 	5 	z 		gwenyakwenya DKDD z 5 . Uku kuramba mhuka kana munhu achikwenya pamusana pokuvaviwa. rwenya 11 .
gwenyukwenyu 	DKDD 	5 	z 		gwenyukwenyu DKDD z 5 . gwenyakwenya 5 .
gwera dembo 	DKKD 	5 	z 		gwera dembo DKKD z 5 . Ichi chimuti chine mudzi unoshandiswa kuuraya hove uye unogona kushanda sesipo.
gwere 	DK 	5 	z 		gwere DK z 5 . barwe 5 . Gwere idanda rinovhariswa rakachinjika pamukova wetsapi kana pamukova wedanga. Gwere kaimba kari mumba huru inogara vanhu, kanochengeterwa mhuri ichiri diki.
gwerekwere 	D- 	5 	z 		gwerekwere D- z 5 . hwerekwere 9 .
gwerekwete 	D- 	5 	z 		gwerekwete D- z 5 . hwiribidi 9 .
gwerendende 	D- 	5 	z 		gwerendende D- z 5 . Uku kudya kunenge kwakasanganiswa-sanganiswa kuchinge bota. Uku kufamba kwemhuka kana vanhu vakawanda vari pamwe chete.
gweru 	DK 	5 	z 		gweru hweru DK z 5 . Gweru imhuka inogara mumwena, uye inodya masvosve nemajuru nguva dzousiku. bikita 5, gwiribidi 5 .
gwese 	DK 	5 	z 		gwese gweshe DK z 5 . Gwese ibanga rerata risingapinzi, rinogadzirwa nokurova rata. Takakoniwa kuvhiya mbudzi tapiwa gwese rebanga.
gweshekweshe 	D- 	5 	z 		gweshekweshe D- z 5 . Ava vanhu vakawanda kana mhuka zhinji dzinenge dzichifamba dziri pamwe chete. Amisa mota paasangana negweshekweshe rembudzi. Idzi imbesa dzinenge dzamera dzakawanda panzvimbo imwe chete. mhomho 9 .
gweta 	DK 	5 	z 		gweta DK z 5 . Gweta munhu akadzidzira zvemutemo uye anokwanisa kumiririra munhu anenge achitonga mudare redzimhosva. Mitemo yenyika inogadzirwa nokutsanangurwa nemagweta.
gwevedzeri 	D- 	5 	z 		gwevedzeri D- z 5 . gwevedzi 5 .
gwevedzi 	D- 	5 	z 		gwevedzi D- z 5 . Gwevedzi munhu anotumwa kundopfimbira mumwe munhu. Gwevedzi munhu anorunzira vamwe kana kuti kuvakurudzira kuita zvakaipa. Mumajere muzere magwevedzi anorunzira vamwe nzira dzokunzvenga mapurisa nadzo. gwevedzeri 5, gwezveri 5 .
gwezveri 	D- 	5 	z 		gwezveri D- z 5 . gwevedzi 5 .
gwezvo 	D- 	5 	z 		gwezvo hwezvo D- z 5 . Gwezvo ndechokudya chinoshandiswa kudana vanhu kana mhuka. Sadza rinogona kuita gwezvo kana uchiraura hove. dyiro 9, hwambo 9 .
gwindingwi 	D- 	5 	z 		gwindingwi D- z 5 . Gwindingwi isango rinotyisa rine mazimiti akareba akawanda. Ukarasikira mugwindingwi haupone nekuti rine shumba dzinoruma. Gwindingwi ivhudzi hombe rakangoita mamvirinyinyi, risina kukamwa. Gwindingwi izita regomo riri kuChirumanzu.
gwinyiro 	KKD 	5 	z 		gwinyiro KKD z 5 . Gwinyiro chishuvo chokubudirira muupenyu kana muzvidzidzo. Ndine gwinyiro rokuva dhokotera. shungu 9 .
gwinyiso 	KKD 	5 	z 		gwinyiso KKD z 5 . chokwadi 7 .
gwiri 	D- 	5 	z 		gwiri D- z 5 . mbatatisi 5 . Gwiri munhu anenge akapfuma zvikuru. chinoto 7 .
gwirikwiri 	D- 	5 	z 		gwirikwiri D- z 5 . Uku kumhanya makumbo achirova pasi zvinonzwikwa kure, kunoitwa nemhuka kana vanhu vakawanda. Takanzwa gwirikwiri remhuka dzichitiza vivi romoto murenje. murapatira 3 .
gwirikwiti 	D- 	5 	z 		gwirikwiti D- z 5 . Ichi chirwere chemhezi chinopomeranwa, chinonyanyobata vana vadiki.
gwiringwindi 	K- 	5 	z 		gwiringwindi K- z 5 . Iri igomba rinocherwa nemvura inenge ichiyerera. biripiti 5 .
gwiro 	K- 	5 	z 		gwiro K- z 5 . Gwiro mudziyo unoshandiswa kukwirisa panzvimbo dzakakwirira. danho 5 . Gwiro muripo unobviswa nemunhu anenge auya kuzomhan'ara nyaya yake padare. Dare rashe harigarwi gwiro risati rabviswa. mushamhu 3 .
gwite 	D- 	5 	z 		gwite D- z 5 . Gwite imhando yembeva ine matadza akakura chose, uye inofarira kuchera mwena wayo pazvuru.
gwiti 	D- 	5 	z 		gwiti D- z 5 . gwite 5 .
gwiti 	DK 	5 	z 		gwiti DK z 5 . Gwiti kutamba kwevanhukadzi nevanhurume vachibata zvipfuva kana dzimwe nhengo dzomuviri kuita sevanhu vanodanana. Babamukuru nomuramu vakaripiswa vatamba gwiti pamberi patezvara. mabimbiri 6 .
gwitikwiti 	D- 	5 	z 		gwitikwiti D- z 5 . Uku kutamba kunoitirwa kufadza nokuvaraidza vanhu. Majaya nemhandara zvakaita gwitikwiti rakasimudza guruva pamabiko okugadzwa kwashe. Uku kusvika kunoita vanhu panzvimbo vachiteverana.
gwivi 	DK 	5 	z 		gwivi DK z 5 . Gwivi idehwe remhuka risina mvere. Gwivi imhuka ine dehwe rakakwasharara, risina mvere, senzou.
gwiyokwiyo 	KDKD 	5 	z 		gwiyokwiyo KDKD z 5 . Uku kuchema kunoita huku, kazhinji kana dzavhundutsirwa.
gwiza 	KD 	5 	z 		gwiza KD z 5 . Ma gwiza imhashu dzinowanikwa munguva yezhizha. bambamukota 5 .
gwizo 	D- 	5 	z 		gwizo D- z 5 . Gwizo kapuka kanogara mumwena kanozvara mwana mumwechete. gwizhu 5 .
hachi 	D- 	5 	z 		hachi D- z 5 . Hachi imhuka yakaita sedhongi asi iyo iri huru, inowanzoshandiswa pamijaho. Hachi rinomhanya kupinda mamwe rinobhadhara mari zhinji kumuridzi.
hanisi 	KDD 	5 	z 		hanisi KDD z 5 . Ma hanisi itambo dzinosungirwa pamuviri wedhongi kana bhiza kuti rikwanise kuzvuva geja kana ngoro.
hanzi 	KD 	5 	z 		hanzi KD z 5 . Hanzi ishiri huru yakafanana nedhadha inofarira kugara mumvura sechipfuyo pamusha kana musango.
