apo 	D- 		bat 		apo D- bat . Izwi iri rinoshandiswa kuratidza nguva yakaitika chinhu mushure mokunge chimwezve chinhu chaitika. Vana vose vakafara apo vakazomuona mukuru wechikoro.
fodogo 	KKD 		ny 		fodogo KKD ny . Kuti fodogo kutsunya zvinorwadza nenzwara.
gejo 	D- 	5 	z 		gejo geja D- z 5 . Gejo mudziyo wesimbi unoshandiswa pakurimisa.
ewo 	DK 		kanu 		ewo DK kanu . evo .
ewo ewo 	KK KD 		kanu 		ewo ewo KK KD kanu . Kana munhu achiti ewo ewo anenge achikumbirisa rubatsiro pane zvaanenge achida. Ewo ewo, tibatsirei kuisa huni idzi pabakwa. Mvura yava kuuya.
foko 	KD 	9>10 	z 		foko KD z 9>10 . forogo 9 .
fomo 	DK 		ny 		fomo DK ny . vhomo .
giroto 	DKD 	5 	z 		giroto DKD z 5 . Giroto inzvimbo diki inoyevedza, inenge bako, inoshandiswa kunamatira uye iine mufanidzo waMaria musande akaitwa zvokuumbwa.
ezvo 	D- 		kanu 		ezvo D- kanu . izvo . Ezvo izwi rinoshandiswa kuratidza kushamiswa kana kukanuka. hezvo .
fongo 	KD 		ny 		fongo KD ny . Kuti fongo kukotama munhu asina hanya nekuti muviri wake wakafukidzwa here.
fonyo 	KD 		ny 		fonyo KD ny . Kuti fonyo kukombama kana kufovera. Demo rake rakati fonyo aritemera pamuti. Kana hanzu yati fonyo inenge yaputana.
foono 	KKD 		ny 		foono foonyo KKD ny . Kuti foono kutengesa vamwe vako kuvavengi pane zvamarangana. Zvese zvavakanga varangana zvakabva zvanzi foono kumapurisa nomudzimai womukoma, vakasungwa vose.
forogo 	KDD 	9 	z 		forogo foroko KDD z 9 . Forogo kamudziyo kanoshandiswa pamwe chete nebanga nechipunu pakudya, basa rako riri rokubaya paunenge uchicheka zvidimbu nokuzozviisa mumukanwa. foko 9 .
forototo 	D- 		ny 		forototo D- ny . Kuti forototo kupera mweya kunoita vhiri kana bhora rabayiwa nomunzwa. fototo .
go 	D 		ny 		go D ny . Kuti go kugara kwekuti magaro anenge ari pasi, tsoka dzakatsikawo pasi, kunoitwa kazhinji nemunhu anenge aneta. Ndakamuona atoti go kugara mumunda vamwe vachiita basa.
go 	K 		ny 		go K ny . Kuti go kutema muti kana chimwe chinhu. Kana nyoka ikati go, inenge yaruma chimwe chinhu.
go go go 	K- 		ny 		go go go go go goi K- ny . Kana munhu akati go go go anenge achikumbira mvumo yokupinda. Ndakanzwa kuti go go go, ndikaziwa kuti panze pane munhu. ko ko ko .
go-o 	D- 		ny 		go-o D- ny . Kana chokudya chichiti go-o chinenge chiine munyu wakawandisa. Muriwo waiti go-o kuvava nokuti wakanga warungwa kaviri.
gobo 	DK 	5 	z 		gobo DK z 5 . Gobo muti unenge wacherwa kuti ubviswe. Inda unotsvaga huni kumagobo.
gobodo gobodo 	D- 				gobodo gobodo D- . Kana munhu achiti gobodo gobodo anenge achifamba neshangu dzakakurisa kwaari. Shangu idzi ihuru, zvokuti dzinoti gobodo gobodo pakufamba.
gochihwo 	DKD 	5 	z 		gochihwo DKD z 5 . Gochihwo rudzi rweshiri ine musoro mutema nebesu dema. mutoweguru 3, godowa 5 .
foshoro 	KDD 	9>10 	z 		foshoro KDD z 9>10 . Foshoro mudziyo uno mubato murefu unoshandiswa kuchera nokuraichira ivhu kana mupfudze.
foto 	KD 	9>10 	z 		foto KD z 9>10 . Foto mufananidzo wakatorwa nekamera. pikicha 9 . Foto mudziyo kana kuti muchina wokutoresa mifananidzo. kamera 9 .
fovovo 	D- 		ny 		fovovo D- ny . Kuti fovovo kusvava kunoita mbambaira kana kuti mbatata yambenge iri nyoro. Kana chinhu chati fovovo chinenge chawira mukati. Kuti fovovo kupererwa namashoko wakoneswa kana kuti wazonzwisisa. Aifunga kuti andijuma, asi ini ndakamutsanangurira zvose zvanga zvaitika, akabva angoti fovovo kunyarara.
godo 	KD 	5 	z 		godo KD z 5 . Godo ishuga, kofi kana zvimwe zvinenge zvaumbana zvoomarara kuita godo . Kana munyu ukainda mvura unoita magodo. Godo ibundu rinenge riri muviri womunhu richikonzerwa nokurwara. shanje 9 .
gogo 	DK 	1a 	z 		gogo DK z 1a . ambuya 2b . Gogo ishangu yechikadzi ine kachitsitsinho kakareba. Gogo inonyura muvhu kana kwanaya.
gogogo 	DKD 	5 	z 		gogogo DKD z 5 . Kana chinhu chati gogogo chinenge charamba zvachose zvachinenge chichinzi chiite. Simbi yengoro yandakatenga, ndakaedza kuipinza panzvimbo payo, ikabva yati gogogo kuramba.
goho 	KK 	5 	z 		goho KK z 5 . Goho idanda gobvu, pfupi rinoshandiswa kurovesa. Mombe yarohwa negoho ikavhunika gumbo.
gojo gojo 	D- 		ny 		gojo gojo D- ny . Kana ngoro ichiti gojo gojo inenge ichiita ruzha ichifamba panogara dera. Usarega ngoro ichifamba nepamabwe ichingoti gojo gojo.
gadziko 	D- 	5 	z 		gadziko D- z 5 . Gadziko inhengo yemuviri yatinogara nayo pasi. garo 5 . Gadziko chinhu chaunopa mumwe sechipo pasina kuti achazochidzosa nguva inotevera.
fanano 	KKD 	9 	z 		fanano KKD z 9 . Fanano muenzano unowanikwa pakati pezvinhu kana zviri zverudzi rumwe chete, zvichingotarisikawo nenzira imwe chete. ANTONYMS siyano 9.
gojodo 	DDK 		ny 		gojodo gojoto DDK ny . Kuti gojodo kudonha kwemunhu kana mhuka inenge yangopera simba nokukasika. Mombe yakangonzi demo rimwe zete, ikabva yati gojodo. gwadagwa .
goko 	K- 	5 	z 		goko K- z 5 . Goko isadza rinosara rakanamatira papoto kana munhu wabika ukapakura. garwe 5 .
gokoko 	DKD 	5 	z 		gokoko DKD z 5 . Gokoko mudziyo weisimbi ungava mugomo unoshandiswa kupimisa chibage kana zvimwewo. Era magokoko mana ezviyo unogaisa. bhagidhi 5 .
gokoro 	KKD 	5 	z 		gokoro gokore KKD z 5 . Gokoro inzvimbo inowanzowanikwa mubani inowanikwa mvura nevhu rinovava rinogona kunanzwiwa nemombe inowanzowanikwa mabani.
gadziriro 	D- 	5 	z 		gadziriro D- z 5 . Izvi zvirongwa zvinofanoitwa makanangana nechimwe chinhu. Gadziriro yemuchato waTapiwa iri kufambira mberi zvakanaka.
gahadziso 	D- 	5 	z 		gahadziso D- z 5 . Uku kuitika kwechinhu chinoshamisa uye chinorovesa hana.
gombo 	K- 	5>6mak 	z 		gombo K- z 5>6mak . Gombo munda unenge uchangogoborwa usati wamborimwa.
gomo 	D- 	5 	z 		gomo D- z 5 . Gomo inzvimbo yakakwirira, ine mabwe nemiti, inogara mhuka dzakaita semakudo nembira. Kana uri mugomo guru, unogona kuona nzvimbo kana zvinhu zviri kure.
gondo 	DK 	5 	z 		gondo DK z 5 . Gondo ishiri yakakura inodya huku, dzimwe shiri nemhuka diki.
gaho 	D- 	5 	z 		gaho gawo D- z 5 . Gaho ishungu yokuda kurara nemukadzi kana nomurume. Imbwa iyi ine gaho rokuti ukada kuidzinga pamukadzi wayo, inenge ichakuruma. zemo 5, hosha 9 . Gaho ishungu dzokuita zvinhu zvisiri zvezera uchiteedzera vakuru. Madzikoma edu aitidzinga mumba kana vava kutaura nyaya dzavo vachiti hatidi vanhu vane gaho.
gambamukoyokoyo 	DDDKDKD 	5 	z 		gambamukoyokoyo DDDKDKD z 5 . gakanje 5 .
fugo 	K- 	5 	z 		fugo K- z 5 . fuko 5 .
fuko 	D- 	9>10 	z 		fuko D- z 9>10 . pfuko .
gonjoro 	K- 		ny 		gonjoro K- ny . Kuti gonjoro kurira kunoita mugoro kana dhiramu risina chinhu, kazhinji kana muine kasimbi kana katombo.
gonokono 	KDKD 	5 	z 		gonokono KDKD z 5 . gokora 5 .
gonon'ono 	D- 		ny 		gonon'ono D- ny . Kuti gonon'ono kugara kwemunhu asina zvaari kuda kuita, kazhinji panenge paine usimbe mukati.
fuko 	K- 	5/9 	z 		fuko K- z 5/9 . Fuko ijira kana kuti gumbeze kana chipfeko chokupfekedza kana kuputira mufi. jira 5 . Fuko ijira kana kuti gumbeze rinopuwa ambuya kana kuti mbuyawasha, kana kuti rinoshandiswa kunyaradza mweya wavo.
gonzo 	D- 	5>6mak 	z 		gonzo D- z 5>6mak . Gonzo rudzi rwembeva runogara mudzimba, runodya zvirimwa kana nhumbi kana fenicha.
fumbamuromo 	D- 	9 	z 		fumbamuromo D- z 9 . pfumbamuromo 9 .
fumbatidzo 	D- 	9 	z 		fumbatidzo D- z 9 . pfumbamuromo 9 .
goritoto 	DKDD 	5 	z 		goritoto DKDD z 5 . Iri zinhu zirefurefu rinotyisa rinoonekwa pamutambo, kunyanya wezvinyao, rinenge riri munhu ari pamadondoro akafukidza kumeso negumbeze.
gorokoto 	K- 	5>6mak 	z 		gorokoto K- z 5>6mak . Iri izwi rinotaurwa nomunhu anenge achifarira kana kurumbidza munhu anenge abudirira pane zvaanenge achiita, kana kuti anenge apona munjodzi.
gororo 	DKD 	5>6mak 	z 		gororo DKD z 5>6mak . Gororo munhu anotorera vanhu zvinhu zvavo muchivande kana kuti nechisimba. Ma kororo varume vachidiki vanomukira rungwanangwana vachiita basa panhimbe, vamwe vasati vauya.
dototo 	D- 	5 	z 		dototo dhototo D- z 5 . Dototo chinhu chinyoro chinonyiminya nokuda kwezvinenge zvachinyorovesa. Dototo chinhu chichena-chena chakati mbee.
dovo 	K- 	5>6 	z 		dovo dowo, doo K- z 5>6 . Dovo idehwe rasakara. Dovo mucheka unenge wakasakara uye une tsvina zvikuru.
chipfeko 	D- 	7 	z 		chipfeko D- z 7 . Chipfeko chinhu chese chinoshandiswa kufukidza muviri. Chipfeko chakanaka chinoita kuti uonekere pane vanhu. nhumbi 9, mbatya 9, hanzu 9 .
chipfigo 	DKK 	7 	z 		chipfigo DKK z 7 . Chipfigo ndechinokochekerwa kana kupairwa kuti gonhi risavhurika. chihuri 7 .
chipfudziso 	DKKD 	7 	z 		chipfudziso DKKD z 7 . Uyu mudziyo wokudzimisa zvinyorwa pachidziro. Mudzidzisi anoshandisa chipfudziso kudzima zvaasingadi.
chipfukuto 	D- 	7 	z 		chipfukuto D- z 7 . Ichi chimbuyu chitema chakaomarara, chinoboora matanda akaoma kana mbesa. Isai mushonga uyu mudura, kuitira kuti zvipfukuto zvirege kudya chibage chenyu. chipfuto 7, chikumo 7 .
chipfundo 	D- 	7 	z 		chipfundo D- z 7 . Chipfundo chimuti china makwati akawanda.
chipfutso 	D- 	7 	z 		chipfutso D- z 7 . Chipfutso munhu anokara zvokudya. berezvere 7, mutate 1 . Chipfutso munhu anoreva nhema zvikuru. munyepi 1, chimwayange 7 . Chipfutso munhu anogaroburitsa mweya unonhuwa nekumashure.
chizivano 	DKKD 	7 	z 		chizivano DKKD z 7 . Uku kuita kokusarudza vehama neshamwari uchingoitira ivavo voga zvakanaka. Mabasa okupinzana nechizivano anopera musi wokutosvorana. chiukama 7 .
chizizimutondo 	D- 	7 	z 		chizizimutondo D- z 7 . Urwu rumwe rudzi rwezizi rakaita diki, riine nzeve refu. Chizizimutondo chandaona chakada kuenzana nenjiva. chizizimbori 7 .
chipimo 	D- 	7 	z 		chipimo D- z 7 . Chipimo mudziyo wokuyeresa zvinhu. Chipimo chesadza rapakamba chiduku. chiereso 7 . Chipimo muganhu unotarisirwa pamaitiro. Ukaona munhu ava kupisa imba nehasha, ndiko kunonzi kupenga zvisina chipimo. mwero 3 .
chipiriso 	DKKD 	7 	z 		chipiriso DKKD z 7 . Iyi indiro yakavezwa nomuti inoshandiswa pakushumira vadzimu. Ndiro yechipiriso haiburirwi sadza.
chipisamaoko 	DKKDKK 	7 	z 		chipisamaoko DKKDKK z 7 . Iyi ihari yehwahwa inopiwa kune avo vanenge vahubika. Madzimai akadhakwa nehari yechipisamaoko.
chipisiro 	DKKD 	7 	z 		chipisiro DKKD z 7 . Iyi inzvimbo inoshandiswa kupisira marara kana zvimwewo zvakasiyana-siyana.
chipiso 	DKK 	7 	z 		chipiso DKK z 7 . Chipiso kamudziyo kesimbi kanoshandiswa kutwasanura nhumbi dzinenge dzagezwa kuti dzizopfekeka dzakatsvinda. Kana mai vachishandisa muchiso vanodzingira vana kure nokuvatyira kuti vangazotsva. aini 9. .
chipiyaniso 	DKKKD 	7 	z 		chipiyaniso DKKKD z 7 . Aya matanda maviri, refu nepfup,i akachinjikidzana nechokumusoro kwerefu, panonzi ndipo pakaroverwa Jesu. Chipiyaniso mucherechedzo unokosheswa nemaKristu. muchinjikwa 3, muchinjiko 3 .
chipoko 	DKD 	7 	z 		chipoko DKD z 7 . Chipoko mweya womunhu akafa, anenge achinetsa vapenyu nokuita moto unovhundusira vanhu. Chipoko chinoonekwa parinda rake usiku. chidhoma 7 .
chizvaro 	DKK 	7 	z 		chizvaro DKK z 7 . Iyi inzvimbo inogara mwana apo mai vake vanenge vaine mimba. chibereko 7 .
cho 	K 		ny 		cho K ny . Kuti cho kunhonga kunoita huku kana shiri tsanga ichidya nomuromo. Huku dzaiti rukweza cho cho. jo .
cho-o 	D- 		ny 		cho-o D- ny . Kuti cho-o kudira mvura kana kunaya kunoita mvura. Mvura yaiti cho-o usiku hwose. Kuti cho-o kupururudza. ririri .
chokonyo 	KKD 		ny 		chokonyo KKD ny . Kuti chokonyo kubviswa kunoita tsanga dzechibage pamuguri.
chipondamwoyo 	D- 	7 	z 		chipondamwoyo D- z 7 . Ichi chidyiwa chinobikwa nefurau chinotapira kwazvo. Musikana akatengerwa chipondamwoyo akafara chose.
chipundutso 	DKKD 	7 	z 		chipundutso DKKD z 7 . Uyu mubairo wokuita chimwe chinhu unenge wakatarisirwa. Kutiza chikoro hakuna chipundutso. chimuko 7, chouviri 7 .
chomo 	D- 	7 	z 		chomo D- z 7 . Chomo mashoko anosuwisa akaita seerufu kana urwere. Murwere haaudzwi chomo.
chomusoro 	KDKK 	7 	z 		chomusoro KDKK z 7 . Uku kutema komusoro kunobudira nechapakati pemaziso. Ndakaita chomusoro chakandibatisa nedzungu. demahope 5 .
choto 	DK 	7 	z 		choto DK z 7 . Choto inzvimbo inoveserwa moto. Vasikana vadziya moto pachoto mumba.
chirairo 	DKKD 	7 	z 		chirairo DKKD z 7 . Uku kudya kwamanheru vanhu vasati vavata. chirariro 7 .
chirangano 	D- 	7 	z 		chirangano D- z 7 . Ichi chinhu chinenge chatenderwa navaviri kuti vachazoita. Musikana akaputsa chirangano chokuroorana nomukomana wake. chibvumirano 7 .
chirango 	D- 	7 	z 		chirango D- z 7 . Chirango chinhu chakaoma kana kuti chinorwadza chinoitiswa munhu anenge akanganisa kuti apfidze. Chirango kungoita chinhu kuti ufadze vamwe, kunyange iwe zvisiri muhana mako. Ndakadya sadza ravatete zvechirango asi ini ndakanga ndakaguta. mutemo 3, tsika 9 .
chirauro 	DKKD 	7 	z 		chirauro DKKD z 7 . Iyi iwaya inoshandiswa kubata hove, yakaomarara yakakombamiswa, iine muromo wakatesvera. chiredzo 7, chivedzo 7 .
chirevo 	DKK 	7 	z 		chirevo DKK z 7 . Chirevo mashoko anotaurwa panguva imwe chete nomunhu kusvikira paanozororera, iwo aine zvaanoreva zvakakwana. Kana uchinyora rondedzero, unofanira kushandisa zvirevo zvizere nguva dzose. Chirevo mazwi ane udzamu mune zvaanoreva, kazhinji ari ematambidzanwa. "Mandikurumidze akazvara mandinonoke" chirevo chechokwadi. Chirevo mazwi anopiwa nemutongi anenge achifanira kutevedzwa. mutemo 3 .
dhidho 	D- 	5 	z 		dhidho dhigidho D- z 5 . Dhidho idziva kana gomba rakacherwa, rine mvura munotambirwa navanhu. duwinho 5 .
duo 	D- 	5>6 	z 		duo duwo, duu D- z 5>6 . Duo imhando yemuteyo unobatiswa hove, dzichipinda nepaburi rakasiyiwa asi pasingazogoni kuti dzibude. Duo rakarukwa netsanga ndiro rakanyanya kunaka.
chirimo 	D- 	7 	z 		chirimo D- z 7 . Chirimo inguva inotevera zhizha, inozivikanwa nokushaya makore akawanda mudenga.
chirindo 	D- 	7 	z 		chirindo D- z 7 . Chirindo kadumba kaduku keuswa kanovakirwa kumunda pakakwirira, kuti vanhu vakwanise kuona zvingada kudya mbeu zvichiri kure. Kune makudo munhu anotogara muchirindo pazhizha. dumba 5 .
chiringiriro 	DKKKD 	7 	z 		chiringiriro DKKKD z 7 . chionioni .
chiriporipocho 	DKDKDK 		pr 		chiriporipocho DKDKDK pr . Iyi inguva diki diki inobva yangoitika chinhu pakare ipapo. pakarepo, ipapo .
chiro 	DK 	7 	z 		chiro DK z 7 . Chiro inzvimbo inorara makudo mugomo. chirau 7 .
chirodzo 	D- 	7 	z 		chirodzo D- z 7 . Idombo rakagadzirirwa kutesvera matemo, mapanga nezvimwewo zvokuchekesa zvinoshandiswa navanhu. chirodzeso 7 .
chirovero 	DKKD 	7 	z 		chirovero DKKD z 7 . Uyu muti wakavezwa wakapafarara rimwe divi, unorovereswa zvikuva zvedzimba. chikwauro 7 .
dusvuramwoyo 	KKKKD 	5>6 	z 		dusvuramwoyo KKKKD z 5>6 . Uyu munhu anouraya vanhu achibvisa dzimwe nhengo dzomuviri kuzoitisa mishonga. bhinya 5 .
dutiro 	KKD 	5 	z 		dutiro KKD z 5 . Dutiro munhu anodya kana kunwa zvakapfurikidza.
dho 	K 		ny 		dho K ny . Kuti dho kurira kunonzwikwa kana warova chinhu chakasimba uchishandisa dombo kana kuti simbi.
dhodhodho 	K- 	5 	z 		dhodhodho K- z 5 . Ma dhodhodho manotsi anoshandiswa kutsvaka chuni pasina mazwi, kazhinji muchidzidzira rwuyo rutsva.
dhodyo 	DK 		ny 		dhodyo DK ny . Kuti dhodyo kuboora seri neseri.
dyidzano 	KKD 	9 	z 		dyidzano KKD z 9 . Dyidzano kushanda pamwe chete mune zvoufumi nezvimwewo, kwenyika kana kwavanhu. Dyidzano yenyika yeZimbabwe nedzakaikomberedza inoda kuvandutswa kuti vanhu vakwanisewo kushanyidzana nyore.
chisangano 	D- 	7 	z 		chisangano D- z 7 . Iyi inzvimbo yokuungana vanhu vaine zvavanoronga. Uku kudya kunopiwa murume apedza ugariri kuti adye nomudzimai wake kekutanga vasati vatorana.
chiseko 	D- 	7 	z 		chiseko D- z 7 . Chiseko chinhu chinonyadzisa chinoita kuti munhu asekwe nevamwe.
chiseredzero 	D- 	7 	z 		chiseredzero D- z 7 . Ichi ndechaunodya kana kunwa wapedza kudya kukuru. Aita museredzero wetii.
chisero 	D- 	7 	z 		chisero D- z 7 . Chisero magariro aunenge wakaita wakapfunya makumbo. chibondokoto 7 . Chisero mudziyo wokupepetesa unoshandiswa kuparadzanisa tsanga kubva kuhundi. rusero 11 .
dambudzo 	D- 	5 	z 		dambudzo D- z 5 . Dambudzo inyaya inenge ichikushusha mumwoyo mako, zvokuti haukwanisi kuwana rufaro. Idambudzo guru kana ukarambwa nemudiwa wako iwe uchamuda.
dandadzo 	KKD 	5 	z 		dandadzo KKD z 5 . Dandadzo inguva yokuvarairwa, vanhu vachiitaura nyaya vasina basa ravanoita. Chinhu chakanaka kuti vanhu vawane dandadzo kuti pfungwa dzimbofaranuka.
dhomo 	DK 		ny 		dhomo DK ny . Kuti dhomo kubva kunoita ganda kana dehwe panyama. Mukomana akagumburwa achimhanya, ganda rose rikati dhomo kubva.
chishuwo 	D- 	7 	z 		chishuwo chishuvo D- z 7 . Chishuwo ishungu dzokuona munhu wawagarisa usati waonana naye.
chisimbiso 	D- 	7 	z 		chisimbiso D- z 7 . Iyi itsika kana chirango chinoitwa muchechi, chekuti munhu akabhabhatidzwa ari mudiki achizotanga kuva nhengo izere. Chisimbiso chinopihwa kuna avo vagamuchira Jesu somuponesi wavo.
chisimiro 	DKKD 	7 	z 		chisimiro DKKD z 7 . Ichi ndechese chinhu chinopfekwa nomunhu pamuviri wake.
chisoro 	DKK 	7 	z 		chisoro DKK z 7 . Chisoro iguva rinoera, seramambo kana remudzimu mukuru. Vakuru vanondopira doro pachisoro chesvikiro gore negore. Chisoro izita rinopiwa hwowa hwese kana huchangobuda kubva muvhu.
chisungo 	DKK 	7 	z 		chisungo DKK z 7 . Chisungo ndizvo zvinhu zvose zvamunenge makatenderana kuti zvinofanirwa kuitwa kana kutevedzwa. Chisungo itsindidzo pakati pavanodanana. chitsidzo 7 .
chisurudzo 	DKKD 	7 	z 		chisurudzo DKKD z 7 . Uyu mudziyo unomiminiswa zvinwiwa zvakaita seputugadzike.
chisusukidzo 	DKKKD 	7 	z 		chisusukidzo DKKKD z 7 . Uku kubatsira mumwe kuti akwanise kusvika pane zvaakananga. Vatambi vakazokunda nokuda kwechisusukidzo kubva kuvanhu vaiwokera nhabvu.
chisuwo 	D- 	7 	z 		chisuwo D- z 7 . Chisuwo kunzwa kuda kuona mumwe munhu wawakaonana naye kare, kana kuti imwe nzvimbo yawakasiya kare. chishuwo 7 .
chisvo 	DK 	7 	z 		chisvo DK z 7 . Chisvo kabande kesimbi nhetenhete kanocheka nemativi ose, kanonyanyoshandiswa pakugusa ndebvu nokuveura vhudzi mumusoro. reza 9 . Chisvo imhando yechipukanana chakafanana nechinyavada. Chisvo chibage chichangotanga kutunga.
chitadzo 	DKK 	7 	z 		chitadzo DKK z 7 . Chitadzo chinhu chinenge chaitwa asi icho chisingabvumidzwi pamutemo wenyika, wechitendero, kana patsika namagarire evanhu. chivi 7 . Chitadzo chinhu chaunenge wakoniwa kuita. Mwana uyu waita chitadzo chokusaroorwa netsika kwayo.
chitakuriso 	D- 	7 	z 		chitakuriso D- z 7 . Ichi ndechipi nechipi zvacho chingashandiswa kuisa vanhu kana kuti nhumbi kana midziyo mukati, zvichifambiswa kubva kune imwe nzvimbo kuenda kune imwe. Chitakuriso chavanhu vachienda kumabasa michovha. chifambiso 7 .
chitambo 	DKK 	7 	z 		chitambo DKK z 7 . Chitambo kamutambo kevanhu vashoma. Chitambo chikamu chomumutambo wakanyorwa. Chitambo mwanasikana anenge akanaka zvikuru.
dariro 	KKD 				dariro KKD . Dariro chikamu chidiki mumutambo wakanyorwa.
daro 	KD 		bat 		daro KD bat . dai .
chitarisiro 	D- 	7 	z 		chitarisiro D- z 7 . Ichi chivimbo chinenge chiine munhu, chokuona kuita kana kuitirwa chimwe chinhu muupenyu. Mwana wose ane chitarisiro chokuva baba kana mai vemba rimwe zuva. chishuviro, 7, tarisiro, 9 .
chitatarimbo 	D- 	7 	z 		chitatarimbo D- z 7 . Uyu muti unobuda mukaka unobikwa urimbo hwokuteyesa shiri.
chitehwekweverano 	DDDDKKK 	7 	z 		chitehwekweverano DDDDKKK z 7 . Iri igakava pakati pavanhu, umwe nomumwe wavo achida kuti zvaataura iye zvitevedzerwe.
chitendero 	D- 	7 	z 		chitendero D- z 7 . Iri izita rinoreva zvinhu zvose zvinenge zvichidavirwa navanhu pakushumira kwavanoita. Marudzi ose ari pasi pano ane zvitendero zvawo zvakasiyana-siyana. Iri izita rinoreva sangano resvondo. Vechitendero cheRoma ndivo vane zvikoro zvakawanda here munyika muno?
chiteyo 	DKK 	7 	z 		chiteyo DKK z 7 . Chiteyo iwaya kana tambo ine chishwe inoshandiswa kubata mhuka dzomusango. Mutemo wenyika unorambidza vanhu kubata mhuka nomuteyo. musungo 3 .
davidzo 	K- 	9 	z 		davidzo K- z 9 . Davidzo ipfungwa nemazwi ekupindura mubvunzo waunenge wabvunzwa. mhinduro 9, shanduro 9 .
diko 	K- 		kanu 		diko K- kanu . Iri rinoshandiswa nomunhu kutaridza kuti ari kutaura zvamazvirokwazvo.
dimuro 	KKD 	5 	z 		dimuro KKD z 5 . demo 5 .
dzeyo 	D- 	5 	z 		dzeyo D- z 5 . Ma dzeyo mazino makuru ari mberi, anoshandiswa pakutsenga.
dzidzo 	K- 	9 	z 		dzidzo K- z 9 . Dzidzo ruzivo runowanikwa neanenge achitsvaka mamiriro namafambiro ezvinhu zvinowanikwa muupenyu. Mazuva ano vanhu vanoenda kuzvikoro kunotsvaka dzidzo ingavabatsira kuti vawane mabasa. fundo 9 .
chitirobho 	DDKD 	7 	z 		chitirobho chitiropo DDKD z 7 . Ichi ndechakarukwa nemakashu, chinokochekerwa pazvikei zvejoki pamunenge mava kusunga n'ombe.
chitiyo 	DKD 	7 	z 		chitiyo DKD z 7 . Chitiyo mwana wehuku. nhiyo 9, hukwana 9 .
chitsauko 	DKKD 	7 	z 		chitsauko DKKD z 7 . Iyi iganhuro yebhuku, panenge pachitanga nyaya itsva kana kuti zviitiko zvikuru zvitsva munyaya. Dzimwe nganonyorwa dzava kutsikiswa mazuvano dzine zvitsauko zvakatotsaurwawo kuita zvikamu mukati mazvo. chikamu 7 .
chitsetsereso 	DKKKD 	7 	z 		chitsetsereso DKKKD z 7 . Apa ndepaunoti kana wabata kana kunamirwa netsvina wosvika uchipukutira.
chitsidzo 	D- 	7 	z 		chitsidzo D- z 7 . Chitsidzo imhiko inoitwa yokuvimbisa chimwe chinhu. Mazuvano zvinofadza kwazvo kuona vana vezera rimwe chete vachipana chitsidzo chokuroorana.
diro 	D- 	5>6 	z 		diro D- z 5>6 . gudo 5 .
chinoto 	D- 	7 	z 		chinoto D- z 7 . Chinoto munhu akapfuma zvine mbiri.
chinwiro 	DKK 	7 	z 		chinwiro DKK z 7 . Chinwiro mudziyo unoshandiswa kunwirwa mvura, mukaka, doro nezvimwe zvinomwika.
chinyadzo 	DKK 	7 	z 		chinyadzo DKK z 7 . Chinyadzo chinhu chakafumuka chinotsverudza kuita kana kutaura. Chinyadzo kuona mwana achituka mubereki.
chinyamunjororo 	DDDKKK 	7 	z 		chinyamunjororo DDDKKK z 7 . Aka kambuyu kanogara munzvimbo dzine madhaka, kakaita segurwe asi iko kari kadiki.
chinyandoendawo 	DDKKDK 	7 	z 		chinyandoendawo DDKKDK z 7 . chindoendawo 7 .
chinyangadzo 	DKKD 	7 	z 		chinyangadzo DKKD z 7 . Ichi chinhu chakaipa chaunoitira umwe munhu.
chitsindidzo 	DKKD 	7 	z 		chitsindidzo DKKD z 7 . Izvi ndezvakavandika zvinoudzwa munhu asi iye nyakuudzwa achitarisirwa kusazoudza vamwe. tsindidzo 9 .
chitsividzo 	D- 	7 	z 		chitsividzo D- z 7 . Uku kudzorera kunoitwa nomunhu kana akamborwadziswawo nomumwe munhu.
divinho 	D- 	5>6 	z 		divinho D- z 5>6 . dhidho 5 .
diziro 	KKD 	5 	z 		diziro KKD z 5 . Diziro inzvimbo yokuvanda kana yakadzivirirwa, kunotizirwa panguva yehondo. botero 5 .
do-o 	D 		ny 		do-o D ny . Kuti do-o kuratidza kuva munhu asiri kufara, ane zvinomunetsa mupfungwa.
dobo 	D- 		ny 		dobo D- ny . Kana chinhu chati dobo chinenge chapfava uye chakanyorovera.
dododo 	K- 		ny 		dododo K- ny . Kuti dododo kuita kuti zvinhu zvinonoke kuitika. Taidai takawana svondo isati yapindwa, dai asina kuti dododo achipfeka svutu yake.
dodoo 	D- 		ny 		dodoo D- ny . Kuti dodoo kurondedzera nyaya nomazvo pasina kusiyirira. Akasvikoti nyaya yokurohwa kwake dodoo pasina kubhendedzera.
dodyo 	D- 		ny 		dodyo D- ny . Kuti dodyo kuboora buri rakadzika.
chinyeponyepo 	D- 	7 	z 		chinyeponyepo D- z 7 . Uyu musoro wenyaya wamunenge muchitaura pamusoro pawo. Uku kuita zvinhu zvokufungidzira kana kurota, asi pasina chiri tora nzvimbo.
