Agasiti 	KDDD 	1a 	z 		Agasiti KDDD z 1a . Iri izita romwedzi wechisere pamwedzi gumi nemiviri yegore. Nyamavhuvhu 1a .
kwindi 	KD 		ny 		kwindi KD ny . Kana kunze kwakati kwindi kunenge kune makore makobvu, kuchinge kune rima. Kana munhu akati kwindi anenge aine uso husingaratidzi kufara, uye asingataudzani nevamwe.
kwindingwi 	D- 		ny 		kwindingwi D- ny . Kuti kwindingwi kutaridzika kwekunze kune makore, kuchida kunaya.
kwindingwi kwindingwi 	KKD+ 		ny 		kwindingwi kwindingwi KKD+ ny . Kuti kwindingwi kwindingwi kurira kunoita ngoma ichiridzwa. Pakatanga mutambo takanzwa ngoma kuti kwindingwi kwindingwi.
kasi 	D- 	5>6 	z 		kasi D- z 5>6 . Kasi ikadhi rimwe chete chete pane ayo anenge achitambwa pamwe chete. kasa .
kasiisii 	DKDKD 	12 	z 		kasiisii DKDKD z 12 . Aka kashiri kadiki kane tumakumbo tutsvuku, manhenga ebhuruu nomuromo mudikidiki mutsvuku, kanonyanyoda kugara mune makwenzi ane minzwa kana miti ine minzwa sezvitataunga. chidhiidhii 7 .
kasitoro oiri 	KDDD KDD 	9 	z 		kasitoro oiri kasito oiri KDDD KDD z 9 . Aya mafuta anosvinwa kubva mumhodzi, uye unoshandiswa somushonga wokurapa mudumbu.
manyaviri 	DDDK 	6 	z 		manyaviri DDDK z 6 . mapatya 6 .
manyawi 	DDK 	6 	z 		manyawi DDK z 6 . manyemwe 6 . Kana munhu achiita manyawi nekugona kwake, anenge achiratidza kufara kwake nezvaanokwanisa kuita.
kwinin'wini 	KDDD 		ny 		kwinin'wini KDDD ny . Kuti kwinin'wini kukandira kure chinhu chakareba. Akatora tsvimbo iya, kwava kuiti kwinin'wini kwakadaro uko.
kwiti 	D- 		ny 		kwiti D- ny . Kuti kwiti kungoerekana munhu asvika kana kupinda pane imwe nzvimbo. Baba vakangoerekana vati kwiti kubva kuHarare tisingambovafungira, zvekuti vakatiwana takatosasana hedu neshamwari dzedu dzepamoyo.
kwitiri 	D- 		ny 		kwitiri D- ny . Kuti kwitiri kukaruka munhu asvika zvisingafungidzirwi. kwiti .
kwizhizhi 	K- 		ny 		kwizhizhi K- ny . Kuti kwizhizhi kuva nerukanda rwakakwasharara, kana kuratidzika nenzira isingayevedzi.
katikazi 	DKDD 	9 	z 		katikazi katikasi DKDD z 9 . Aka kagwaro kana kachinyorwa kadiki, kane mibvunzo nemhinduro yezvidzidzo zvomuBhaibheri, zvinodzidziswa kune vanoda kuzova nhengo dzechechi, kunyanya vana vadiki. katekisimo 9 .
katsi 	KD 	9 	z 		katsi KD z 9 . Katsi kamhuka kadiki kanogara pamusha nevanhu, kanouraya makonzo nenyoka. kitsi 9, kiti 9, mangoi 1a .
kuki 	KD 	1a>6 	z 		kuki kuka KD z 1a>6 . Kuki munhu anoshanda basa rekubika. Makuki makuru emumahotera anotopedza makore chaiwo achiita kosi dzekubika.
manyuchi 	DDK 	6 	z 		manyuchi DDK z 6 . Manyuchi hutapitapi hunowanikwa panoburwa uchi. Manyuchi chirwere chekununa, chinowanzowanikwa parukweza kana kuchipisa, uye mvura isinganayi. Manyuchi kudya kunotapira kunopihwa kumombe.
mabatakiyi 	DKDKD 	1a 	z 		mabatakiyi mapatakiyi DKDKD z 1a . Uyu munhu ane masimba makuru anotungamirira vamwe vanhu vose pabasa.
mabharani 	DKDD 	1a 	z 		mabharani DKDD z 1a . Uyu mushandi anoita basa rekunyora zvinhu zvepakambani kana sangano.
mabori 	DDK 	6 	z 		mabori DDK z 6 . Mabori itsvina inobuda mumaziso semisodzi kana munhu akavata. mangava 6, maranga 6, mapwapwatire 6 .
kaudziudzi 	DKDKD 	13 	z 		kaudziudzi DKDKD z 13 . Urwu rumwewo rudzi rwekamuti kadiki. musvosvanyoka 3, mutandanyoka 3, mukundanyoka 3 .
kavari kavari 	D- 		ny 		kavari kavari D- ny . Kuti kavari kavari kufamba kunoita munhu achikasika chaizvo. kavaya kavaya .
maputi 	DKD 	6 	z 		maputi DKD z 6 . Maputi chibage chakaoma, chakakangwa kana kuputitswa.
machakwi 	DDK 	6 	z 		machakwi machahwi, majahwi DDK z 6 . Machakwi inzvimbo inowanikwa mubani kana muguvi inenge ine mvura.
kavi 	DK 		ny 		kavi DK ny . Kuti kavi kuchera chikomba pasi, woisa mbeu mukati, wofusira. Nzungu dzinoda kungonzi kavi kavi nebadza, kwete kuita zvokukanda uchitevera gejo.
machikichori 	DKKDK 	6 	z 		machikichori DKKDK z 6 . Izvi ndezvekudya zvinonaka zvikuru, uye zvinenge zvakawanda. machapfa 6 .
machipiri 	DDDK 	1a 	z 		machipiri DDDK z 1a . Uyu mukadzi wechipiri. mukaranga 1 .
machirichiti 	D- 	6 	z 		machirichiti D- z 6 . Uku kujatwa kwevanhu mumota inenge ichikwira mukwidza nekudzika kumateru. mabhambo 6 .
keni 	KD 	9/5>6 	z 		keni KD z 9/5>6 . Keni igaba guru rino muromo murefu, rinoshandiswa somudziyo wokudiridza nawo mugadheni. Keni ishamu yokurovesa vanhu, kazhinji inogadzirwa netsanga dzomuti womubhambuu. chamboko 7 .
kusheni 	KDD 	9>6 	z 		kusheni KDD z 9>6 . Ichi chihomwe chakaiswa zvakapfavirira mukati, chinoiswa pazvigaro zvikuru zvemumba yekutandarira.
marutsi 	DKD 	6 	z 		marutsi marutse DKD z 6 . Marutsi ndezvinosemesa zvinobuda nemumuromo zvichibva mudumbu mushure mekunge zvambodyiwa.
masaisai 	D- 	6 	z 		masaisai D- z 6 . Uku kufamba kunoita mvura mudziva kana mhepo ichivhuvhuta kana kuti makandwa ibwe. masairira 6 .
ketani 	KDD 	9 	z 		ketani katani KDD z 9 . Ketani icheni hobvu inoshandiswa kukweva geja pakurima, inogadzirwa nokubatanidza zvisimbi zvakakochekerana. ngetani 9 .
keteni 	KDD 	5 	z 		keteni KDD z 5 . Keteni ijira rinoiswa pamafafitera kudzivirira zuva, uye kuti vanhu vasaona zviri mukati memba. Imba yavo ine maketeni matsva akanaka kwazvo. Ketani mucheka unosonwa wokukamura mipanda mudzimba, kana kuvhara dariro rinoitirwa mitambo. Dzimba dzomumikoto dzakaganhurwa mipanda nemaketeni. katani 5 .
kicheni 	KD 	9>10/6 	z 		kicheni kichini KD z 9>10/6 . Kicheni imba yokubikira kana kuti kamuri remba rinoshandiswa kubikira.
kikiri kikiri 	D- 		ny 		kikiri kikiri D- ny . Kana vanhu vachiti kikiri kikiri vanenge vachiita mutsimba vachida kuputsirana pasi.
kimbari 	KDD 	9 	z 		kimbari KDD z 9 . Kimbari rudzi rwezvidhina zvokuvakisa, zvikuru, zvisingapiswi.
kusi 	DK 	17 	z 		kusi DK z 17 . Kusi pasi pechimwe chinhu chinogona kunge chakakutsimbirira. Vekuchipatara vanoti ivo murwere wekutsikwa nemota uya akazofira kusi kwehope. kutsi . Kusi izwi rinoshandiswa kureva nhengo dzemunhukadzi kana munhurume dziri panyasi pavo, dzinonyadzisa kudzitaura.
masikati 	DKKD 	6 	z 		masikati DKKD z 6 . Iyi inguva iri pakati pemangwanani nemanheru kana zuva rorova nhongonya. Iri izwi rekukwazisa naro vanhu munguva inenge zuva rakwira kusati kwavira.
masiriri 	DKKK 	6 	z 		masiriri DKKK z 6 . Aya mate anoerera pamuromo kana paine chinhu chinonaka chinenge chaonekwa, kana kuti unenge ungori mugariro wemunhu wacho, zvikuru pwere. marute 6 .
mafi 	DK 	6 	z 		mafi DK z 6 . Mafi kugara uchinzwa kuvenga mumwe munhu. daka 5, chigumbu 7, bundu 5, rutodo 11 .
kindingindi 	K- 		ny 		kindingindi K- ny . Kuti kindingindi kutanga chinhu chakaomarara kana kuti chinotyisa. Paakangoti jongwasi kindingindi rakabva ramutunga muziso.
kipi kipi kipi 	KD+ 		kanu 		kipi kipi kipi KD+ kanu . kipu kipu .
kireni 	DKD 	9>10/6 	z 		kireni DKD z 9>10/6 . Kireni muchini mukuru unosevenzeswa kusimudza zvinhu zvinorema, nokuzvitakura kuzviturika mudengadenga kana kuzvidzikisa kuisa pasi. Vavaki vedzimba dzomudurikidzwa mumadhoroba vanoshandisa kireni kukwidza zvidhina nezvimwe zvavanenge vachivakisa nazvo.
kiri kiri 	D- 		ny 		kiri kiri D- ny . Kuti kiri kiri kumhanya kunoita mhuka ichitiza zvakanyanya chaizvo.
kiriniki 	DKDD 	9>10/6 	z 		kiriniki DKDD z 9>10/6 . Kiriniki kachipatara kadiki, kazhinji kanenge kasina chiremba anoshanda achigarapo, uye kanorapwawo zvirwere zvidiki zvisingadi madhokotera.
kiriri 	K- 		ny 		kiriri K- ny . Kuti kiriri kutsika kwaunoita bhora uchirimisa. Kutiti kiriri kumaka kwaunoita munhu muchitamba, nhabvu paya paunenge wava kuedza kumutorera bhora racho.
matapi 	DKK 	6 	z 		matapi DKK z 6 . Matapi idoro rinonwiwa kuti munhu abvise bhabharasi. mamutsamoyo 6 .
matironi 	D- 	1a 	z 		matironi D- z 1a . Uyu ndiye mukoti mukuru pachipatara. Uyu mukadzi anochengeta vana pachikoro pavanogarapo.
mafunzi 	DKD 	6 	z 		mafunzi mafunzu DKD z 6 . Iyi inamo inoita munzeve memunhu.
kisi 	KD 	9 	z 		kisi KD z 9 . tsvodo 9 .
kitibhegi 	KDDD 	9>6 	z 		kitibhegi KDDD z 9>6 . Kitibhegi ihomwe kana kuti nhava diki inoshandiswa kutakurira nhumbi shoma, kazhinji kacho dziri dziya dzaunenge uchida kundoshandisa kumutambo, sowenhabvu. ANTONYMS sutukezi 9.
matsi 	DK 	1a 	z 		matsi DK z 1a . Matsi munhu ane nzeve dzisinganzwi.
magirazi 	DDKD 	6 	z 		magirazi DDKD z 6 . Ichi chiwanikwa chinogadziriswa mahwindo kana mabhotoro. Izvi zvipfekwa zvokumaziso zvinobatsira pakuona kune avo vasinganyatsoona nemaziso avo, uye zvinoshandiswawo pakudzivirira zuva. magogorosi 6 .
magwiriri 	D- 	6 	z 		magwiriri D- z 6 . Uku kufema kune kamhere mukati, kunoitika kazhinji kana munhu akarara zvisina kunaka, kana kuti akarara akadhakwa. ngonono 10 .
mahakurimwi 	DDKKK 	6 	z 		mahakurimwi DDKKK z 6 . Uku kusawirirana kunotora nguva hombe kuchienderera mberi pakati pevakatadzirana.
kobiri 	KDD 	5 	z 		kobiri KDD z 5 . Kobiri imari yekare yakazotsihwa nesendi. Akanga asina kana kobiri zvaro muhomwe make. peni .
kani 	D- 		kanu 		kani D- kanu . kanhi .
kwari 	KD 	9 	z 		kwari KD z 9 . Kwari igomba guru repanenge pakabviswa ivhu rakawanda chaizvo. Kwari ivhu kana mabwe anokosha kana asingakoshi anocherwa muvhu.
kwashi 	KD 	9 	z 		kwashi KD z 9 . Kwashi chirwere chinozvimbisa dumbu nekutsvukiririsa vhudzi, chinoitwa nevana vanenge vasinganyatsowana kudya kunovaka muviri. Pavakaenda kuchipatara nemwana ane kwashi, vakatukwa chaizvo nemanesi vakanyadziswa zvekushaya pekunyura. kwashiyoka 9 .
mbaimbai 	DKDD 	9 	z 		mbaimbai DKDD z 9 . Kuti mbaimbai kureva nguva pfupi inotevera. Gezai zvenyu, sadza tichabika mbaimbai.
gundamuchai 	D- 	5 	z 		gundamuchai D- z 5 . Iyi itsika yokungotevera kuri kuenda vamwe, iwe usina chikonzero chaunoenderawo. chindoenda 7 .
gundani 	KDD 	5 	z 		gundani KDD z 5 . Gundani kapuka kadiki, kane mazino emberi akapinza, kakafanana netsindi. Magundani apedza kudya chibage mumunda umo. Hamheno kuti gore rino tichakohwei.
gundi 	D- 	5 	z 		gundi hundi D- z 5 . Gundi ndizvo zvinosarira panenge papurwa mbeu dzakaita semhunga, zviyo kana mapfunde. Vasikana tsvairai magundi paruware, mugoarasira kure. mashangura 6, .
gundumbwiri 	DDKD 	5 	z 		gundumbwiri DDKD z 5 . Uyu muti unombotanga kuiswa pakati pemba panenge pachivakwa denga remba, asi uchizobviswa kana ramira. musimboti 3 .
gwevedzeri 	D- 	5 	z 		gwevedzeri D- z 5 . gwevedzi 5 .
gwevedzi 	D- 	5 	z 		gwevedzi D- z 5 . Gwevedzi munhu anotumwa kundopfimbira mumwe munhu. Gwevedzi munhu anorunzira vamwe kana kuti kuvakurudzira kuita zvakaipa. Mumajere muzere magwevedzi anorunzira vamwe nzira dzokunzvenga mapurisa nadzo. gwevedzeri 5, gwezveri 5 .
gwi 	D 		ny 		gwi D ny . Kuti gwi kubata zvakasimba kana kudhonza zvine simba. Akanga oda kutiza achibva anzi ruoko gwi. dzvi .
gungutsi 	KKD 	5 	z 		gungutsi KKD z 5 . Gungutsi iguri rechibage rinenge rabviswa mhunze.
gwindingwi 	D- 	5 	z 		gwindingwi D- z 5 . Gwindingwi isango rinotyisa rine mazimiti akareba akawanda. Ukarasikira mugwindingwi haupone nekuti rine shumba dzinoruma. Gwindingwi ivhudzi hombe rakangoita mamvirinyinyi, risina kukamwa. Gwindingwi izita regomo riri kuChirumanzu.
gwiri 	DK 		ny 		gwiri DK ny . Kuti gwiri kutangisa rwendo kana kutevera gwara panenge pafamba nemhuka.
gwirididi 	D- 		ny 		gwirididi D- ny . Kana denga rakati gwirididi rinenge rakadzivirwa namakore. Kukafuma kwakati gwirididi vakuru vanoti kuchaitika mashura.
gwirikwiri 	D- 	5 	z 		gwirikwiri D- z 5 . Uku kumhanya makumbo achirova pasi zvinonzwikwa kure, kunoitwa nemhuka kana vanhu vakawanda. Takanzwa gwirikwiri remhuka dzichitiza vivi romoto murenje. murapatira 3 .
gwiringwindi 	K- 	5 	z 		gwiringwindi K- z 5 . Iri igomba rinocherwa nemvura inenge ichiyerera. biripiti 5 .
kandi 	KD 		kanu 		kandi KD kanu . Iri izwi rinoshandiswa nomunhu anenge ashamisika kuti zvaari kuona kana kunzwa zvingaitika here. Kandi chii chiri kumboitika pamba pano apa! asi .
kangamirisi 	KDKDD 	9 	z 		kangamirisi KDKDD z 9 . Ichi chibage chino utsvuku hweorenji chinowanzotengwa kana kwakatsva, vanhu vashaya chichena. Kangamirisi tinoiwana munguva dzenzara. kenya 9 .
gwiti 	DK 	5 	z 		gwiti DK z 5 . Gwiti kutamba kwevanhukadzi nevanhurume vachibata zvipfuva kana dzimwe nhengo dzomuviri kuita sevanhu vanodanana. Babamukuru nomuramu vakaripiswa vatamba gwiti pamberi patezvara. mabimbiri 6 .
gwivi 	DK 	5 	z 		gwivi DK z 5 . Gwivi idehwe remhuka risina mvere. Gwivi imhuka ine dehwe rakakwasharara, risina mvere, senzou.
jerighadhi 	KDDD 	5 	z 		jerighadhi jeregadhi KDDD z 5 . Uyu munhu anenge achichengetedza vasungwa mujeri.
jezi 	KD 	9 	z 		jezi KD z 9 . Jezi imhando yemutinhimira wemumhanzi wakapfavira panenge pachiridzwa marimba, magitare, hwamanda nengoma.
jichichi 	D- 	5 	z 		jichichi D- z 5 . Jichichi ruzha runoitwa nemadonhwe emvura zhinji inenge ichinaya. Jichichi ruzha runoitwa nemakumbo evanhu vanenge vachidzana.
jikichiki 	D- 	5 	z 		jikichiki D- z 5 . Uku kuzarisa kwemafuta muusavi, kana kuti pamuviri paanenge azorwa.
jikiti 	D- 		ny 		jikiti D- ny . Kuti jikiti kusvika pasi kwemunhu anenge ambowaruka kana kukwira mudenga. jiti .
hafukoroni 	KDKDD 	9 	z 		hafukoroni KDKDD z 9 . Iyi imari ine uwandu hwakafanana nemashereni maviri nesusupenzi, kana kuti masendi makumi maviri nemashanu. Makarekare hafukoroni imari yairera mhuri komwedzi wose.
hafutani 	KDKD 	9 	z 		hafutani KDKD z 9 . Uhwu uremu hwemakirogiramu mazana mashanu. Iyi imotokari inotakura zvinhu zvine uremu hunokwana makirogiramu mazana mashanu. Vaitakura chibage nehafutani.
hweni 	D- 	14 	z 		hweni D- z 14 . Hweni maitiro anoratidza vagari venzvimbo kuti ari kutaurwa nezvake mutsva munzvimbo iyoyo. Hweni kugara wakashanyirwa nevanhu vasiri vepamba pako.
jiti 	D- 	5 	z 		jiti D- z 5 . Jiti mutambo wekuimba nekudzana pachiridzwa ngoma, unotambwa nevasikana nevakomana ari manheru.
jurichuri 	DKDD 	5 	z 		jurichuri DKDD z 5 . Uku kufamba kungaitwa navanhu vanenge vavhiringidzika, vachiita kunge vasisazivi kwavari kuenda.
juzi 	KD 	5 	z 		juzi KD z 5 . Juzi chipfeko chekumusoro chakarukwa neshinda chinodziya.
gurumusvisvi 	KKKDK 	5 	z 		gurumusvisvi gurumusvisva KKKDK z 5 . Ava vanhu kana mhuka dzinenge dziri zhinji dziri pamwe chete. gurusvusvu 5 .
hwezveri 	D- 	9>10 	z 		hwezveri D- z 9>10 . Hwezveri munhu anotungamirira vamwe mumatambudziko.
hwi 	K 	5 	z 		hwi K z 5 . izwi .
hwi hwi 	D- 		ny 		hwi hwi D- ny . Kana mudhebhe uchiti hwi hwi unenge uchikwizira, uchiita ruzha pakufamba, nokuti unenge wakanyanya kubata. Kuti hwi hwi kukweva chinwiwa chinopisa. Akati hwi hwi putugadzike inopisa, akatsva.
hwindimiri 	KDDD 	9 	z 		hwindimiri KDDD z 9 . Uyu mudhuri wakareba, une simbi dzakatenderera, dzinofambiswa nemhepo pachibuda simba rokupomba mvura.
kabati 	KDD 	9>10/6 	z 		kabati KDD z 9>10/6 . Kabati mudziyo wokuchengetera midziyo yomukicheni, unowanyogadzirwa nemapuranga.
kabi 	DK 		ny 		kabi DK ny . kamhi .
kabi 	KD 		ny 		kabi KD ny . Kuti kabi kuisa chokudya chikuru mumuromo. Akatora mbambaira mundiro ndokuiti kabi yose. Kuti kabi kukanda chokudya mumuromo nokukurumidza. Kuti kabi kubvuta chinhu chokudya. kacha .
guti 	D- 	5 	z 		guti D- z 5 . Guti imvura nhete inonaya musi wakunenge kwakatibikira makore denga rose. Mvura yeguti inoitisa murove.
hanisi 	KDD 	5 	z 		hanisi KDD z 5 . Ma hanisi itambo dzinosungirwa pamuviri wedhongi kana bhiza kuti rikwanise kuzvuva geja kana ngoro.
hwoni 	DK 	14 	z 		hwoni bwoni DK z 14 . Hwoni kuitira munhu utsinye uchimurwadzisa asi pasina chaanyanya kukutadzira. Kuita chinhu ne hwoni kuita zvisiri izvo iwe uchiziva kuti uri kutokanganisa.
kachi 	KD 		ny 		kachi KD ny . Kuti kachi kudzipwa nemate kana chokudya chinenge chamira pahuro. Kuti kachi kubvuta chinhu chokudya. kacha . Kuti kachi kupindira munyaya yawawana ichitaurwa.
kachikasi 	DDKD 	12 	z 		kachikasi DDKD z 12 . Uhu hwahwa hushoma hunongobikirwa murume nomukadzi wake. chikasi 7, mahwidi 6 .
hanyn'a nani 	DD DK 		kanu 		hanyn'a nani DD DK kanu . Izwi iri rinoshandiswa nemunhu kana achida kutaridza kuti haana basa nezvichazoitika mberi muupenyu hwake. Chero muchato wacho ukapera, zvine hanyn'a nani?
hanzvadzi 	KKD 	9>10 	z 		hanzvadzi KKD z 9>10 . Hanzvadzi izwi rinoshandisa kuratidza ukama huripo pakati pevanakomana nevanasikana vababa naamai vamwe chete, kana vanakomana nevanasikana vomukoma nemuninina wababa kana wamai. hazvanzi 9 .
hari 	K- 	9>10 	z 		hari K- z 9>10 . Hari chiumbwa chevhu chinobikirwa zvokudya pachoto, kana kuchengeterwa zvinwiwa nezvimwewo zvokudya. Varimi vakagadzikirwa hari yechikumura kuti vawane rimwe simba. honzwa 9 .
-i 	K 		nan' 		-i K nan' . Iri idzinde rechinan'anuri chinoratidza chaicho chiri kutaurwa kana kubvunzwa. Vanhuiko ivava vanoita zvinhu zvakadai?
i 	K 	1a/9 	vm 		i K vm 1a/9 . Iri ivaramwana rinodaidzwa richinzi ii , riri pakati pa echi na jeyi mubumbiro remavara anoshandiswa muChiShona. Iri ivaramwana rinodaidzwa richinzi i-i rinowanikwa pakati pa echi na jeyi mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
i-i-i 	K- 		kanu 		i-i-i K- kanu . Iri izwi rokukanuka rinoratidza kakufarira mukati. I-i-i, wati isuwo vanaMarwei mungationawo here, vanhu vane madhigirii enyu zvenyu? i-i .
ichi 	D- 		rp 		ichi D- rp . Ichi chitaridzapedo chomupanda 7. Chigaro ichi ndechababa.
ichochi 	KDK 		rp 		ichochi KDK rp . Ichi chiratidzapedo chomupanda 7. Chinhwa ichochi chinobikwa muchitoro muno.
kadani 	DKD 	12 	z 		kadani DKD z 12 . Kadani chuma chinosungirirwa muhuro semucheno.
kadhibhokisi 	KDKDD 	5 	z 		kadhibhokisi KDKDD z 5 . Kadhibhokisi mudyiyo wokutakurisa wakagadzirwa nebepa rakaomarara. Nyatsorongedza makapu aya mukadhibhokisi, utakure, tiende.
guwi 	DK 	5 	z 		guwi DK z 5 . udzenga 14 .
guzubheri 	KDDD 	5 	z 		guzubheri KDDD z 5 . Uyu muchero unoita vana vanenge nhundurwa asi vari vadiki vanodyiwa, vanokura pamuti unotanda.
idzodzi 	KDK 		rp 		idzodzi KDK rp . Ichi chiratidzapedo chokutsinhira chomupanda 10. Dzimba dzose idzodzi dzaimbova dzemhuri imwe chete.
kafirifiti 	DKKKK 	12 	z 		kafirifiti DKKKK z 12 . firifiti 9 .
kai 	DK 	12 	z 		kai DK z 12 . Kai izwi rinoshandiswa kuratidza kushomeka kana kudupuka kwezvinhu zviri kutaurwa, zvikuru sei kana zvinhu zvacho pasisina. Gore rakapera kwakatsva zvokuti hatina kumbokohwa kana kai zvako.
kakai kakai 	KKD+ 		ny 		kakai kakai KKD+ ny . Kana uchinwa uchiti kakai kakai unenge uchikurumidza, uye uchimedza zvakawanda panguva imwe chete.
hazvinei 	DKKK 		kanu 		hazvinei DKKK kanu . Izwi iri rinoshandiswa kuudza munhu kuti, kana paine chakanganisika, hazvichina hazvo basa. Mandituka zvenyu, bva hazvinei hazvo.
hekeri 	KDD 	9 	z 		hekeri hakiri KDD z 9 . Hekeri indima yomunda inosara panguva inorimwa rimwe bandi romunda. Hekeri inzvimbo yemumunda makarimwa, iri pakati pemuchinjiziri unosiyiwa nemuforo wokutanga nemuforo wokupedzisira.
hendei 	KKD 		karu 		hendei KKD karu . Tinoshandisa hendei kuudza vanhu kuti tichitanga kufamba kubva patinenge tiri tichienda kune imwe nzvimbo. handei .
hevoi 	KDK 		karu 		hevoi KDK karu . Izwi iri rinoshandiswa pakumhorosana. Hevoi baba. Makadii? kwaziwai .
imi 	DK 		saz 		imi DK saz . Ichi chisazita chinomirira vananyakutaurirwa vakawanda, kana kuti mumwe chete anoremekedzwa. Imi vana vechikoro munenge muchitsvakei mumabhawa? Ndinenge ndichiziva zvangu kuti imi sekuru vangu hamumbondirasa.
imvi 	DK 	9 	z 		imvi DK z 9 . Imvi ivhudzi romunhu rinenge rava kuchena rakatarangana, asi musoro usati wachena wose. Kana munhu ava kuchembera anotanga kuonekwa kumera imvi.
heyi 	KD 	9 	z 		heyi KD z 9 . Heyi ibundo rakakweyiwa, rikaomeswa kuti rigopiwa zvipfuwo.
hi 	K 		kanu 		hi K kanu . Izwi iri rinoshandiswa pakupindura, nemunhu anenge adaidzwa asi iye akabatwa nehope.
hi hi hi 	K- 		ny 		hi hi hi K- ny . Kuti hi hi hi ruzha uye kuita sokufenda kunoitwa nemunhu kana oda kumukirwa neshavi kana kubudirwa.
hi-i 	K 		kanu 		hi-i K kanu . Izwi iri rinoshandiswa kutaridza kunzwira mumwe munhu urombo padambudziko raitika kwaari. Hi-i, zvino hauna kukuvara? Izwi iri rinoshandiswa kukusvidzira kuti vanhu kana mhuka dzirwe.
hobi 	DK 	5 	z 		hobi DK z 5 . Hobi igomba rakakura zvakanyanya rinogara ziso. Gudo rine mahobi, zvokuti maziso aro anoonekerwa kure kure.
inishuwarenzi 	DDKDDD 	9 	z 		inishuwarenzi DDKDDD z 9 . Ichi chibvumirano chaunobhadharira kuti uzowana rubatsiro kana pava nedambudziko kana kuti paitika tsaona. Ndine inishuwarenzi yemotokari, zvokuti ikabheuka ndinobatsirwa kugadzirisa.
inji 	KD 	5>6 	z 		inji KD z 5>6 . Inji kachikamu kadiki pachiereso chourefu chinoshandisa mayadhi nemafiti. Muyadhi imwe chete mune mainji kana kuti mainjisi mangani?
kakirikiri 	D- 	12 	z 		kakirikiri D- z 12 . karikiriki 12 .
kakumbiramari 	DKKKDK 	12 	z 		kakumbiramari DKKKDK z 12 . Tukumbiramari tuvhudzi twushoma twunosiyiwa mumusoro womunhu, mushure nokunge agera rimwe vhudzi rose.
kamani 	KDD 		kanu 		kamani KDD kanu . Iri izwi rinoshandiswa kukurudzira kana kukuza n'ombe dzakasungwa pajoki, kana kuti munhu wauri kuitisa basa.
hofori 	K- 	9 	z 		hofori K- z 9 . Hofori zimunhu zirefu rakasimba.
hoihoi 	DDKK 		ny 		hoihoi DDKK ny . Kuti hoihoi kuunganidza n'ombe kana vanhu vazhinji panhu pamwe.
irori 	KDK 		rp 		irori KDK rp . Ichi chiratidzapedo chinoshaniswa mumipanda 5 ne21. Badza rimwe chete irori rawandipa ndiro raungabva wandikonorera kudaro here, nhai vasikana?
isvosvi 	KDK 		rp 		isvosvi KDK rp . Ichi chiratidzapedo chetsinhiro yomupanda 19. Isvosvi svimbudzi isvi ndisvo svinonyanya kukara.
kambai kambai 	KKD+ 		ny 		kambai kambai KKD+ ny . Kuti kambai kambai kufamba nemaoko nemakumbo sezvinoita mwana mudiki.
gwari 	DK 	5 	z 		gwari DK z 5 . Gwari ishiri yakafanana nehuku asi iri diki, inodya mbeu dzomuminda, uye inokandirira mazai pasi pegwenzi. hwarikwari 9 . horwe 9 .
honzeri 	KKD 	9>10 	z 		honzeri KKD z 9>10 . Honzeri munhu anofurira vamwe kuti vaite zvakaipa. Honzeri yezvakaipa ndiDhiyabhorosi. sakiso 9 .
iyi 	D- 		rp 		iyi D- rp . Ichi chiratidzapedo chemipanda 4 ne9. Iyi mitambo haisi yevana vadiki. Tisu takavaka imba iyi nemaoko edu.
horomori 	KKKD 	9>10 	z 		horomori KKKD z 9>10 . Uyu munhu anoputsa ushamwari, mhuri kana humwewo urongwa hunokosha hwevamwe vanhu. mharadzi 9, mhutse 9 .
hosipaipi 	KKKDD 	9 	z 		hosipaipi KKKDD z 9 . Iyi ipombi yokudiridzisa zvirimwa muminda, muriwo kana maruva.
hosipitari 	KDKDD 	9 	z 		hosipitari KDKDD z 9 . Iyi imba inogara varwere vachirapiwa nanachiremba nanamukoti. chipatara 7 .
hosvori 	D- 	9 	z 		hosvori D- z 9 . Hosvori munhu anouya panhimbe panguva iyo doro rinenge rava kunwiwa, ozobva ipapo kana rapera kunwiwa, iye asina kuita basa. husvuri 9 .
izvozvi 	KDK 		rp 		izvozvi izvezvi KDK rp . Ichi chiratidzapedo chomupanda 8. Zvitsauko izvozvi ndizvo zvinonetsa kunzwisisa mubhuku iri.
