bahwe 	KD 	5 	z 		bahwe KD z 5 . chibage 7 .
chipande 	DDK 	7 	z 		chipande DDK z 7 . Chipande inhova. Manyoka ane mwana uyu ndeechipande chete. Chipande inhova yemwana inenge yavhara. Chipande mushonga wenhova.
chiverevere 	D- 	7 	z 		chiverevere D- z 7 . Uku kuita zvinhu muchihwande, vamwe vanhu vasingazivi. Mazuva ehondo vanhu vaiita chiverevere kuenda kuMozambique.
chiveve 	D- 	7 	z 		chiveve D- z 7 . Chiveve kurwadza kunobaya nokupisa panyama dzomuviri kana munhu ambenge asina kugara zvakanaka.
dendende 	DKD 	5 	z 		dendende DKD z 5 . Dendende kambuyu kano ruvara rwedota kanoitira uchi hwako pasi. Dendede raindiitira ruzha richida kutora namo yemunzeve. monga 9 . Urwu rudzi rweuchi hunogadzirwa nedendende. Uchi hwedendende hunoisvotapira kwazvo.
dendere 	DDK 	5>6 	z 		dendere DDK z 5>6 . Dendere kanzvimbo kanovakwa neshiri neuswa kana kuti netumiti mainokandirira mazai ayo. Mukomana akavandira njiva ichivaka dendere rayo notumiti chete. Dendere chirukwa chikuru cheuswa chinogadzirirwa huku dzinokandira mazai kuti dzikandirirewo. Dendere mudziyo mukuru une maburi maburi, unoshandiswa pakutakurira huku parwendo.
denge 	DK 		bat 		denge dene DK bat . dai .
dondore 	DKD 	5>6 	z 		dondore DKD z 5>6 . Dondore muto unotapira unogadzirwa kubva mumashuku.
dongamabwe 	KKKD 	5 	z 		dongamabwe KKKD z 5 . Iri idoro rinobikirwa vanhu vose vakabatsira pakuvigwa komufi kana mariro apera.
donhwe 	DK 	5 	z 		donhwe domhwe DK z 5 . Donhwe chipundu chezvakaita semvura kana mafuta chinodonha kamwe chete. Donhwe imvura shoma shoma inenge yasara mayakachengeterwa. Donhwe remvura rasara mumukombe uyu harigoni kupedza nyota yangu.
chipembenene 	D- 	7 	z 		chipembenene D- z 7 . Aka kapukanana kanobhururuka, kanowanzoita mavara anoyevedza, uye kanonwa muto wamaruva.
chipembwe 	D- 	7 	z 		chipembwe chipwembwe D- z 7 . Chipembwe chikosoro chinowanzobata vana vadiki, vachiti kana vava kukosora vanotomboshaya mukana wokufema. Vana vanofanira kudzivirirwa chipebwe vachi vaduku.
depfure 	DKD 	5 	z 		depfure DKD z 5 . Depfure hwahwa hunobikwa hwakawanda zvokuti hunopedza nguva refu huchinwiwa. Depfure kuwanda kwemabasa mumunda, kana kwechokudya chakabikwa. Depfure kugara kwakanaka uchiwana zvose zvaunenge uchida. mutambarakede 3 .
derere 	DDK 	5 	z 		derere DDK z 5 . Derere muriwo unosiririka nokutsvedzerera, unowanzobikwa nesvoda. gusha 5 .
dete 	D- 		pr 		dete D- pr . Dete chipauro chemupanda 5 chinotsanangudza zwi rinosevenzeswa kutsanangudza chinhu chinenge chisina chikora. Sadza rawabika nhasi haritimbika zvakanaka nokuti idete.
dope 	D- 	5>6 	z 		dope D- z 5>6 . Dope rudhaka rutete runogona kudzudzurisa imba. Dope kunyorova kwepasi kunogonesa kuti vanhu varime. Baba vakati ngatichitorima dope iri risati raoma. munya 3, mutsava 3, dova 5 . weti 9 .
kwasve 	KD 		ny 		kwasve KD ny . Kuti kwasve kusundira mvura iri pamativi echikepe kumashure, kuti chikepe chifambe.
mbambune 	DKD 	5 	z 		mbambune DKD z 5 . Iyi imbeu inokura yega kubva pamhodzi dzakasaririra mumunda gore rapfuura. hoko 9 .
mbare 	DK 	9 	z 		mbare DK z 9 . Mbare kudunduvira kunoita ropa, pachiita mavara matema nekuda kwekunyanya kudziya kwemoto.
mbembe-e 	KD 		ny 		mbembe-e KD ny . Kana hembe yakati mbembe-e inenge yakachena chaizvo. Mapositori anga akati mbembe-e magemenzi.
mahumbwe 	D- 	6 	z 		mahumbwe D- z 6 . Mahumbwe mutambo wevana vaduku, vati kurei, wavanenge vachitevedzera zvinowanzoitwa mudzimba nevakuru, sekuita baba naamai, vachibikirana sadza panguva yavanodzidza kubika zvinodyiwa chaizvo. matumba 6 . Mahumbwe zvinhu zvechipwere zvisina musoro kuvakuru. Vana pavakarwa pamusha, madzimai avo akavapopotera kuti varege zvemahumbwe zvavaiita. dambe 5 .
mbenembe 	DKD 	9<10 	z 		mbenembe DKD z 9 <10 . Mbenembe musikana akanaka.
mbenge 	KD 	9<10 	z 		mbenge KD z 9 <10 . Mbenge mudziyo wakanyanya kushama pamusoro, unowanzonwirwa mvura kana doro. Chimbodira doro mumbenge, ndimbonwa.
mbeveve 	K- 	9<10 	z 		mbeveve K- z 9 <10 . Mbeveve munhu asingagoni kutaura. chimumumu 7 .
makokotere 	DKKDK 	6 	z 		makokotere DKKDK z 6 . Uku kudya kwakatsviririra kunosaririra muhari yabikirwa kudya kwakaita serupiza kana nhopi. Idzi inhengo dzemombe yauraiwa dzisingabikwi pamwe neimwe nyama.
makope 	DKK 	6 	z 		makope DKK z 6 . Makope kunzwa kuda kurara zvakanyanya. Makope kukasira kurara kana munhu angotsirama.
kwe kwe kwe kwe 	K- 		kanu 		kwe kwe kwe kwe K- kanu . Kuti kwe kwe kwe kwe kuchema kunoita huku kana ichinge yavhundusirwa.
kwe-e 	K 		ny 		kwe-e K ny . Kuti kwe-e kurira kana kuchema noruzha rukuru kunoita chitima, chava kuda kusvika kana kusimuka pachiteshi.
mambure 	DKD 	6 	z 		mambure DKD z 6 . Mambure mikosi yakasimba yakarukaniswa, inoshandiswa kubata hove kana mhuka. Kana mukadzi apinda mu mambure anenge achata muchato uya wekupfeka hembe chena.
kweche 	D- 		ny 		kweche D- ny . pfe . Kuti kweche kupinza bhora mugedhe. Pasina chinguva, timu yedu yebhora yakabva yati chimwe chibodzwa kweche mugedhe, nhandare yese ikaita kunge ichadhirika nevanhu vaipembera.
kwede 	KD 		ny 		kwede KD ny . Kuti kwede kudonhera kungaite chinhu mune chimwe chinhu chakavhurika, chine buri, kana kuti mumwena. Pakati kabodzwa kechipiri kwede, takabva taziva kuti hapasisina chedu nokuti kwakanga kwasara nguva shomanene kuti mutambo upere.
kwekwerere 	D- 		ny 		kwekwerere D- ny . kekerere .
kare 	D- 		dc 		kare D- dc . Ichi chidudzirachiito chinotaura nguva yakapera kana kuti yakasoopfuura, isingadomwi kana kuti isingachanyatsozivikanwa. Mwana wamasiya akamira apa abva pano kare. Kava kare chaizvo kubva zvatakatamira kuZhombe tichibva kwaMutoko.
mandionekwe 	DKKKK 	6 	z 		mandionekwe DKKKK z 6 . Uku kuita zvinhu kuti vanhu vagokurumbidza kuti uri shasha. chindionei 7 .
kwerekweshe 	D- 		ny 		kwerekweshe D- ny . Kuti kwerekweshe kuita ruzha kwechinhu chinofamba chichizvuva dumbu. Dzvinyu rakati kwerekweshe paruware.
kwesere 	K- 		ny 		kwesere K- ny . Kana mbambo yakati kwesere muburi mayo zvinoreva kuti zvinenge zvakanyatsoenzanirana. Kana munhu achinzi akazara kuti kwesere anenge akanyatsosvika, ari munhu kwaye kwaye. Handifungi kuti Paradzai akanyatsoti kwesere ini, nokuti zvaandiitira pazere vanhu ndanyara ndikashaya pokunyura.
kwete 	KD 		kanu 		kwete KD kanu . Iri izwi rinoshandiswa nomunhu achiramba, kana kuti achida kuratidza kuti haasi kuda zviri kutaurwa, kana kuti haawirirani nazvo. Paakanzi aroorwe nedhara, akati kwete. Iri izwi rinoshandiswa nemunhu achigangaridza anenge achitaura kuti asaenderere mberi nenyaya. Pandakangoedza kuti nditi chakati, iye akabva angondigangaridza achingoti, "Kwete! Kwete! ".
kase 	KD 		ny 		kase KD ny . Kuti kase kumira kunaya kwemvura.
kasesepende 	DKKDK 	12 	z 		kasesepende DKKDK z 12 . Aka kasipo katetetete kanenge kapera nokushandiswa, zvokuti chinenge changosara kutoguka.
mangange 	DDK 	6 	z 		mangange DDK z 6 . Kana vanhu vakaita mangange pamakundano vanenge vabuda vakaenzana. jenje 5 .
manhede 	DKD 	6 	z 		manhede DKD z 6 . maji 6 . manhendeshure 6 .
kasve kasve 	KD+ 		ny 		kasve kasve KD+ ny .
kuche 	D- 		ny 		kuche D- ny . Kuti kuche kumwaya kana kudira zvinhu zvakawandisa mune chimwe chinhu. Mai Chorosi vakati munyu kuche mumuriwo wemurume wavo vachida kumukaurisa. Vakomana vemombe vakati mombe kuche mubindu ravaShaya, vachitsiva kutukwa kwavainge vavaita.
manjenjenje 	D- 	6 	z 		manjenjenje D- z 6 . Uku kujeka-jeka zvikuru kweruvara. Aya mazirimi emoto anoenda kure.
manyemwe 	D- 	6 	z 		manyemwe D- z 6 . Manyemwe kuita kwemunhu anoda kuonererwa. manyawi 6 . Manyemwe kuita zvinhu zvekufarisa. Kuita manyemwe kudenha mumwe, uchimuitira zvinosvota.
manyerekete 	DKKKK 	6 	z 		manyerekete DKKKK z 6 . Aya mavara mavara anenge ari pahembe. manyezu 6, manyezunyerekete 6 .
katurike 	DKDK 	12 	z 		katurike DKDK z 12 . Katurike imhosva isati yatongwa kana kuti isati yapera kutongwa. Munhu anonzi ane katurike anenge aine chaanotyira kuti angangobatwa, kana kuti chingangobudiswa pachena.
kumazauone 	DDKDDD 	17 	z 		kumazauone DDKDDD z 17 . Kana munhu achiti kunhu kwaiva kumazauone , anenge achireva kuti zviitiko zvaiveko zvaive zvichifamba zvichinakidza. Pakauya bhendi rekuZaire kuRufaro, kwaiva kumazauone vanhu vachitamba kwasa kwasa.
kumwe 	D- 		vereng 		kumwe D- vereng . -mwe .
mapavhurire 	DKKDK 	1a 	z 		mapavhurire DKKDK z 1a . Uyu munhu ane mwoyo wekupa, asinganyimi, kazhinji zvekudya.
mapere 	D- 	6 	z 		mapere D- z 6 . Mapere chirwere chinokonzera maronda anongobuda ropa zvisina magumo. maperembudzi 6 .
mapinginure 	DKKDK 	1a 	z 		mapinginure DKKDK z 1a . Uyu munhu anokwanisa kushandura zvinhu zvaipa kuti zvinake. Uyu munhu anokwanisa kurapa munhu anenge aroyiwa.
maponese 	DKDK 	1a 	z 		maponese DKDK z 1a . Uyu munhu kana chinhu chinopa upenyu.
mabweretete 	D- 	6 	z 		mabweretete mabweredhedhe D- z 6 . Iyi itsvina yemunhu kana mhuka nhetenhete, seiya inoitwa nemunhu ane mudumbu. manyoka 6 .
kazevezeve 	D- 	12 	z 		kazevezeve kazeezee D- z 12 . Uku kutaurira pasi pasi, kazhinji kuri kuitira kuti musanzwikwa zvamuri kutaura. Gomba raiita kazevezeve nemukadzi wemunhu murimamo.
-ke 	K 		dz mwene 		-ke K dz mwene . Iri idzitsi rechirevamwene chomupanda wokutanga. Mukadzi wake anoshandawo pafemu ipapo.
keche 	D-/DK 		ny 		keche D-/DK ny . Kuti keche kurira kwepfuti iri kukokwa, kana kuti kwebanga riri kuvharwa. Kuti keche kurira kunoita chimai chekiyi painokiyiwa. kede .
kede 	DK 		ny 		kede DK ny . keche .
kede 	KD 		ny 		kede KD ny . Kuti kede kupinda mukati nokukurumidza. keche, potyo .
kunyangwe 	D- 		dc 		kunyangwe kunyange D- dc . Kana munhu akati kunyangwe anenge achireva, kuti kana zvakadaro izvozvo zviripo, zvinhu ngazvifambe chete. Kunyange kukanaya, tinongoenda kundosima mbeu kumunda. nyangwe, kunyangova .
kunze 	DK 	17 	z 		kunze DK z 17 . Kunze ndiyo nyika yose nezvakaititenderedza pasi patinenge tigere. Nhasi kunze kwakaipirwa nemhepo nechando. Iri izwi rinosevenzeswa kutaridza anenge achisiyiwa pane zvinenge zvichitaurwa. Vamwe vese vanenge varipo pamba, kunze kwangu ini ndiri kuenda kuMhondoro. -siya, -banzi .
mare 	D- 	6 	z 		mare D- z 6 . Mare chinhu chinoitwa zvakanaka kana zvakashata zvakapfuurikidza. Mukomana uya akashura mare paakatuka amai vake. marere 6 .
marere 	D- 	6 	z 		marere D- z 6 . mare 6 .
keheeheehe 	DKDKDK 				keheeheehe DKDKDK . Uyu ndiwo musindo unoitwa nemotokari painenge ichitanga kumutswa. Kana bhatiri rakanaka, motokari kwayo inongoti kamwe chete kehee-, yatomuka.
keke 	KD 	5 	z 		keke KD z 5 . Keke chidyiwa chinobikwa nefurawu inobhekwa sechingwa nemabhanzi, asi iine tunoiswa mairi twakaita semazai neshuga yakawanda, nezvimwewo zvinoita kuti ibve yanyanya kunaka.
kekerere 	D- 		ny 		kekerere D- ny . Kuti kekerere kukweva munhu kana chimwewo chinhu chinorema, uchienda nacho kure kwakadaro uko. Mudzidzisi akamuti kekerere achimuzvuzvurudzira kuhofisi kwake kundomurova. kukururu, kwekwerere .
kere kere 	DK+ 		ny 		kere kere DK+ ny . Kana huku ichichema kuti kere kere inenge yava kuda kukandira mazai.
kereketye 	DDDK 		ny 		kereketye DDDK ny . keche .
kure 	D- 	17 	z 		kure D- z 17 . Kure inzvimbo inenge isiri padyo nepaunenge uri. Tinoenda kuchikoro nebhazi nokuti kure.
masasirapwere 	DDDDKD 	1a 	z 		masasirapwere DDDDKD z 1a . Uyu munhu anoda kugara achirovana nepwere, iye achinyatsoziva kuti vadiki kwaari. masimbirakutete 1a .
maserwe 	D- 	9>10 	z 		maserwe D- z 9>10 . Maserwe rwudzi rwenyoka inofamba nekukurumidza chaizvo, inodya madzvinyu nematafi.
masese 	D- 	6 	z 		masese D- z 6 . Masese magufu anosara panosvinwa doro. Masese magufu emaheu anosaririra muhari. Masese idoro rechivanhu, kazhinji kana richienzaniswa neremumabhotoro pakutaura.
mashe 	D- 	6 	z 		mashe D- z 6 . Mashe mashizha kana mauswa anowanikwa mumwena wembeva. marishe 6, marise 6 .
mashopeshope 	D- 	6 	z 		mashopeshope D- z 6 . Kuenda ku mashopeshope kuenda kun'anga kunobvunzira chikonzero chinenge chauraya mufi. gata 6 .
madongorere 	D- 	1a 	z 		madongorere D- z 1a . Uyu munhu anomanikidzira kuona zvaasina mvumo yokuona.
madyangwe 	D- 	6 	z 		madyangwe D- z 6 . Aya maitiro kana kutaura kunoita kuti vanhu vaseke. muyembe 3 .
madzengere 	D- 	6 	z 		madzengere madzengerere D- z 6 . Uku kusanyatsoona zvakanaka kunokonzerwa nekuti kunze kunenge kwasviba, kana kuti kune mhute kana utsi. madzerere 6 .
kuwe 	KD 	9 	z 		kuwe KD z 9 . Kufe ishiri ine zhumu, inodya tupuka nemichero, inorira zvakafanana namadanirwo anoitwa zita rayo. funye 9, guwe 5 .
masowe 	DDK 	6 	z 		masowe DDK z 6 . Masowe inzvimbo isingagarwi nevanhu kunoenda vatenderi vechipositori kunonamata.
kirike 	KDK 	9 	z 		kirike KDK z 9 . kereke 9 .
matatapure 	DKKDK 	1a 	z 		matatapure DKKDK z 1a . Uyu munhu anotsvaga mhaka zvinoita kuti vanhu varwe.
mate 	DK 	6 	z 		mate DK z 6 . Mate imvura inogara mukanwa yatinosvipa.
matekeshe 	D- 	6 	z 		matekeshe D- z 6 . Uku kupararira kunenge kwakaita vanhu kana mombe panzvimbo hombe. dekeshe 5, dekeshera 5 .
matemhe 	DDK 	6 	z 		matemhe DDK z 6 . Matemhe zvimedu zvinoputsika kubva padende kana damba rakazara.
mafuruse 	DKDK 	1a 	z 		mafuruse DKDK z 1a . Uyu munhu anokangaidza kana kubvorongodza zvinhu zvinonakidza, kana kuti vanhu vakazvidekarira zvavo. mabvongodze 1a, mafushanise 1a .
mafushunure 	DKKDK 	1a 	z 		mafushunure DKKDK z 1a . Uyu munhu anotaura chero zvakavanzika zvisingafaniri kutaurwa.
matotoutare 	DKKDKD 	6 	z 		matotoutare DKKDKD z 6 . Iyi imhangura nyoro inenge yakadonha pasi.
matsewe 	DKK 	6 	z 		matsewe DKK z 6 . Iri ibindu rinorimwa muchirimo. doro 5 .
maune 	DKD 	6 	z 		maune maone, mambune DKD z 6 . Maune kuita kwemunhu chinhu chaanoziva kuti chakaipa.
magome 	DKD 	6 	z 		magome DKD z 6 . Magome usimbe hwemunhu anenge achida zvekutuma-tuma vamwe kuti vamuitire basa.
magwendere 	DKKK 	6 	z 		magwendere DKKK z 6 . Izvi ndezvinosungirwa patambo kuti zviite ruzha rwekudzinga shiri mumunda. muzerwe 3, muzengure 3 .
koche 	D- 		ny 		koche D- ny . Kuti koche kubatanidza uchiita zvokupfekera kana kusunganidza, sezvaungaita cheni.
mawiramombe 	D- 	6 	z 		mawiramombe D- z 6 . Uku kudonha kwevanhu pamwe, sekuti kana vanhu vachirwa.
mawire 	D- 	6 	z 		mawire D- z 6 . Mawire itsika yekumbundikirana pakumhoresana.
mazhazhate 	DKDK 	1a 	z 		mazhazhate DKDK z 1a . Uyu munhu anonyanyotaurisa. chigaugau 7, mahohoho 6 .
mazorodze 	DKDK 	6 	z 		mazorodze DKDK z 6 . Ichi chinhu chinounza runyararo mushure mematambudziko.
gumwe 	KD 	5 	z 		gumwe KD z 5 . Gumwe chibvumirano chokushanda pamwe chete pabasa rokurima kana rimwewo basa, chinobatsira avo vanenge vabvumirana vacho. jangano 5 .
gundikumwe 	DDKK 	5 	z 		gundikumwe DDKK z 5 . Iyi itsika yokungotevera vamwe usina chikonzero chokuenda kwavari kuenda.
gwerendende 	D- 	5 	z 		gwerendende D- z 5 . Uku kudya kunenge kwakasanganiswa-sanganiswa kuchinge bota. Uku kufamba kwemhuka kana vanhu vakawanda vari pamwe chete.
gweshekweshe 	D- 	5 	z 		gweshekweshe D- z 5 . Ava vanhu vakawanda kana mhuka zhinji dzinenge dzichifamba dziri pamwe chete. Amisa mota paasangana negweshekweshe rembudzi. Idzi imbesa dzinenge dzamera dzakawanda panzvimbo imwe chete. mhomho 9 .
hurumende 	DDKK 	9>10 	z 		hurumende DDKK z 9>10 . Iri isangano guru revatongi venyika rinodzika mitemo, rine vatungamiri nemakurukota anomiririra mapazi nematunhu akasiyana. gavhumende 9 .
hurungwe 	KKD 	9>10 	z 		hurungwe KKD z 9>10 . Hurungwe chinhu chakatenderera uye chinokwanisa kukunguruka, chakaita sebhora kana nhanga.
huvhe 	KD 	9>10 	z 		huvhe KD z 9>10 . Huvhe rudzi rwehowa hunodyiwa, hune musoro mukuru nomudzi murefu.
huyakwose 	DDKK 	9 	z 		huyakwose DDKK z 9 . Iri idombo diki rine mativi maviri akaserera, rinokuyiswa dovi kana zviyo. Uyu munhu anokonzera kusawirirana kana kurwa pakati pavanhu kana mapoka, nokuti anenge achifambisa mashoko okunyepa anozokonzera kusawirirana kwevanhu ava, asi iye achiidzwa munhu kwaye.
kamuferefere 	D- 	12 	z 		kamuferefere D- z 12 . Aka kamhepo kanofefeta zvishoma. Iyi ihembe yakasonwa nomucheka mutete. Uyu mucheka mutete wokusonesa hembe. kaferefere 12 .
kangaidze 	KKDD 		dc 		kangaidze KKDD dc . pamwe .
gunwe 	D- 	5 	z 		gunwe D- z 5 . Gunwe ndechimwe chete chetumitezo tunomera mberi kwechanza choruoko, chinoshandiswa kubata zvinhu kana kunongedza. chigumwe 7, gumwe 5. . Tu gunwe tunhengo twetsoka turi nekumberi. chigumwe 7, gumwe 5 .
gunzvenzve 	KDK 	1a 	z 		gunzvenzve KDK z 1a . Uyu munhu anonetsa kuona kana kuwana, nokuti haagari panzvimbo imwe chete kwenguva refu. Munhu asingabhadhari zvikwereti ndigunzvenzve, nokuti anogara achitiza vamwe.
gure 	KD 	5 	z 		gure KD z 5 . Gure mutambo unotambwa nevanhu vechiMalawi kunyanya, vakapfeka zvinhu zvinovhara kumeso nomuviri wose. Panotambwa gure hapasvikwe nhando. nyau 9 .
hwe 	K 		ny 		hwe K ny . Kana kunze kwati hwe zuva rinenge robuda. Kuti hwe kuva nepfungwa dzakanyatsojeka maererano nezvaunenge uchiita.
hwehwerere 	K- 		ny 		hwehwerere K- ny . Kana kunze kwati hwehwerere kunenge kwachena. werekete, werewere .
gurezeze 	D- 	5 	z 		gurezeze D- z 5 . Kuti gurezeze kuneta kunoita muriwo kana zvimwe zvirimwa masikati kana kwapisa, zvichitaridzika sezvoda kusvava.
hwenjekwenje 	DDKK 	9>10 	z 		hwenjekwenje DDKK z 9>10 . Iyi imhashu huru inodyiwa, ine ruvara rwakapfumbuka uye inogara yoga.
hwenye 	D- 	14 	z 		hwenye D- z 14 . Hwenye mashoko, nyaya kana makuhwa anenge ichitaurwa nezvawo mazuva iwayo.
gurwe 	KD 	5 	z 		gurwe KD z 5 . Gurwe chipembenene chakati kurei kudarika hwiza chinoonekwa nguva yezhizha, chinogara mumwena wakavharirwa nekatutu kevhu uye chinofamba usiku chichirira.
guse 	KD 	5 	z 		guse KD z 5 . gushe 5 .
handakamwe 	DDKK 	9>10 	z 		handakamwe DDKK z 9>10 . Uyu mukadzi akazvara kamwe chete. Iri izita rinopiwa imbwa yakazvara chimbwanana chimwe chete.
handizvo here 	KDK DK 		bvunz 		handizvo here KDK DK bvunz . handiti .
gutse 	KD 	5 	z 		gutse KD z 5 . Gutse ibasa rinoitwa nevanhu vakawanda, vanenge vane zvinangwa zvimwe chete nepfungwa imwe chete. Chikoro ngachive chegutse kuitira kuti chipere kuvakwa nekukurumidza.
gutumuseve 	DKKKD 	5 	z 		gutumuseve DKKKD z 5 . Iyi imhando yemakonye akaita semadora akakura aine mvere, asi isingadyiwi.
gutuveze 	DDKK 	5 	z 		gutuveze DDKK z 5 . Kuita gutuveze kunhuhwa zvakanyanya kunenge kuchiita chimwe chinhu. gutukutu 5 .
kadeketye 	DKKK 	12 	z 		kadeketye DKKK z 12 . Kadeketye munhu anotaurisa, kazhinji mukadzi. chirosho 7 .
kadzoran'ombe 	D- 	12 	z 		kadzoran'ombe D- z 12 . Iyi ishiri chena inodya tupuka tunowanikwa paganda remombe. kafudzamombe 12 .
guwe 	KD 	5 	z 		guwe KD z 5 . muzeerere 3, .
guwekuwe 	KKKD 	5 	z 		guwekuwe KKKD z 5 . Urwu ruzha runoitwa nevanhu kana vachikuza chinhu pagungano.
imbwa mukoore 	DK KDDD 	9>2a 	z 		imbwa mukoore DK KDDD z 9>2a . Uyu munhu murombo asina kana chaanacho.
kaferefere 	D- 	12 	z 		kaferefere D- z 12 . Ichi chipfeko kana kuti jira rakareruka, zvokuti chero nguva yemadziya munhu unonzwa kufefeterwa.
hembe 	KD 	9>10 	z 		hembe KD z 9>10 . Hembe chipfeko chinovhara kumusoro kwemuviri, kubva muchiuno, kusingasvikwi nebhurugwa. dhirezi .
here 	DK 		bvunz 		here DK bvunz . Iri inzwi rinotaurwa kumagumo kwomubvunzo kazhinji richisimbisa zvavhunzwa. Wakamboona ndege yakamhara here?
imbwa nzvere 	DK KK 	9 	z 		imbwa nzvere DK KK z 9 . Iyi imbwa hadzi inenge ichangobva kubereka vana.
imbwe 	DK 	9 	z 		imbwe DK z 9 . tsoro 9 .
inde-e 	KK 		kanu 		inde-e KK kanu . Izwi iri rinoshandiswa nomunhu achiratidza kuti anobvimirana nomunhu ari kutaura achisiririswazve nenyaya iri kutaurwa zvacho.
hochekoche 	D- 	9 	z 		hochekoche D- z 9 . Uku kubatana-batana kwezvinoshandiswa pakusunga, sezvakaita ngetani.
ingwe 	D- 	9 	z 		ingwe ngwe D- z 9 . Ingwe imhuka yesango, inenge katsi asi iyo iri huru, ine manyerekete machena nematema uye inouraya zvipfuwo nokutsunya nenzwara dzayo. Ingwe ine mavara anoyevedza. mbada 9 .
hombarume 	D- 	1a 	z 		hombarume D- z 1a . Uyu muvhimi mukuru anoti akaenda musango haadzoki asina mhuka. muvhimi 3 .
hombe 	DK 		pr 		hombe DK pr . Ichi chipauro chemipanda 5, 9 ne10 chinoratidza kuti chiri kutaurwa nezvacho chakakura. Shato inyoka hombe. Rori imotokari hombe. huru .
kamberembere 	D- 	12 	z 		kamberembere D- z 12 . Iri ibato rinovambirwa nokufambisirwa muchivande.
iwe 	DK 		saz 		iwe DK saz . Ichi chisazitasingwi chinomirira nyakutaurirwa mumwe chete chete. Nhai mwanangu, iwe wanga uchifungeiwo nenyaya iyi? iwewe .
iyeye 	KDK 		saz 		iyeye KDK saz . Ichi chisazita chetsinhiro chinomirira nyakutaurwa.
gudzadungwe 	KKKD 	5 	z 		gudzadungwe KKKD z 5 . Uyu munhu anongoteverera vamwe asinawo pfungwa dzekuita zvake oga. Musaita zvegudzadungwe zvokuti zvandataura ndizvozvo. Fungaiwo! gudzamudungwe 5 .
gukumatsatse 	K- 	5 	z 		gukumatsatse K- z 5 . Iri isadza rinobikwa neupfu hwakasangana hwechibage nehwezviyo.
gwe 	K 		ny 		gwe K ny . Kuti gwe kungokaruka vanhu vasangana pasina kufungidzira. Kuti gwe kugara pamusoro pechimwe chinhu. Gudo rakanga raguta zvaro kudya chibage rikabva rati gwe kugara pamusoro pedombo raiva mumunda. Kuti gwe kutema munhu, mhuka kana mudziyo uchishandisa dombo kana chimwe chinhu.
gwede 	D- 		ny 		gwede gweje D- ny . Kuti gwede kunyatsopindana kwezvinhu zvinenge zvichibatanidzwa kunyanya simbi.
gwede 	DK 		ny 		gwede DK ny . Kuti gwede kuisa misoro pamwe chete sezvinoita hando dzava kurwa. Hando mbiri dzakandosvikoti nyanga dzadzo gwede, ndokutanga kusundana.
gumbakamwe 	DDDK 	5 	z 		gumbakamwe DDDK z 5 . Uku kuita chinhu kamwe chete. Iyi imhuka kana motokari inobvisa zvinoda kutakurwa panguva imwe chete.
gumbire 	D- 	5 	z 		gumbire D- z 5 . Gumbire munhu ane tsika yokungokumbira zvose zvose.
gwedzvede gwedzvede 	DDK+ 		ny 		gwedzvede gwedzvede DDK+ ny . Kuti gwedzvede gwedzvede kufamba kwekukweva makumbo nepamusana pekuneta.
gwegwendere 	K- 		ny 		gwegwendere K- ny . Kuti gwengwendere kurira kunoita mudziyo wesimbi ukadonhera pasi pakaomarara. Amai vakanzwa ndiro kuti gwengwendere vakamhanyira padzaisukwa.
gweje gweje 	DK+ 		ny 		gweje gweje DK+ ny . Kuti gweje gweje ruzha runoita ngoro kana motokari inenge yasakara, kunyanya kana ichifamba pane matombo.
gwembe 	K- 	5 	z 		gwembe K- z 5 . Gwembe chirwere chemhezi chinobata mhuka, zvekuti inovaviva yotanga kukwenya, yozopedzisira isina makushe. Mazuvano gwembe rava shoma nokuti imbwa dzobayiwa majikiseni okudzivirira.
hukwe 	KD 	10 	z 		hukwe KD z 10 . Hukwe itsanga dzakatsemurwa dzikabatanidzwa nemikosi, dzinozoshandiswa pakuwaridza kuti vanhu vagare kana kurara. mhasa 10, maponde 6 .
humbwe 	KD 	9>10 	z 		humbwe KD z 9>10 . Humbwe mudziyo wekuridza wakagadzirwa netsanga inenge yakabatanidzwa nemhe redamba. Humbwa chimba chinovakwa nevana vachitamba mutambo unonzi mamhuza.
