a 	K 	1a\9 	vm 		a K vm 1a\9 . Iri ivaramwana rinodaidzwa richinzi a-a , riri pekutanga mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
-finyinya 	K 				-finyinya -fenyenya K it . Kana waka finyinya unenge wakaunyanisa kumeso kwako uchiratidza kuzvidza kana kushaya rukudzo kuno mumwe munhu.
-finyinyika 	K 				-finyinyika K itik . Kana misodzi yava kuda kubuda inotanga ichiita zvoku finyinyika . Kana mvura iri pamoto yava kuda kuvira inotanga kunzwika ku finyinyika .
-fira 	K 				-fira K it . Kana uchi fira fomu unenge uchirizadzisa nokunyora panzvimbo dziri kudiwa.
-gaya 	K 				-gaya K it . Ku gaya kutora shanga dzakaoma sedzechibage, kwava kushandisa michina kana zvinhu zvinoita kuti zvitsetseke kuita upfu.
-geda-geda 	K 				-geda-geda K it/ik . Kana munhu achi geda-geda mazino ake anenge achirira, izvi zvichikonzerwa nokutonhorwa nechando kana kutya. -gweda-gweda .
-gedegededza 	K 				-gedegededza K it . Kana mazino achi gedegededza anenge achirovana nekukasira. Ukatonhorwa chaizvo nechando mazino anogedegededza.
-gegedza 	K 				-gegedza K itik . Ku gegedza kuseka nezwi riri pamusoro, kune unzenza mukati.
-fusha 	K 				-fusha K it . Ku fusha kubika muriwo wamashizha nokuuyanika kuti uome, ugoreka kuora. -fusa . Kana mukaita zvinhu zvoku fusha munenge mawana zvakawanda, zvokuti munotoita zvokuunganidza. -chokota, -rokota . Munhu ano fusha ndouya anoreva nhema. -nyepa, -foya . Ku fusha kutenderedza maziso, sezvinoita munhu kana zviya achinyepa. -gangaradza, -ngarangatsa .
-fushuka 	K 				-fushuka K itik . Kufu fushuka kubuda kunoita zviyo kubva musaga ratsemuka, kana kuti mvura kubva mudhamu radhirika, kana kuti razarisa. Pakanaya mvura yakawanda, imwe yakafushuka mudhamu. -fozhoka, -fushunuka .
-fushunura 	D 				-fushunura D it . Ku fushunura kuchera gomba kana mwena uchibudisa ivhu panze.
-fushura 	D 				-fushura D it . -pfuchura .
-fusira 	D 				-fusira -futsira, -fuchira D it . Ku fusira kuvhara gomba kana chimwe chinhu uchishandisa ivhu. -fushira .
-fusuka 	K 				-fusuka K itik . Ku fusuka kusvetukira kumashure, sezvingaita munhu aona nyoka pamberi pake.
-futa 	K 				-futa K it . Ku futa munhu kungoerekana wamuendera kana kumuita chimwe chinhu chaanga asingafungiri. Kana uchida kurova munhu muhombe kwauri, unotoita zvokumufuta akarivara. -jumha .
futa 	K- 	5>6 	z 		futa K- z 5>6 . Futa chidimbu chimwe chete chenyama chena inonyiminya, isiri yemunyepfu kana magodo. Ndanga ndichifunga kuti ndanonga nyama kwayo, izvo ifuta zvaro. Besu rehwai mafuta chete.
-ema 	D 				-ema -yema D itik . Ku ema kuvimba nevamwe vanhu kuti vachakubatsira pane zvaunenge uchida. Ku ema kunetsa umwe munhu uchida kuonekwawo kana kungoitirwa twakawanda-wanda. Vana vadiki kazhinji, vakaona vabereki vavo vavanenge vaswera vasina kuona, vanobva vatanga ku|ema| ivo vambenge vachitamba zvakanaka.
-enda 	D 				-enda -inda D itik . Ku enda kufamba kubva pane imwe nzvimbo uine kumwe kwawakananga. Uchaenda riini kuchigayo? Kana munhu achinge a enda anenge afa. Kana mvura ya enda inenge yati mwanda, isisanaye, asi yambenge ichinaya chaizvo.
-enderera 	D 				-enderera -indirira D itik . Kana uchi enderera mberi unenge uchibudirira pane zvaunenge uchiita. Kana tapedza kudya tichaenderera mberi nebasa redu. Kana hembe ichi enderera inenge ichiramba ichibvarukira. Kana munhu achi enderera anenge achiramba achiita zvekuonererwa.
-engaira 	K 				-engaira K itik . Ku engaira kutamba-tamba kunoita mvura, kana zvimwewo zvakaita mvuramvura, zvakaiswa mumugomo. -gabha-gabha .
-engura 	D 				-engura D it . Ku engura kushandisa rusero kubvisa makanda anenge asingadiwi pazvinhu zvinenge zvamenywa kana kutswiwa. -zungura . Ku engura kubvisa ruomba mumukaka.
-enzana 	D 				-enzana D itik . Ku enzana kufanana pakukura kana kuti pauwandu. Vana vangu ndinovapa mari yakaenzana.
-fita 	K 				-fita K it . Kana chipfeko chichiku fita chinenge chakakufanira kana kuti chakakugara zvinotoyevedza. Kana uchi fita chinhu unenge uchichiisa panzvimbo yacho, kunyanya kana uchigadzira mudziyo. Pamotokari iyi ndinoda kuti mufite mataya matsva kumberi.
fitibhora 	KDDD 	5 	z 		fitibhora KDDD z 5 . nhabvu 9 .
fivha 	KD 	9 	z 		fivha KD z 9 . Fivha chirwere chinoita kuti unzwe muviri wako kupinda chando, dzimwe nguva wonzwazve kupiswa. mhepo 9, chimhepo 7 .
-fobha 	K 				-fobha K it . Ku fobha munhu kumurova kumeso nechibhakera. -bhagura . Ku fobha munhu kumutorera mari nechitsotsi.
-fodora 	K 				-fodora K it . Kana uka fodora munhu unenge wamutsunya zvine utsinye.
fodya 	KD 	9 	z 		fodya KD z 9 . Fodya imbesa inorimwa ichiita mashizha makuru anozoshandiswa kuputa. Vamwe vanoputa fodya yemidzanga, vamwe yechikwepa, vamwewo yomumhino.
gen'a 	KD/DK 	5 	z 		gen'a KD/DK z 5 . Gen'a chikwata chevanhu chinowirirana pane zvimwe zvinhu kazhinji pamisikanzwa. Pandakaona abatana negen'a yemuraini ndakaona kuti hapachina chakanaka.
-gera 	D 				-gera D it . Kana munhu achi gera umwe anenge achimubvisa vhudzi achishandisa chigero.
-geza 	D 				-geza D it . Ku geza kubvisa tsvina pachinhu uchishandisa mvura. Kugeza usina sipo kunonetsa chaizvo. -shamba . Ku geza kuteera mwedzi kunoita vanhukadzi.
-gididza 	D 				-gididza D itik . Ku gididza kutaura zvokuchinyuka. Mwana asina tsika anogididza pakutaura. - vhama . Ku gididza kufamba zvinonzwika kunoitwa kazhinji nemhuka ine marwanda.
-futira 	K 				-futira K itik . Ku futira kuzvimbisa kana kukudza dumbu kunoita zvidyiwa zvakaita semutakura wenyemba. Ukadyisa mutakura wenyemba iwoyo unozofutirwa.
-futudza 	D 				-futudza D it . Ku futudza mudziyo kuuswatudza kana kuukudza nokurova-rova mukati mawo.
-futunuka 	D 				-futunuka D itik . Kana chinhu cha futunuka chinenge chakura kana kuzvimba nokuda kokuzadzwa nomweya kana zvimwewo. Paunongotanga kupomba bedzi, unobva waona chubhu ichifutunuka.
-futura 	D 				-futura D it . Kana uchi futura mudziyo wanga wafovera unenge uchiugadziridza kuti uswatuke.
-fututika 	D 				-fututika D itik . -fututa . Kana munhu achi fututika anenge achiita kamwe kafambiro kanoratidza kuti akatsamwa. -kuduruka .
-futyunuka 	K 				-futyunuka K itik . Ku futyunuka kubuda kwezvinhu zvakawanda panguva imwe chete. Kana tswanda iine maburi, rukweza runofutyunuka ruchiwira pasi. -fuzhunuka .
-futyura 	K 				-futyura K it . -futyunura . -fuzha .
-enzera 	D 				-enzera D itik . -rara .
-era 					-era itik . -yera .
-era 	D/K 		rebes 		-era -ira D/K rebes . Ichi chivakamberi chechivanduriro chekuitira, chinoratidza zvinhu zvakaitirwa mumwe munhu kana chimwe chinhu. Ambuya vakatitemhera manwiwa nezuro tikanakirwa chaizvo.
-ereka 	D 				-ereka D it . Ku ereka kunanga chaunenge uchida kubaya kana kubata. -tonda, -tondeka . Kana uka ereka upfu mundiro unenge wahuisa hwanyatsoti chechetere kuzara.
-erera 	D 				-erera -yerera D itik . Ku erera kufamba kunoita mvura kana kwanaya. Ku erera kutorwa kana kuti kuenda nemvura. Hembe yake yakaerera nemvura iye achigeza parukova.
-eresedza 	D 				-eresedza D it . Kana uchi eresedza unenge uchipima chimwe chinhu, chobva chakwanirana nezvinenge zvichidiwa.
-esa 	K/D 		rebes 		-esa -isa K/D rebes . Ichi chivakamberi chechivanduriro chenyanyiso chinoratidza kuwanzwa kwezvinenge zvichirehwa nedzitsi. Verengesa kuti vamwe vanzwe. -isa . Ichi chivakamberi chechivanduriro chekonzero chinoratidza chasakisa zvinenge zvaitika. Atoresa hukwana nerukodzi paakadziburitsa panze.
-fofoma 	K 				-fofoma K itik . Ku fofoma kurira kunoita mvura yava kuda kuvira kana kunaya.
-fofova 	D 				-fofova D itik . Ku fofova kuoma nokusvava, sezvingaita mbambaira kana mbatatisi. -fofovoka .
-fofovora 	D 				-fofovora D it . Ku fofoora mudziyo kuupara muchibvisa zvose zviri mukati.
-foira 	K 				-foira -fera K it/ik . Ku foira kukundikana, wobva watadza kubudirira pane zvawanga uchiedza kuita. Kana usingadi kuverenga, uchafoira bvunzo pakupera kwegore. -feira .
-foma 	D 				-foma D it . Kana uka foma chimwe chinhu ndiwe unenge waita kuti chitange kuvapo. Baba vangu vaivamowo pakafomwa sangano irori. -tangisa .
-fombodza 	D 				-fombodza D it . Kana uchi fombodza chinhu unenge uchichichera nechomukati kana kuchibvisa tsvina iri mukati, sezvinoita munhu anenge achigadzira duri kana kuritsvaira.
-fondoka 	K 				-fondoka K itik . Kana munhu a fondoka nebasa anenge ashanda zvikuru, zvokuti anenge aneta chaizvo.
-ginya 	D 				-ginya D it . Ku ginya kuba zvinhu paunenge uchishanda. Paiverengwa mari yomuchato, mukomana uya akaginya imwe.
girandera 	DKDD 	5 	z 		girandera DKDD z 5 . Uyu muchero womuti unonzi mu girandera , unoita zvokutanda.
girosa 	DKD 	5 	z 		girosa DKD z 5 . Girosa chitoro chinonyanyotengesa zvinhu zvokudya.
-fuuka 	D 				-fuuka D itik . Kana chinhu chaka fuuka chinenge chabikwa zvechimbichimbi, chisina kunyatsoibva zvakanaka. Ku fuuka kupisa kunoita nyama yanga yambotonhora, ikazodziyiswa zvakare.
-fuva 	K 				-fuva K itik . Kana chinhu cha fuva chinenge chisina kunyatsoibva, pamusana pokuti mwoto waita mushoma, kana kuti hari yange isina kunyatsovharwa. Ku fuva kukundikana kuita zvamanga makaronga. Nhasi tichakarofuva kutamba tsoro yedu panze apo pamusana pemvura. Ku fuva kunetsa kwakanyanya, sokuya kungaitwa nemombe inorunza, kana kuti nomwana mudiki. Kana chinhu cha fuva chinenge chasiyiwa kana kuti chapfuura nguva yacho, chisisina basa.
-fuzha 	K 				-fuzha K it . -futyunura .
-fuzhunuka 	K 				-fuzhunuka -fushunuka K itik . -futyunuka .
-fuzhura 	K 				-fuzhura K it . Kana uchi fuzhura zviyo unenge uchizvibudisa mumudziyo wokutakurisa, zvakawanda kana kuti uchitodira.
-ga 	D 		wand 		-ga D wand . Iri idzitsi rezvirevauwandu rinoratidza kuti vanhu kana zvinhu zvinenge zvichirehwa zvinenge zvisina zvimwe zvacho, kana kuti zviri zvishoma. Vanhu vashanu voga ndivo vanodikwa kumusangano.
ga ga 	K- 		ny 		ga ga K- ny . Kuti ga ga kutema nechimwe chinhu chinopinza kana chakaoma uchishandisa simba rakawanda chaizvo.
ga-a 	D- 		ny 		ga-a D- ny . Kuti ga-a kuvako kwechiedza chikuru kwenguva duku. Vanhu vakazoziva kuti tsotsi yaiva ani payakanzi ga-a netochi.
-fa 	K 				-fa K itik . Ku fa kupera koupenyu komunhu kana kwemhuka kana chimwe chinhu chipenyu. Akatsikwa nemota akafa. Ukarega kudiridza muriwo uyo unofa. Kufa kupera basa kana kusashanda zvakanaka komudziyo. Motokari iyo inofamba here kana kuti yakafa? . Kufa kubatwa kana kurwadziwa kana kukundwa nechimwe chinhu. Tinokumbirawo mvura. Tafa nenyota. Muroora ndiye akanga ofa nebasa oga oga pamba ipapo.
-fabura 	K 				-fabura K it . Ku fabura mudziyo kuuzadza nemvura kana zvimwewo zvakadaro.
-fachuka 	K 				-fachuka K itik . -pfachuka .
-fadhamuka 	K 				-fadhamuka K itik . Kana munhu achifadhamuka anenge achifamba achikurumidza, achikanda nhambwe refu, kazhinji achiratidza kushatirwa.
fafa 	K- 	5>6 	z 		fafa K- z 5>6 . Ma fafa mazwi okutuka, anorwadza. chituko 7 .
-fongora 	K 				-fongora K itik . Kana munhu aka fongora anenge akakotama asina hanya nokuti dzimwe nyama dzemuviri wake dziri kuonekwa here nevari kumashure.
-fonon'ona 	K 				-fonon'ona K it . -fodora . Ku fonon'ona kuboora chinhu, sezvakaita budzi rakaoma, kuti zviri mukati zvibude. Ku fonon'ona kutukirira munhu uchimushora zvakanyanya. -nonota .
-fonyora 	K 				-fonyora K it . -fonyodza .
-foonyora 	K 				-foonyora K it . -foonora .
-fora 	K 				-fora K itik . Kana vanhu vachi fora vanenge vachifamba zvinoenderana, vakawanda, vari mumutsetse kana kuti mumitsetse. Zvokusweroforeswa semasoja kana mapurisa ari paparedhi hatizvidi.
foroma 	DKD 	9 	z 		foroma DKD z 9 . Foroma mudziyo unoshandiswa kuisa dhaka mukati muchiumba zvidhina.
-foshoka 	K 				-foshoka K itik . Ku foshoka kuwodzvoka kunoita zviyo zvichibuda musaga ratsemuka.
-giya 	D 				-giya D itik . Kana munhu achi giya anenge achitsika pasi zvine simba achidzana. Vanotamba mbhakumba vanoita pasi pokugiya.
-gobora 	D 				-gobora D it . Ku gobora kubvisa muti nokutanga kuchera midzi yawo.
gabada gabada 	D- 		ny 		gabada gabada gwabada gwabada D- ny . Kuti gabada gabada kufamba uchiita ruzha semunhu ane shangu dzakakurisa. Paakanayiwa nemvura aine majombo aifamba achiti gabada gabada.
-gabadika 	D 				-gabadika D itik . Ku gabadika kufamba kune ruzha, sezvinoita munhu ane shangu dzakakurisa.
-gabhaira 	K 				-gabhaira K itik . -gabhagabha .
-gabura 	K 				-gabura K it . Kana mombe ya gabura chimwe chinhu inenge yachitunga nenyanga zvine simba. Kana munhu a gabura mumwe munhu anenge amurova zvikuru.
gachakacha 	D- 	5 	z 		gachakacha D- z 5 . Uku kukasira chaizvo pakudya kana pakuita basa.
gada 	KD 		ny 		gada KD ny . Kuti gada kugara pasi. Kuti gada kuwa negotsi.
gadaga 	D- 		ny 		gadaga D- ny . Kuti gadaga kurembedza musoro sure, sezvinoita mwana akavata akaberekwa. ragu ragu .
-gadagadza 	K 				-gadagadza K itik . Ku gadagadza kufamba uchizvida pamberi pevanhu, uchida kuti vakuone.
-gadaira 	K 				-gadaira K itik . Ku gadaira kufamba zvine chisimba uye musoro wakarerekerwa sure.
-gadha 	D 				-gadha D it . Ku gadha kukwira pamhuka yakaita sebhiza, dhongi kana motokari. -tasva .
-fafaidza 	D 				-fafaidza D it . Ku fafaidza kushandisa paipi kana pombi, uchiita zvokumwaya mvura kana mushonga kana pendi, panzvimbo pauri kuda kudiridza kana kuuraya tupukanana kana kupenda. Kana ukafafaidza mushonga iwoyu mumba mako, nhunzi dzose dzinotofa chete.
-fafama 	D 				-fafama D it/ik . Ku fafama kurova mapapiro kunoita kashiri kadiki kana kachibhururuka.
fafarara 	D- 				fafarara D- . Kuti fafarara kuvhura mapapiro kunoita shiri kana yoda kumhara.
fafitera 	KDDD 	5 	z 		fafitera KDDD z 5 . Iri iburi rinosiyiwa pachidziro chemba pamunenge muchivaka, iro rozovharwa nemagirazi anovhurika, kuti pazopota pachipinda napo chiedza nomweya wokufema. hwindo 5 .
faibha 	KDD 	5 	z 		faibha KDD z 5 . Faibha chirimwa chinotosimwa, mazishizha acho ozokumurwa makushe akasimba anobatanidzwa kugadzirisa tambo dzokusungisa. Faibha itambo nhete inenge rushinda, kana kuti chinhu chakagadzirwa netambo nhete. gonje 5, mukonje 3, chikwenga 7 .
-faira 	K 				-faira K it . Ku faira mapepa kana magwaro kuaronga muhomwe dzaanochengeterwa, kuitira kuti kana wava kuzotsvaka aunoda uawane nyore. -faera . Ku faira chimwe chinhu kuchitsetsesa kana kuchirodza uchishandisa kamudziyo kakagadzirirwa basa irori. -faera .
fakafaka 	D- 	5 	z 		fakafaka D- z 5 . Ava vanhu vakawanda kana kuti mhuka dzakawanda. Pamuchato paRumbi paiva nefakafaka revanhu. fakanya 5 .
-fakanyika 	D 				-fakanyika D itik . Ku fakanyika kugara uchiratidzika kufara kana kusava nezvinokunetsa muupenyu hwako. Ku fakanyika kufambisa muviri pauriri paurere, sezvingaita murwere pamubhedha.
-fota 	K 				-fota K it . Kana uka fota munhu unenge wamutora mufananidzo nekamera. -pikicha . Ku fota kukuya tsanga nyoro.
-fototodza 	K 				-fototodza K it . Kana uka fototodza vhiri kana bhora unenge wariita kuti ripere mweya.
-fotyoka 	D 				-fotyoka D itik . -poya .
-fovera 	D 				-fovera D itik . Ku fovera kuwira kunoita chinhu mukati. Handidi kushandisa poto iyi nokuti yakatemwa apa pakafovera. -bovera . Kana miromo yaka fovera inenge yakapinda mukati, sezvinoita yomunhu asisina mazino. -svaka . ku fovera kuisa chidimbu chezvokudya chese mumukanwa panguva imwe. -bovera, -svaka .
-fovova 	K 				-fovova K itik . Ku fovova kusvava kunoita mbambaira kana mbatata yambenge iri nyoro.
-fovovoka 	D 				-fovovoka D itik . -fovova . Kana mukombe wa fovovoka unenge waparwa, zviri mukati zvichibudiswa.
-godoka 	K 				-godoka K itik . Kana chinhu chichi godoka chinenge chichikwanisa kugurika.
godowa 	DKD 	5 	z 		godowa DKD z 5 . gachihwo 5 .
godzonga 	KKD 	1a/5 	z 		godzonga KKD z 1a/5 . Godzonga mutungamiri anoshandisa masimba kuomesera vamwe nokudzvanyirira. Mambo Herodhi aiva godzonga chaiye.
-gofa 	D 				-gofa D it . Ku gofa kupinza munwe kana chitanda mumwena uchitokonya kuti chinhu chapidamo chibude.
-gogodza 	K 				-gogodza -gugudza K it . Ku gogodza kurova gonhi nemaoko, kuti vari mukati vazarure kana kunzwa kuti pane munhu ari panze. -hohodza .
-gogomera 	K 				-gogomera K itik . Kana mubhedha kana pasi pachi gogomera panenge paine zvinobaya-baya pasina kunyatsoti chechetere.
-gadura 	K 				-gadura K it . Ku gadura kurova munhu kana chimwewo chinhu zvine simba. Ku gadura kutema-tema chinhu kuti chiite zvipande zviduku.
-gadza 	D 				-gadza D it . Ku gadza kutora chinhu wochiisa pachinogara zvakanaka chisingapunziki. Ku gadza mutambo wokupa munhu chinzvimbo chokutanga soushe. Ishe akasarudzwa nevanhu asi haasati agadzwa nehurumemde.
-gadzana 	D 				-gadzana D itik . Kana tsvina yose yadzika pagasi mvura inonzi ya gadzana .
gadzijava 	K- 	5 	z 		gadzijava K- z 5 . Iyi imhando yesvosve rinodya nyimo.
-gadzikana 	D 				-gadzikana D itik . Kana munhu aka gadzikana moyo wake anenge asina zvinomunetsa.
-gadzira 	D 				-gadzira D it . Ku gadzira kubatanidza kana kuumba chinhu chitsva kana chinenge chashata. Ku gadzira kucheka mhuka hono kuti itadze kuzvarisa. Ku gadzira mutambo wekudzora kana kunyaradza mweya wemufi.
-gadzirira 	D 				-gadzirira D it . Ku gadzirira kuita zvinodikanwa pakuzoita chimwe chinhu nguva yechinhu chacho isati yasvika.
-famba 	K 				-famba K it . Ku famba kubva pane imwe, nzvimbo kuenda pane imwe netsoka kana kuti uchishandisa mudziyo, senge bhasikoro kana motokari kana chitima. Rwendo rurefu rwakadai harudi kufamba netsoka.
-famba-famba 	K 				-famba-famba K itik . Kana uchi famba-famba unenge uchingombeya kana kutenderera, uchiti apa wasvika, apa wabva, usina kwawakananga chaiko. Tichambofamba-famba zvedu muguta umu kuvaraidza nguva. Ku famba-famba idimikira rinoreva kuita zvounzenza kana chihure. Hapana murume anoda kuroora mukadzi anofamba-famba. -hura, -feva .
-fambika 	K 				-fambika K itik . Kana kunhu kuchinzi kuno fambika kunenge kusiri kure zvakanyanya, zvokuti hakuzezesi kuenda.
-fambira 	K 				-fambira K it . Kana uchi fambira munhu kana chimwe chinhu, unenge watoita zvokuita rwendo kuenda kwaari kana kuti kwachiri. Nyaya yako iyi inotoda kuti iwe uifambire, kwete kuita zvokunyora tsamba kana kutuma mwana.
-fambisa 	K 				-fambisa K it . Ku fambisa chinhu kuva mutungamiriri wacho anoita kuti zvinenge zvichidiwa zvitoitika. Kana uchi fambisa motokari ndiwe unenge uri muchairi wayo. Kana uchi fambisa unenge uchikurumidza kukanda nhano refu kuti uchimbidze kusvika kwauri kuenda.
-fanana 	K 				-fanana K it . -fana .
-fananidza 	K 				-fananidza K it . Ku fananidza zvinhu kuzvienzanisa kana kuzvitora sezvakafanana. Usada kufananidza chinhu chipenyu nechakafa.
-foya 	D 				-foya D it/ik . Munhu ano foya munhu anowanza zvokutaura, zvizhinji zvacho zvisiri zvinhu zvechokwadi. -nyepa . Munhu ano foya ndouya anotaura kana kuita tunhu twakawanda, twokupfuvisa kana kushungurudza vamwe. -pfutsa .
-fozoka 	K 				-fozoka K itik . Ku fozoka kudonha kubva panzvimbo pakakwirira. Baba vake vakafozoka pamawere vakaminyuka gumbo. -pfozora .
-fudiga 	K 				-fudiga K it . Ku fudiga kuvhara uchiita zvokufukidza nechimwe chinhu.
-fudigira 	K 				-fudigira K it . -fudiga .
-fudugura 	K 				-fudugura K it . Ku fudugura kuvhura kana kukudubura chinenge chakavhara kana kuputira kuti uone zviri mukati. -pfudugura .
-fudza 	K 				-fudza K it . Kana uka fudza chimwe chinhu unenge wachidzima posara pasisina chiri kuonekwa. Pfudza zvose zvandanyora pabhodhi izvi. -pfudza . Ku fudza kuparadza nyaya kana ushamwari. Haunyari here kugara uchingoita shanje dzokuda kufudza rudo rwavamwe. -pfudza .
-gojoteka 	D 				-gojoteka D itik . Kana mombe ya gojoteka inenge yawira pasi nokuda kwesimba rapera. Padzaimhanya, imwe mombe yakagojoteka.
-gomadza 	K 				-gomadza K it . Ku gomadza kukonzera kuti chinocheka kana kutema chisapinza. Agomadza sanhu rangu.
gomarara 	K- 	5 	z 		gomarara K- z 5 . Urwu rudzi rwemuti unomera pane umwe muti ruchitandira pauri. gomararwa 5 .
gomba 	D- 	5 	z 		gomba D- z 5 . Gomba murume anodanana nemukadzi wemumwe murume. mhombwe 9 .
-gombedza 	D 				-gombedza D it . Kana munhu aka gombedza mhuru anenge achiidzivirira kuti isayamwa. -gombera .
gaga 	KD 				gaga KD . Kana munhu akati gaga anenge akarara nemusana akazorora.
gagachiga 	DDKD 	5 	z 		gagachiga DDKD z 5 . gaka .
-gagada 	K 				-gagada K it . -gagadura .
-gagadhidza 	D 				-gagadhidza D it . Ku gagadhidza kunwa nokukasika chaizvo zvokuti panoitika karuzha.
-gagadika 	D 				-gagadika D itik . Ku gagadika kumhanya kwemhuka ichiurukira mudenga. -ripitika, -mata .
