amaiguru 	DKKKK 	2b 	z 		amaiguru DKKKK z 2b . maiguru 2a .
danzu 	KD 		ny 		danzu dadzu KD ny . Kuti danzu kudimbura chokudya chakaomarara nemazino, uchiita zvokuchiruma uchikakata. Kuti danzu kudambura kapazi kana zhizha kubva parakabatira.
dhu 	K 		ny 		dhu K ny . Kuti dhu kubuda kubva paunenge uri nechimbichimbi. Mbavha yakati dhu mumba ndokutiza.
dhu-u 	K 		ny 		dhu-u K ny . Kuti dhu-u kurangarira nhamo dzako wakanyarara uye wakadzamisa pfungwa. Mukomana wokudzingwa chikoro aitisa mwana wavanhu pamuviri, akagara pasi ndokuti dhu-u kufunga. kunun'unu .
dhudyu 	DK 		ny 		dhudyu DK ny . Kuti dhudyu kubaya chakapfava uchishandisa banga kana simbi.
dhugu 	KD 		ny 		dhugu KD ny . Kuti dhugu kubuda panhu nokukasika zvichiita kunge kutiza. Tose takati dhugu panze tanzwa kuti imba yaiva yotsva.
dhumbu 	DK 	5 	z 		dhumbu DK z 5 . Dhumbu inhembe yaipfekwa navarume, yaigadzirwa nematehwe akavedzengwa semidzonga.
dhunduru 	D- 	5 	z 		dhunduru D- z 5 . Dhunduru idutu revhu rinobva panocherwa mugero. Dhunduru ivhu rakaumbidzirwa, panodzvarwa mbeu dzakaita sembambaira.
dzamu 	D- 		ny 		dzamu tsamu D- ny . Kuti dzamu kutora tsimba izere yechinhu uchiita sokunge unotya kupedzerwa.
dashu 	KD 		ny 		dashu KD ny . dambu .
dhuropu 	DKD 	9 	z 		dhuropu DKD z 9 . Dhuropu chirwere cheunzenza chinoratidza kuvanhurume nokubuda kweurwa huchiita madonwe pachirombo.
dhuru dhuru 	DK+ 		ny 		dhuru dhuru DK+ ny . Kuti dhuru dhuru kutinhira kunoita motokari yakamira panzvimbo imwe.
dhuvhu 	DK 		ny 		dhuvhu DK ny . Kuti dhuvhu kuchera, sezvingaita mvura nemukombe. Bhiridha akati mvura dhuvhu nemugomo, ndokubva aiti pombe padhaka rokuvakisa.
dzaru 	KD 		pr 		dzaru KD pr . Ichi chipauro chemupanda 5 chinoreva chinhu chasakara. -tsaru .
dzatu 	KD 		ny 		dzatu KD ny . Kana chinhu chati dzatu chinenge chatushuka. Akabayiwa mota richibva rati dzatu. tusvu .
dzedu 	KD 		ny 		dzedu KD ny . Kuti dzedu kuruma kwekugudura chinhu. Gudo rakaisa ipwa mumukanwa maro, rikaiti dzedu kamwe chete.
dau 	D- 		ny 		dau tau D- ny . Kuti dau kusvetuka kunoita dacha richinomhara pakadaro.
dau 	KD 		ny 		dau tau KD ny . Kuti dau kubuda kunoita mbeva kana chimwe chinhu kubva pachinenge chakamanikidzika. Banya rakati dau richibuda mumwena, pakashaya akaona kwarakaenda. svatu . Kuti dau kurovera kunoita bhora pasi richizosimukazve kuenda mudenga. tomu, kwaku .
dimbu 	D- 		ny 		dimbu D- ny . Kuti dimbu kukaruka wawanikidza chinhu. Ndakati dimbu zigwama rizere mari, vana vadzingwa chikoro.
dinhu 	DK 		ny 		dinhu DK ny . Kuti dinhu kutsedura zvanga zvakatsigirwa kuti zvipinyuke. Mbeva yakati chirimbani dinhu, ndokubva yabatwa.
diutiu 	D- 	5 	z 		diutiu D- z 5 . dititi 5 .
chinyangu 	DKD 	7 	z 		chinyangu DKD z 7 . Chinyangu kusvuuka kwemiromo kunosakiswa nokunwa doro zvikuru kana nokusvuta fodya. chinyangwe 7, chinanzvi 7 .
chitsveru 	DDK 	7 	z 		chitsveru DDK z 7 . Chitsveru mutambo wekuti, kana vana voonekana, vanobata kana kudenha vamwe neruoko, zvekuti kana vanenge vatsvarwa vakasadzorera, vanoenda nechibodzwa. chitsvambe 7, chitsvare 7 .
chitubu 	DDK 	7 	z 		chitubu DDK z 7 . Chitubu inzvimbo inosinira mvura, kazhinji muzhizha, apo mvura inenge yanaya zvikuru. chisipiti 7 .
chitundu 	DKK 	7 	z 		chitundu DKK z 7 . Chitundu idutu rezvinhu zvinenge zvakaunganidzwa, ndokusungwa nokusungirirwa.
dekeshu 	KKD 		ny 		dekeshu KKD ny . Kana wanga uchifamba, ukazoti dekeshu , unenge watendeuka kudzokera kumashure kwawabva. Musikana akabva angoti dekeshu paakaona rume raive muchuru chaive mberi kwake. Kana ukati dekeshu chinhu chinodyiwa senzungu, unenge uchidzimenya dzakawanda.
deku deku 	KD+ 		ny 		deku deku KD+ ny . Kana uchitaura uchiti deku deku mazwi ose aunenge uchitaura anonatsonzikwa.
chinyu 	KD 				chinyu KD . Kuti chinyu kudavidza mumwe nenzira inomugodora iwe usina hanya nazvo.
chityu 	DK 	7 	z 		chityu DK z 7 . Chityu inyama yepadundundu remhuka, panosangana mutsipa nembabvu.
chipakupaku 	DKDKD 	7 	z 		chipakupaku DKDKD z 7 . Uku kuisa zvokudya mundiro uchichimbidzika.
chipandapakukutu 	DDDDKKK 	7 	z 		chipandapakukutu DDDDKKK z 7 . Urwu rumwe rudzi rwehowa. bandapakukutu 5 .
chivanhu 	D- 	7 	z 		chivanhu D- z 7 . Chivanhu magariro nemaitiro evaShona, kana kuti evanhu vatema vose zvavo. chikaranga 7 .
chipezhupezhu 	DKDKD 	7 	z 		chipezhupezhu DKDKD z 7 . Uyu munhu anotaurisa uye akangwara zvakapfurikidza.
dengu 	DK 	5>6 	z 		dengu DK z 5>6 . Dengu mudziyo wakarukwa zvakanaka une mukati munotakurirwa zvinhu zvakaita sembeu.
denhu 	DK 		ny 		denhu DK ny . Kana nzvimbo yakati denhu inenge yakadzikira. Kana uchiti denhu unenge uchiita kuti chimwe chinhu chitange kuitika. Kuti denhu kuita zvinhu zvinotsamwisa umwe munhu pasina zvaakutadzira. Kuti denhu kudzika kunoita chinhu, chichifamba pakadzikira chichibva pakakwirira. Kuti denhu kubuda kunoita zvinhu zvichibva pazvanga zviri zvichienda pasi. denhe .
kwashu 	KD 		ny 		kwashu KD ny . Kuti kwashu kudambuka zvikuru kwetambo kana gavi kuita zvipande zviviri. Kuti kwashu kutanga kuita chimwe chinhu nokukasira, uye dzimwe nguva zvisina chifungidziro. Mai vakafumoti kwashu kuenda kumunda, zvekuti pakazosvika sekuru vainge vatoenda.
kwatsu 	KD 		ny 		kwatsu KD ny . kwatsamu .
kwatu 	DK 		ny 		kwatu DK ny . Kuti kwatu kubvisa ganda kana chimwe chinhu chepamusoro chinenge chakavhara zviri mukati kana pasi.
kanyu kanyu 	DK+ 		ny 		kanyu kanyu kanye kanye DK+ ny . Kana uchiti kanyu kanyu sadza nomukaka unenge uchizvisanganisa uchidya.
kwau 	K- 		ny 		kwau K- ny . Kuti kwau kuoma kwakanyanya kunoitika kana mvura yapera kupwa murwizi, kana mupoto iri pamoto. Dhamu iri ndiro rava kuomesa rwizi rwedu nekuti, kubvira zvarakavakwa, rwizi irworwu harwuchambonyatsooneki parwo.
maiguru 	K- 	1a 	z 		maiguru amaiguru K- z 1a . Maiguru mukoma waamai. Maiguru mukadzi wehanzvadzi. Maiguru mukadzi wemukoma wemurume. Maiguru mukadzi wemukoma. Maiguru mukoma wemukadzi wako. Maiguru mukadzi wemukoma wababa. Maiguru mukomasikana. sisi 1a . Maiguru mukadzi mukuru kune mumwe pabarika.
mbetu 	KD 		ny 		mbetu KD ny . Kana tsuro ikati mbetu unenge wangoiona kwenguva diki.
kapu 	D- 		ny 		kapu D- ny . Kuti kapu kupurura ziya noruoko. Ndakati ziya kapu ndakotoroka mundima. Kuti kapu kubvisa furo mumukaka uchiita zvokuwurura nechepamusoro. weru . Kuti kapu kubvisa ganda kana gwati romuti. svuu .
kapu 	KD 	9>6 	z 		kapu KD z 9>6 . Kapu kamudziyo kadiki kano mubato, kanoshandiswa kunwira tii, kana mvura, kana zvimwewo zvinwiwa. komichi 9 .
komu 	KD 		kanu 		komu KD kanu . Iri izwi rinoshandiswa kudaidzira kuti mombe dzitenderere dzidzokere shure, kana dzasvika kwakaperera muforo, pamunenge muchirima negeja.
makomu 	DKD 	6 	z 		makomu DKD z 6 . Makomu inzvimbo inoperera muforo, uko kunodzokera mombe kana dzichirima mumunda.
kwazhamu 	KKD 		ny 		kwazhamu KKD ny . Kuti kwazhamu kurova munhu kumeso kana musoro nembama inorwadza chaizvo. Kuti kwazhamu kurova mashizha kana michero iri mumuti nemaponza kana matanda kuti zvidonhe pasi.
kapupu 	D- 	12 	z 		kapupu D- z 12 . Aka kahuku kadiki kachiri kukura. mhupu 9, mhupumira 9 .
makuku 	DKK 	6 	z 		makuku DKK z 6 . Makuku muripo unobhadharwa nemunhu anenge achiratidza rukudzo kumunhu waanenge akanganisira. Joramu akabatiswa makuku natezvara vake mushure mekunge arova mukadzi wake.
makutukutu 	D- 	6 	z 		makutukutu D- z 6 . Izvi zvinhu zvakawanda chaizvo. Baba ava vakaripisa mukuwasha wavo makutukutu emazimari paakaroora mwana wavo ane dgigirii.
karu 	D- 		ny 		karu D- ny . Kuti karu kurohwa nehana kana kukahadzika, pachinge paita chinhu chakushamisa nokukutyisa. Wakati karu, aona nyoka mberi kwake. kanu .
mamhanzu 	DDK 	6 	z 		mamhanzu DDK z 6 . Mamhanzu upfu hune zvimedu zvakawanda zvechibage kana zvechimwe chinhu zvisina kutsetseka. mabande 6 . Mamhanzu zvipitsi zverukweza kana chimwe chirimwa, zvinowira pasi kana munhu achikuya paguyo. mabande 6 .
kwenyu 	DK 		ny 		kwenyu kwenu DK ny . Kuti kwenu kungoti marei mumwe munhu panenge pachivava kana kuswinya. Haungonditi kwenu here, nhai shamwari, pari kuvava musoro wangu apa? Kuti mumwe munhu kwenyu kumumara zvishoma kuti acheuke.
kashu 	KD 		ny 		kashu KD ny . Kuti kashu kudambura nemazino, sezvingaita imbwa ichidya nyama.
kwibu 	KD 		ny 		kwibu KD ny . Kuti kwibu kukaruka vanhu vava kuseka. Takati kwibu tose apo mudzidzisi akatuka John.
ku ku ku ku 	K+ 		kanu 		ku ku ku ku K+ kanu . Kana munhu achiti ku ku ku ku anenge achidaidza huku kuti dzizodya zvaanenge achidzikushira. kipu kipu .
kubu 	KD 		ny 		kubu KD ny . Kuti kubu kurara kwemunhu akaneta, anongoti akasvika pakurara hope dzomva dzamutora.
kubvu 	DK 		ny 		kubvu DK ny . Kuti kubvu kurira kunoita chinhu chihombe kana chichiwira mumvura.
manheru 	DDK 	6 	z 		manheru DDK z 6 . Manheru inguva dzinotevera masikati apo zuva rinenge ranyura, kwava kusviba kana kuti kwatosviba. Manheru izwi rinoshandiswa pakumhoresa vanhu nguva dzekunze kwasviba. madekwana 6 . Manheru usiku hwapfuura. madeko 6 .
manhuchu 	DKD 	6 	z 		manhuchu manyuchu DKD z 6 . Manhuchu chibage chinotswiwa, chozobikwa, chomonwa nedovi, chinodyiwa sesadza kana kunwiswa tii.
manyaunyau 	D- 	6 	z 		manyaunyau D- z 6 . Uku kumiramira kunoita bvudzi mumusoro pamusana pekutya. manyau 6 .
kateredemu 	DKDKD 	12 	z 		kateredemu DKDKD z 12 . Urwu rudzi rweshiri inobata tupuka twainodya ichibhururuka, inonyanyowanikwa padyo nenzizi.
mabadu 	D 	6 	z 		mabadu D z 6 . Mabadu chiitikwa chinofadza, chakanaka. Kumutambo kwaFadzi kwakanga kuri kumabadu. madambu 6, makuwerere 6 .
mabandu 	DDK 	6 	z 		mabandu mabandi DDK z 6 . mabande 6 .
kavangu 	KKD 		ny 		kavangu kavanju KKD ny . Kuti kavangu kutushuka kunoita zvinhu zvinenge zvakaita mvura mvura. kabvau .
kumu 	KD 		ny 		kumu KD ny . Kuti kumu kubvisa chipfeko pamuviri nokukasira. Patakapedzisira kumuona, akangosvika kumba ndokuti kumu kumu hembe dzekubasa, pfekei makaki, ndiye panze dhugu. Kuti kumu kukurumidza kusununguka kana kubva kungaita simbi kana bhaudhi paranga rakabata.
kavu 	DK 		ny 		kavu DK ny . Kuti kavu kubanha kana kuti kupfura nemakumbo.
kazhu 	DK 		ny 		kazhu DK ny . Kuti kazhu kungotema usina hanya nokuti waita mutemeroi.
kazhumu 	DDK 	12 	z 		kazhumu DDK z 12 . Kazhumu tuvhudzi tunosara pakanzvimbo kadiki, panogerwa munhu musoro.
mareyamhuru 	DKKDK 	6 	z 		mareyamhuru DKKDK z 6 . Uku kuchinjika kunoita mwana ari mudumbu ramai vake, zvinogona kukonzera njodzi. Ichi chipo chinopiwa nyamukuta anenge abatsira pakusununguka kwemudzimai, zvikuru kana pane zvanga zvichinetsa pabasa racho.
madambu 	DKD 	6 	z 		madambu DKD z 6 . Kana zvichinzi nhasi ku madambu zvinenge zvichireva kuti musi iwoyo hakuna chakanaka, vanhu vachanakidzwa zvekuti huya hande. makwishu 6 .
-kuru 	K 		pr 		-kuru K pr . Chinhu chi kuru ndechine muviri kana muturu muhombe, kana kuti chinozadza nzvimbo hombe, kana kuti chakakwirira kuenda mudengadenga. -hombe .
kurundundu 	D- 		ny 		kurundundu D- ny . Kuti kurundundu kungogara wakati zii, usingadi kutaura nevanhu. Patakasvika pamba patete, takawana murume wavo akangoti kurundundu, zvekuti takabva taoneka tisati toda.
marubvurubvu 	DKDKD 	6 	z 		marubvurubvu urubvurubvu DKDKD z 6 . Kana chingwa chakaita marubvurubvu chinenge chakamwararika chisina kunyatsochekwa.
mashambanzou 	D- 	6 	z 		mashambanzou mashambazhou D- z 6 . Iyi inguva yemangwanani-ngwanani, zuva risati rabuda.
madu 	KD 		ny 		madu medu KD ny . Kuti madu kudimbura kana kugurira chinhu chakaomarara. mhedu .
kutu 	KD 	9 	z 		kutu KD z 9 . mbwanana 9 .
kutu kutu kutu 	K- 		kanu 		kutu kutu kutu K- kanu . Kana munhu achiti kutu kutu , anenge achidaidzira mbwanana kuti dzizodya kana kuuya pauri.
mafufu 	DKD 	6 	z 		mafufu DKD z 6 . Mafufu umvurumvuru hunosara hwakangomwararika kubva pane zvamanga muchidya, zvakaita sechingwa. Mafufu makanda anoputira tsanga dzechibage kana kuti nzungu kana zvimwewo zvirimwa.
kipu kipu 	KD+ 		kanu 		kipu kipu KD+ kanu . Kana uchiti, " Kipu kipu , " unenge uchidaidzira huku kuti dziungane pauri, kazhinji uchitodzimwaira tsanga kuti dzidye. kipi kipi kipi .
kirabhu 	DKD 	9>10/6 	z 		kirabhu DKD z 9>10/6 . Kirabhu ibato kana kuti chikwata chevanhu vanobvumirana nechinangwa chimwe chokuita zvinhu zvimwe chete. Ndiri nhengo yekirabhu yemadzimai yokusona. Shamwari, ko bhora wava kutambira kirabhu ipiko mazuvano? Kirabhu inzvimbo inoshandiswa nenhengo kana sangano kuitira mitambo yakasiyana, kana kutandarira vanhu vachinwa zvavo. Uchasvika kurirabhu here nhasi manheru?
kirimu 	DKD 	9 	z 		kirimu DKD z 9 . Kirimu ruomba kana kuti mafuta anotorwa nechepamusoro pemukaka.
kuzvu 	DK 		ny 		kuzvu DK ny . Kuti kuzvu kukuvara zvishomashoma kwekungobva rukanda rwepamusoro, mushure mekukweshera pamwe panhu.
materu 	DKD 	6 	z 		materu DKD z 6 . Materu inzvimbo yakatenukira zasi. ANTONYMS mukwidza 3.
matigimu 	DKKD 	1a 	z 		matigimu DKKD z 1a . Matigimu munhu ane mukundo anongorova vamwe nguva dzose.
kiyinu 	KKD 		ny 		kiyinu KKD ny . Kuti kiyinu kuvhurika kunoita ganje kana watenderedza kamwana karo mukati maro. ANTONYMS kiye.
kwachu 	D- 		ny 		kwachu D- ny . Kuti kwachu kubvisa chimedu uchiruma nemazino zvine simba. Kuti kwachu kutora mari kana zvimwe zvinhu zvakawanda panguva imwe cheteyo.
kwaku 	D- 		ny 		kwaku D- ny . Kuti kwaku kutanga kufamba pasina chifungidziro. Tsotsi payakaona mapurisa yakabva yati kwaku ichipinda mumota, ndiye hutu kuenda.
matsenganzungu 	DKKDK 	6 	z 		matsenganzungu DKKDK z 6 . Apa ndepanosangana shaya yepamusoro neyepazasi.
matumbu 	D- 	6 	z 		matumbu D- z 6 . Matumbu ura hwemhuka. Matumbu emombe anonaka chaizvo kana akazanganiswa neguru nemuriwo. dumbu 5 .
matunduru 	D- 	6 	z 		matunduru madunduru D- z 6 . Aya maitiro ekugara mumwe pachipfuva kana muchirwa.
-kobvu 	DK 		pr 		-kobvu DK pr . Kana chinhu chichinzi chi kobvu chinenge chakakora. Farai mukobvu zvake asi anomhanya semhepo. -femu . ANTONYMS -tete.
kwamu 	D- 		ny 		kwamu D- ny . Kuti kwamu kurova munhu nembama kumeso kana mumusoro. kwa . Kuti kwamu kubvisa gwande remuti kana chimwe chinhu pachinenge chakanamira.
kwarakwashu 	KKKD 		ny 		kwarakwashu KKKD ny . Kuti kwarakwashu kusimuka nekukasika kukuru, kunoita munhu ange akagara kana kuvata. Kuti kwarakwashu kuita chinhu nekukasira uye usina kumbotaurira vanhu kuti ndozvauchaita.
kwaranzu 	KKD 		ny 		kwaranzu KKD ny . Kuti kwaranzu kukwenya nenzara uchikasira zvikuru, uye uchisiya mitaro mirefu chete yeshena.
mazuruzuru 	D- 	6 	z 		mazuruzuru D- z 6 . Uku kutya kunoita munhu anoziva kuti akapara mhosva.
jemhu 	KD 	5 	z 		jemhu KD z 5 . Jemhu kudya kunonamirwa pachingwa, kunotapira, kunogadzirwa nemichero nezvimwewo zvirimwa. jamhu 5 .
jenaguru 	DDKK 	5 	z 		jenaguru DDKK z 5 . Iyi inguva iyo usiku hunenge hwakati ngwe kuchena, nokuti mwedzi unenge uchibuda uri denderedzi rizere. Pwere dzinotamba panze mujenaguru.
jenyengu 	KKD 				jenyengu KKD . Jenyenga kuva netsika yekukurumidza kushatirwa nekupindura vamwe zvine ukasha.
jenyuchenyu 	D- 	5 	z 		jenyuchenyu D- z 5 . Uku kucheka-cheka nebanga. Uku kutsemuka-tsemuka kunoita ivhu rechidhaka kana raoma.
gundu 	K- 	5 	z 		gundu K- z 5 . Gundu mweya unonhuwa.
gwerenu 	KKD 		ny 		gwerenu KKD ny . Kuti gwerenu kubvisa mazariro epadanga kana pabindu.
gweru 	DK 	5 	z 		gweru hweru DK z 5 . Gweru imhuka inogara mumwena, uye inodya masvosve nemajuru nguva dzousiku. bikita 5, gwiribidi 5 .
hurududu 	D- 		ny 		hurududu D- ny . Kuti hurududu kusuwa nokushungurudzika sezvinoita munhu afirwa.
hurukuru 	D- 	9>10 	z 		hurukuru D- z 9>10 . Ava vana vane makanda ane unye hunovava, vanoberekwa nemuti unokura wakatambarara. hohoshwa 9 . Urwu ruzha runoitwa netsuro painenge ichimhanya.
hutu 	KD 		ny 		hutu KD ny . Kuti hutu kubva panzvimbo kana kunyangarika nokukasika zvokusazoonekwa zvakare. Chitundumuseremusere chakati hutu chakananga kumakore. tande .
gunduru 	K- 		ny 		gunduru K- ny . Kuti gunduru kupedza chinhu chawanga uchidya kana kunwa. Kuti gunduru kukunguruka kwechinhu chakavhurika pakati, chinorema. Dhiramu rakadonhera pasi, richibva rati gunduru paruware. Kuti gunduru kuita ruzha runonzwikwa, sezvinoita mugomo unenge warohwa nedombo.
gungu 	KD 		ny 		gungu KD ny . Kuti gungu kugumbuka kana kushungurudzika.
gungunduru 	K- 		ny 		gungunduru K- ny . Kuti gungunduru kupedza chokudya kana chokunwa chawanga unacho. Kuti gungunduru kukunguruka kwechinhu chine buri pakati, uye chinorema. Kuti gungunduru kuita ruzha runokonzerwa nokurova chinhu chakaita somugomo nedombo.
gwimbu 	KD 		ny 		gwimbu KD ny . Kuti gwibu kupazura bazi romuti.
gwipfu 	KD 		ny 		gwipfu KD ny . Kuti gwipfu kugura namaoko. Akati musuva gwipfu, ndokukanda mumuromo.
hwakumukwaku 	D- 	9 	z 		hwakumukwaku D- z 9 . Uku kufamba kunoita datya richisvetuka-svetuka. gwakumukwaku 5 . Uku kushandisa nzira dzakawanda dzokuzviraramisa komunhu anoshaya.
hwamu 	DK 		ny 		hwamu DK ny . Kuti hwamu kufura uswa hwakawanda panguva imwe, sezvinoita mombe ine nzara.
hwapu 	DK 		ny 		hwapu DK ny . hweshu .
kanduru 	KDD 	5/9>6 	z 		kanduru kanduro KDD z 5/9>6 . Kanduru kamwenje kanobaka nokutungidza tambo inozopisa mafuta akabikwa akaita chimuti chakaimbandika. kandyera 5 .
gunyengu 	DKD 	1a 	z 		gunyengu DKD z 1a . Gunyengu munhu anoita kunge anofarira mumwe munhu, asi kana asipo omunyomba.
hwashu 	DK 	9>10 	z 		hwashu DK z 9>10 . Hwashu ishangu yakashama, ine tumabhande chete pamusoro. nyatera 5 .
guru 	DK 	5 	z 		guru DK z 5 . Guru inengo yedumbu remhuka, munogayiwa chikafu chose chinenge chadyiwa, rakafanana nematauro okugezesa mukati maro.
guru 	K- 	5 	z 		guru K- z 5 . Guru imhuri yomurume mumwe chete inenge iine vakadzi vakawanda navana vazhinjiwo. Shanje yepaguru inourayisa. barika 5 .
gurugudyu 	DDDK 		ny 		gurugudyu DDDK ny . Kuti gurugudyu ruzha runoitika kana munhu achimedza chinhu nokukasika.
hachu 	KD 		ny 		hachu KD ny . Kuti hachu kubvutira munhu chaanenge akabata mumaoko. Chikwama chakanzi hachu, Tendai ndokusara abata mhepo. haku, hatu, katu . Kuti hachu kubata chinhu chinenge chakandwa mumhepo, chakaita sebhora. haku, hatu, katu .
hafu 	KD 	9>10/6 	z 		hafu KD z 9>10/6 . Hafu ndechimwe chezvidimbu zviviri zvakamurwa zvakaenzanirana. Hafu yegore mwedzi waChikumi.
haijambu 	KDKD 	9 	z 		haijambu KDKD z 9 . Uyu mutambo wokuuruka tambo kana rumuti ruri pakakwirira, uchipota seri kwarwo. Vana vanoita makwikwi ehaijambu kuchikoro.
hwembu 	DK 		ny 		hwembu DK ny . Kana munhu achiti hwembu anenge achimwa mukaka wakakora. Kuti hwembu kukweva chinhu chinotatamuka sezvakaita ndande.
hweru 	DK 	9>10 	z 		hweru DK z 9>10 . hwiribidi 9 .
hweshu 	D- 		ny 		hweshu D- ny . Kana munhu akati hweshu anenge abva panzvimbo yaanenge ari nokukasira.
hweshu 	KD 		ny 		hweshu KD ny . Kuti hweshu kubata munhu nemaoko nekukasika.
jinyu 	KD 	5 	z 		jinyu KD z 5 . Jinyu itsika yekutsamwa uchipindura vamwe mazwi magaramwoyo, zvine hasha mukati. uchenye 14, hwachu 9 .
juru 	DK 	5 	z 		juru DK z 5 . Juru kapukanana kakada kuita sesvosve, uye kane musoro mutsvuku nenyanga dzakatesva dzinoruma, kanogara mumwena, muchuru.
gurungundyu 	DKDK 		ny 		gurungundyu [gurungutyu] DKDK ny . Kuti gurungundyu kumedza nokukasika.
gururu 	D- 		ny 		gururu D- ny . Kuti gururu kuomba kwemhuka. gwiriri . Kuti gururu kuridza ngonono kwemunhu kazhinji kana akarara. gwiriri .
gurusvusvu 	K- 	5 	z 		gurusvusvu [gurusvasvi, gurusvisvi] K- z 5 . gurumusvusvi 5 .
hakanu 	KKD 		ny 		hakanu KKD ny . Kuti hakanu kuregedzeka kwepange pakabatanidzwa nenzira yekukochekera. Bhande rakati hakanu, bhurugwa rikadonha pazere vanhu. kochono .
hamvuropu 	KDDD 	9>10 	z 		hamvuropu KDDD z 9>10 . Iri ibutiro repepa rinoiswa tsamba isati yaindiswa kuposvo. Ndakaputira tsamba yomudiwa wangu muhamviropu ina maruva.
hwibu 	KD 		ny 		hwibu KD ny . Kuti hwibu kugura kana kucheka chinhu kamwe chete. Kuti hwibu kusimudza mudziyo waunenge uchishandisa nokukasika.
gushu 	DK 	5 	z 		gushu DK z 5 . Gushu idende rokuisira zvokudya kana munhu ari parwendo. guchu 5 . Gushu itsvina yegwai inonamira pamvere dzayo.
hangachepfu 	KDDD 	9>10 	z 		hangachepfu hengechepfu KDDD z 9>10 . Iri ijira diki rinoshandiswa kufurisa madzihwa kana kupukuta dikita. Hangachepfu yevanoputa bute haitani kusviba.
kabu 	KD 		ny 		kabu KD ny . Kuti kabu kuruma nyama. Bere rakati mombe kabu pachidya. Kuti kabu kurara panze kana kuti usina chawakafuka. Kuti kabu kurara kwemunhu kana mhuka yakafa. kungunya . Kuti kabu kuzara kana kuzarisa komudziyo kana rukova. nde .
kabvau 	KKD 		ny 		kabvau KKD ny . Kuti kabvau kudambura kana kumwaura chinhu panzvimbo huru. bvaru . Kuti chinhu kabvau kuchicheka nechimwezve chinhu chakapinza. randau .
gutsu 	KD 		ny 		gutsu KD ny . Kuti gutsu kukwidza musoro kudenga nokuudzikisa kuratidza kuti uri kubvumirana nezvinotaurwa. Paitaura baba vake, mwanakomana aingoti gutsu musoro kuratidza kuti aifarira zvavaitaura.
gutukutu 	D- 	5 	z 		gutukutu D- z 5 . Iri zimweya rinonhuhwa zvokutadzisa kufema, uye rigona kurutsisa. Muhacha une gutukutu rinobuda munguva dzechirimo. gwema 5 .
hanzu 	DK 	9>10 	z 		hanzu DK z 9>10 . Hanzu inguo kana nhumbi inopfekwa nomunhu. hembe 9, .
-hwu 	K 		rp 		-hwu -bwu K rp . Iri idzinde rechiratidzapedo chinoshadiswa mumupanda 14. Upfu uhwu hwava kutoda kuora nokuti hwagarisa.
kachu 	DK 		ny 		kachu DK ny . Kana ukati chinhu kachu nebwe unenge wachitswanya.
kadabu 	KKD 		ny 		kadabu KKD ny . Kuti kadabu kubvisa chipandi nokuruma kana kucheka. Kuti kadabu kuchera zvine simba.
kadimbu 	DKD 	12 	z 		kadimbu DKD z 12 . chidimbu 7 .
kadzimu 	DKK 	12 	z 		kadzimu DKK z 12 . Kadzimu mweya womufi unoramba kunyaradzwa kana kuripirwa.
guvhu 	K- 	5 	z 		guvhu K- z 5 . Guvhu kapundu kari nechokuzasi kwedumbu romunhu, kanova iko kanosara pachekwa ura hwunobatanidza mwana namai wake achiri mudumbu.
guyu 	D- 	5 	z 		guyu D- z 5 . Guyu muchero unodyiwa womuti womukuyu unoita upfu hwunovavirira kana hwaibva.
hatu 	KD 		ny 		hatu KD ny . Kuti hatu kubata noruoko chinhu chiri, kana kuti choda, kutiza kana kudonha. katu . Kuti hatu kubata chinhu chinenge chakandwa mumhepo. katu .
ihwohwu 	KDK 		rp 		ihwohwu KDK rp . Ichi chiratidzapedo chetsinhiro chinoshandiswa mumupanda 14. Upenyu hwatiri kugara ihwohwu hunotoyemurwawo nevamwe vakawanda.
kakachu 	KKD 				kakachu KKD . Kuti kakachu kudambura chokudya nemazino, sezvaungaita nyama yakaoma.
