a 	K 	1a\9 	vm 		a K vm 1a\9 . Iri ivaramwana rinodaidzwa richinzi a-a , riri pekutanga mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
sipinachi 	DKDD 	9 	z 		sipinachi sipinichi DKDD z 9 . Uyu muriwo une mashizha akasvibira, une tumatanda twemashizha machena unopweva uchiita mushoma kana wabikwa.
sipiti 	K- 		ny 		sipiti K- ny . Kuti sipiti kumira munhu akati tasa.
siponono 	DKKK 	9 	z 		siponono DKKK z 9 . Uyu munhukadzi akanaka pameso napachimiro.
siraha 	DKD 	9 	z 		siraha DKD z 9 . Siraha inzvimbo inourayirwa zvipfuwo.
-sirima 	K 				-sirima K itik . Kana chiitiko chichi sirima chinenge chichiramba chichiitika kwenguva refu.
-siririsa 	K 				-siririsa K itik . Kana zvinhu zvichi siririsa zvinoita kuti unzwe tsitsi dzakawanda.
-sisa 	D 				-sisa D it . Kana mombe ichi sisa inenge ichibuda mukaka wakawanda zvikuru. Sirika inosisa zvokuti inozadza chigubhu iri yoga.
sisi 	DK 	1a 	z 		sisi DK z 1a . Sisi ihazvanzisikana yako. Sisi mukoma wako asi imi muri vanhukadzi mose.
sisita 	KDD 	1a 	z 		sisita KDD z 1a . Sisita munhukadzi asingaroorwi, akapikira kushandira Mwari upenyu hwake hwose. Sisita munhukadzi ane chinzvimbo chikuru choukoti.
sitachi 	DKD 	9 	z 		sitachi DKD z 9 . Sitachi mushonga unoiswa pahembe, kuti dziite mitanda kana kuti mipono inogara kwenguva yakareba.
sitaki 	DKD 	9/5>6 	z 		sitaki DKD z 9/5>6 . Sitaki idutu rechibage chinenge chakamiswa, chakamirira kufururwa. dutu 5 .
sitata 	DKD 	9 	z 		sitata DKD z 9 . sitati 9 .
sitati 	DKD 	9 	z 		sitati DKD z 9 . Sitati kamuchina kanomutsa injini yemota kana yeimwewo michina. sitata 9 .
sitayira 	DKDD 	9<10 	z 		sitayira DKDD z 9 <10 . sitaera 9 .
siti 	KD 	9 	z 		siti KD z 9 . Siti chigaro chomubhazi kana mumotokari kana mundege, kana pamwewo panogara kana kutakurwa vanhu.
-sitirecha 	D 				-sitirecha D it . Ku sitirecha kupisa vhudzi kuti ritasanuke.
sitokononzi 	DKDDD 	5 	z 		sitokononzi DKDDD z 5 . Ichi chipfeko chomutsoka chonotatamuka, chinopfekwa pasi peshangu. sokisi 5 .
siwichi 	DKI 	9 	z 		siwichi DKI z 9 . Siwichi chinhu chaunodinhura kuti magetsi ashande kana kumira kushanda.
-siyana 	K 				-siyana K itik . Kana zvinhu zvaka siyana zvinenge zvisina kufanana. Maonde nechakata michero yakasiyana.
siye 	KD 	9>10 	z 		siye KD z 9>10 . tsiye 9 .
-siyidzana 	K 				-siyidzana K itik . Kana vanhu va siyidzana vanenge varwa kana kutamba zvakaenzana, pasina akunda mumwe.
-so- 	K 		vp 		-so- K vp . Ichi chivakapakati chinoratidza zvakaitika kare. Baba vakasoenda kubasa kare kare.
sobodo 	D- 		ny 		sobodo D- ny . Kuti sobodo kudya zvishoma nezvishoma.
soda 	KD 	9 	z 		soda KD z 9 . Soda munyu unokasira kunyunguduka, unoiswa muderere kuti rigorera zvakanaka. svoda 9 .
soja 	KD 	5 	z 		soja KD z 5 . uto 5 .
-sokera 	K 				-sokera K it . Kana uchi sokera unenge uchiramba uchidya, asi iwe waguta. Kana uchi sokera unenge uchitamira kune rimwe dunhu rine vanhu vausina ukama navo.
soko 	DK 	5 	z 		soko DK z 5 . shoko 5 .
sokunge 	DKD 		bat 		sokunge DKD bat . senge .
sokuti 	DKD 		bat 		sokuti DKD bat . senge .
-someka 	D 				-someka D it . -simika .
sondo 	D- 	5/9>6 	z 		sondo D- z 5/9>6 . svondo 9 .
sondya 	DK 	5 	z 		sondya shondya DK z 5 . Sondya igonye dema rinodyiwa, rinogara mumupani uye rinoonekwa kana mvura yanaya. dora 5 .
-songana 	D 				-songana D itik . -sangana .
sonhomo 	KKD 		ny 		sonhomo KKD ny . Kuti sonhomo kuputsika, wobva waita zvokupidiguka-pidiguka.
sonono 	D- 		ny 		sonono D- ny . Kuti sonono kutevera chimwe chinhu pose pose. Bhoki yakanga yakati sonono naVaMuchazvirega, vachienda kudoro.
-sopera 	K 				-sopera K it . Ku sopera kuita kuti mukadzi asada murume wake, mushure mokunyengwa nomumwe.
-sora 	K 				-sora K it . Ku sora kufamba uchiongorora vanhu ivo vasingazvizivi.
sori 	KD 	9 	z 		sori KD z 9 . Sori inhumbi tema inopfekwa nomunhu akafirwa.
soro bandamba 	K- 	5 	z 		soro bandamba K- z 5 . Uku kuramba uchingosangana nezvinhu zvisingakufadzi. munyama 3 .
sororo 	D- 		ny 		sororo D- ny . Kuti sororo kusvika kana kubva panhu zvinyoronyoro, pasina akuona.
-sosa 	D 				-sosa D it . -shosha .
soseji 	KDD 	9>10 	z 		soseji KDD z 9>10 . sochisi 9 .
soso 	K- 	9>10 	z 		soso K- z 9>10 . tsotso 9 .
-sosota 	K 				-sosota K it . Kana uchi sosota huni unenge uchibvisa tusoso tusina basa pahuni hobvu.
-sosotedza 	D 				-sosotedza D it . Ku sosotedza kupinza chinhu mune chimwe, zvokunge kumanikidzira. Ku sosotedza kuisa mbatya mumvura.
sudunu 	D- 		ny 		sudunu D- ny . Kuti sudunu kusunungura panga pakasungwa. tepfenyu .
suduru 	D- 		ny 		suduru D- ny . Kuti suduru kubva pawanga, uri uchienda nechekure zvishoma. Pavaitaura nyaya dzomusha wavo vakamboti suduru kubva pana vanhu.
-sudzunura 	DKDKD 				-sudzunura DKDKD it . Ku sudzunura kubvisa pakasungwa. -svudzunura .
sukauta 	DDDK 	9 	z 		sukauta DDDK z 9 . Ichi chipo chen'ombe kana mbudzi chinopiwa muzukuru, musure mokunge afambisa nyaya yekugovewa kwenhaka yasekuru mufi.
-sukudza 	K 				-sukudza K it . Kana uchi sukudza nzvimbo unenge uchiiziva nokuda kokuti unenge wakagara mairi kwenguva refu. Ku sukudza kubatsira mwana kudya, uchitora ruoko rwake rune chikafu uchiruisa pamuromo wake. -tsukura .
sukukuviri 	K- 	9 	z 		sukukuviri K- z 9 . sikukuviri 9 .
sukunu 	D- 		ny 		sukunu D- ny . sudzunu .
sukupenzi 	DDKD 	9>10 	z 		sukupenzi DDKD z 9>10 . sisipenzi 5 .
-sukura 	K 				-sukura K it . Kana uka sukura chawakabata unenge wachiregedza.
-sukusa 	K 				-sukusa K it . -tsukutsa .
-sumba 	D 				-sumba D it . Ku sumba kusatya zvinhu zvinotyisa. Ku sumba kuda chaizvo kuti chimwe chinhu chiitike. Akasumba kuti dai kwakanaya, kuti asaende kumunda. -shumba .
-sumba 	K 				-sumba K it . -shumba .
sumu 	KD 		ny 		sumu KD ny . simu .
-sumudza 	K 				-sumudza K it . -simudza .
-sumukira 	K 				-sumukira K itik . -simukira .
suna 	KD 		ny 		suna KD ny . Kana chinhu chati suna , kumusoro kwacho kunenge kwakataridzwa pasi.
sunasuna 	KDKD 		ny 		sunasuna KDKD ny . Kuti sunasuna kukotamira pasi.
sunata 	D- 		ny 		sunata D- ny . Kuti sunata kunwa uchiita zvokusveta. -natira .
-sunda 	D 				-sunda D it . Kana uchi sunda unenge uchishandisa simba remumaoko kuendesa chaunosunda mberi.
sunde 	D- 		ny 		sunde D- ny . Kuti sunde kungoregera chinhu chawanga wakabata kana kuchengeta. Mwana akangonzi kuchikoro sunde, asina kumbodya chinhu. suku, supfu .
-sundikidza 	D 				-sundikidza D it . -sundidzira .
-sundumidza 	D 				-sundumidza D it . -sundaidza .
-sunga 	D 				-sunga D it . -tsunya .
-sunganidzo 	KKKD 	9 	z 		-sunganidzo KKKD z 9 . Ichi chinhu chinobatanidza zvinhu zviviri.
-sungira 	K 				-sungira K itik . Ku sungira itsika yokuti murume anondobaya mbudzi kwatezvara, kana mukadzi ava nepamuviri pokutanga.
sungunu 	KKD 		ny 		sungunu KKD ny . Kuti sungunu kuregerera kwezvinhu zvanga zvakasungwa pamwe chete.
-sungwa 	K 				-sungwa K itik . Kana mudzimai aka sungwa anenge ashandisirwa mushonga kuti asabara vana.
sunhu 	DK 		ny 		sunhu DK ny . Kuti sunhu kuregedza zvaunazvo.
-sunika 	K 				-sunika K it . Kana uka sunika kupfeka nhumbi unenge wataridza mberi sure, kana kuti waipfeka kunze kuri mukati. -shunika, -shandika .
-sunungura 	K 				-sunungura K it . -sungunura .
sununu 	KKK DDD 	5 	z 		sununu KKK DDD z 5 . Sununu munhu kana mhuka inofamba isingatarisi kwainoenda.
-sunya 	D 				-sunya D it . -tsunya .
-sunyaira 	K 				-sunyaira K itik . Kana munhu achi sunyaira anenge akafinyamisa pameso achinge anozvida kana akatsamwa.
supe 	D- 	5 	z 		supe D- z 5 . sope 5 .
supfu 	D 		ny 		supfu D ny . suku .
-supfura 	D 				-supfura D it . Ku supfura kurega chawanga wakabata zvine simba chichienda.
sure 	K- 	17a 	z 		sure K- z 17a . Sure inzvimbo yawafuratira, kana kuti kwawabva. shure 17a .
surududu 	K- 		ny 		surududu K- ny . Kuti surududu kurereka musoro kokuratidza kusuwa.
-surudzira 	D 				-surudzira D it . -shuridzira .
-suruka 	K 				-suruka K it . Kana maheu aka suruka anenge agarana, masese ari pasi, mvura iri pamusoro.
suruko 	KKD 	9 	z 		suruko KKD z 9 . Suruko kutambudzika kokushaya munhu wokugara naye kana wokutamba naye.
-surumusa 	K 				-surumusa K it . Ku surumusa kubatsira mudzimai kuzvara, sezvinoitwa nanyamukuta.
-sururidza 	K 				-sururidza K it . -sururudza .
susubheri 	KKDD 	5 	z 		susubheri KKDD z 5 . Uyu muchero unoita vana vanoibva vachiita yero, vanotapira. guzubheri 5, guzvuveri 5 .
-susuma 	D 				-susuma D itik . Kana vanhu vachi susuma vanenge vachifamba vakwanda.
susupenzi 	DDKK 	9>10 	z 		susupenzi DDKK z 9>10 . sisipenzi 9 .
-suta 	K 				-suta K itik . Ku suta kupfeka mbatya dzakanaka chose. -purira, -svuta .
sutu 	KD 	9>10 	z 		sutu KD z 9>10 . Sutu ibhachi rinoenderana nebhurukwa rayo kana nesiketi yaro. svutu 9 .
-suwa 	K 				-suwa K itik . Kana munhu aka suwa anenge usina mufaro.
suzwe 	DK 	1a 	z 		suzwe DK z 1a . Suzwe munhu asingafariri basa zvachose.
svadu 	DK 		ny 		svadu DK ny . Kuti svadu kumedza chinhu pasina kutsenga. tungarwi .
svadu 	KD 	9 	z 		svadu KD z 9 . Svadu musikana akanaka zvinoyevedza.
-svakuka 	K 				-svakuka K itik . Kana uchi svakuka unenge uchibuda mumba nechimbichimbi. Kana dacha richi svakuka rinenge richisvetuka-svetuka, richiita kunge riri kutiza.
svapu 	D- 		ny 		svapu D- ny . Kuti svapu kubva kwerwodzi pamuti, kana makwati pamuti.
-svasvaira 	D 				-svasvaira D itik . Ku svasvaira kuedza kusvikira chinhu chiri kure. -svasvamhira, -nanavira, -svasvavira, -dadamira .
-svasvavira 	D 				-svasvavira D it . -svasvaira .
svatata 	D- 		ny 		svatata D- ny . Kuti svatata kupera mweya kwebhora kana kwevhiri remota. svavata .
-svatira 	K 				-svatira K it . Ku svatira kuisa muswe pakati pemakumbo, zvinoita imbwa kana ichitya.
svau 	DK 		ny 		svau DK ny . Kuti svau kubva kweganda rinenge rambopiswa.
-svauka 	D 				-svauka D it . Kana wa svauka unenge wabva ganda nokuti unenge watsva.
-svavaira 	K 				-svavaira K itik . Ku svavaira kufamba usina simba mumuviri wako nokuda kwenzara.
svavata 	D- 		ny 		svavata D- ny . svatata .
-svayira 	D 				-svayira D it . Kana uchi svayira mwana, unenge uchingomurega achiita zvaanoda, pasina kumutsiura.
sve-e 	D- 		ny 		sve-e D- ny . Kana uchiti sve-e unenge uchisveta chinwiwa.
-sveeredza 	K 				-sveeredza K it . Kana munhu achi sveeredza anenge achiita ruzha rwokuseka munhu kuti asvode. -svooredza .
sveerere 	D- 		ny 		sveerere sveverere D- ny . Kuti sveerere kuzongoona munhu aenda nokukasika, asina kuoneka.
-sverereka 	D 				-sverereka D itik . Kana nyoka ichi sverereka inenge ichienda zvinyoronyoro, kusvika isisaoneki.
-svesvevara 	K 				-svesvevara K itik . Kana munhu achi svesvevara anenge achifamba asina simba, nokuda kokurwara kana kwenzara.
-svetera 	D 				-svetera D it . Kana uchi svetera unenge uchinwa muto, kuti ukwanise kudya sadza.
svetu 	DK 		ny 		svetu DK ny . Kuti svetu kunwa wakweva kamwe chete, mvura kana zvimwewo.
-svetuka 	K 				-svetuka K itik . Ku svetuka kuenda mudenga uchishandisa simba remuviri wako. Mbavha yakasvetuka waya refu yaona kuti yoda kubatwa.
-sveveredza 	K 				-sveveredza K it . -sveeredza .
svi-i 	K 		ny 		svi-i K ny . Kuti svi-i kusviba kunenge kuchiita kunze kana zvimwewo.
-svibirira 	D 				-svibirira D itik . Kana mashizha emuti aka svibirira anenge asina kuchenurukira samamwe ese. Mashizha emumengo akasvibirira.
-svikira 	D 				-svikira D it . Ku svikira kubuda kunoita mudzimu kana shavi pamunhu. -sutsa .
svikiro 	D- 	5 	z 		svikiro D- z 5 . Svikiro munhu anogarwa nemweya, zvichiita kuti mweya utaure navanhu nemaari.
-svima 	K 				-svima K it . -svimha .
-svimha 	K 				-svimha K it . Ku svimha kubudisa misodzi yakawanda uchichema, asi zvisina ruzha rwakanyanya. -svima .
svina 	DK 	9>10 	z 		svina DK z 9>10 . tsvina 9 .
svinga 	K 	5 	z 		svinga K z 5 . Svinga mubatanidzwa wehuni dzakawanda, dzakasungirirwa pamwe chete.
-svinudza 	D 				-svinudza D it . Ku svinudza kuita kuti munhu angware.
-svinuka 	D 				-svinuka D itik . Munhu aka svunuka anenge akangwarisa, zvinotokanganisa vamwe pamagariro avo.
svinurira 	D- 	5 	z 		svinurira D- z 5 . Idzi inyora dzerunako dzepadama. nhurura 10 .
-svinyanga 	K 				-svinyanga K it . Kana uchi svinyanga sadza, unenge uchiridzvanya-dzvanya nemaoko kuti riumbike kuita misuva.
-sviparara 	D 				-sviparara D itik . -zhwaranuka .
-svipura 	K 				-svipura K it . Ku svipura kunanzva chikafu chiri pazviminwe.
-svisva 	D 				-svisva D itik . Kana uchi svisva unenge uchiita kuti jira rive dema, uchishandisa mushonga. -dhaya .
-svisvidza 	K 				-svisvidza K it . Ku svisvidza kuita kuti imbwa itevedze munhuhwi kana hwema hwemhuka kana munhu.
svisvinwa 	K- 	5 	z 		svisvinwa K- z 5 . Svisvinwa ndezvinosara paunodya zvakaita semuchero.
svitsa 	D- 	9 	z 		svitsa D- z 9 . Svitsa inguwo inopfekwa nomwenga pamuchato. Svitsa mutambo wokubatanidza mukomana nomusikana, vachive mukadzi nomurume. muchato 3 .
sviyo 	KD 		ny 		sviyo KD ny . Kuti sviyo kuridza muridzo nomuromo.
svo-o 	K 		kanu 		svo-o K kanu . Uku kuita ruzha rwokuseka nokushora kana kutsvinyira munhu.
-svoda 	K 				-svoda K itik . nyara .
-svodza 	D 				-svodza D it . Ku svodza kuzvara mwana kana mhuru yakafa, kana kuti isati yasvika nguva yokuti izvarwe.
-svokosva 	D 				-svokosva D it . -sokosa .
-svokotora 	K 				-svokotora K it . Ku svokotora kupukuta maziso anenge achivava kana kuti aine misodzi.
-svomoka 	D 				-svomoka D itik . -svotoka .
svongoro 	D 	9>10 	z 		svongoro D z 9>10 . machende 6 .
-svonhodza 	D 				-svonhodza D it . Ku svonhodza chinhu kuita kuti chibve pachiri uchichisundira kwakadaro.
-svora 	D 				-svora D it . -shora .
svorera 	D- 	9 	z 		svorera D- z 9 . Svorera munhu ane tsika dzakaora, asingavimbisiki. nhandayi 9, zeyeretsi 5 .
svorododo 	D- 		ny 		svorododo D- ny . Kuti svorododo kutsvedza kwechinhu chinonetsa kubata. Kana vhudzi rikageziwa noruredzo, rinenge rongoti svorododo kutsvedza.
-svosva 	D 				-svosva D it . Ku svosva kutsamwisa munhu anyerere, kana kuposhera mago ari paari zvawo. -svokosva, -denha .
-svotesa 	K 				-svotesa K it . Ku svotesa kuita kana kutaura zvokutsamwisa nokukaurisa vamwe. Mavis aisvotesa Pure, achimuti kumba kwavo vanodya sadza namapete.
svoto 	DK 		ny 		svoto DK ny . Kuti svoto kusvuura gavi, kana kubva kweganda romunhu anenge atsva.
-svotoka 	D 				-svotoka D itik . Ku svotoka kutsvedza kunoita chinenge chakabatwa kana kusungwa. Musungo wasvotoka, mhene ikatiza takatarisa. -svomoka .
-svova 	D 				-svova D itik . Ku svova kungoerekana munhu asisaonekwi, atiza muchivande. Mangwiro wakasvova nechikwereti changu, ndakarivara padhibhi. -verera .
svu 	D 		ny 		svu D ny . Kuti svu ruzha rwaunoita kana uchidzinga mbudzi kana huku.
-svubura 	K 				-svubura K it . -svobora .
svumburumbu 	KKDK 	9 	z 		svumburumbu KKDK z 9 . Iri ibundu reshinda inenge yakamonerwa panhu pamwe chete.
svundu 	KD 	9 	z 		svundu KD z 9 . Svundu inzombe ino ruvara rwesadza remhunga.
-svungudza 	K 				-svungudza K it . -daidza .
-svunura 	D 				-svunura D it . -svinura .
-svusvudza 	K 				-svusvudza K it . Ku svusvudza kupa munhu kudya kokutanga pazuva iroro.
-svusvudzira 	K 				-svusvudzira K it . Ku svusvudzira kutambisa mwana ari kumusana kana ari pamaoko, kuti avate.
-svusvura 	K 				-svusvura K it . Ku svusvura kudya chikafu chamangwanani, ingava putugadzike kana nezvimwewo. Kana vana vaenda kuchikoro vanosvusvura tii nechingwa.
-svuta 	D 				-svuta D it . -puta .
-svuuka 	D 				-svuuka D itik . Ku svuuka kubva ganda nokukuvara kana nokutsva.
svuuramuromo 	D 	9>10 	z 		svuuramuromo D z 9>10 . Uyu munhu asingateereri mazano nedzidziso dzaanopiwa navamwe. ndambakurayirwa 9, tsvuuramuromo 9 .
-swakura 	K 				-swakura K it . Ku swakura kuita kuti muviri uzvimbe.
-swatanuka 	D 				-swatanuka D itik . Ku swatanuka kururama kuti twitwi-i. Mupuranga muti wakaswatanuka. -swatuka, -twasanuka .
swatu 	D- 		ny 		swatu D- ny . Kuti swatu kururma kusina kana pakamonyoroka. tasa .
-swedera 	D 				-swedera D itik . Ku swedera kuuya kana kuenda padyo nechimwe chinhu.
-swenzedza 	D 				-swenzedza D it . -swededza .
swerahope 	DKDD 	1a 	z 		swerahope DKDD z 1a . Uyu munhu akakotsira, anoita seasina pfungwa dzakakwana. gutsire 5 .
swerakuenda 	D- 	1a 	z 		swerakuenda D- z 1a . Uyu munhu anongofamba pose pose, zvisina chinangwa.
swerero 	D- 	9 	z 		swerero D- z 9 . Swerero ibasa rinotora zuva rese kuti ripere.
-swetaira 	K 				-swetaira K it . Ku swetaira kufamba nenhambwe dokodoko.
swi 	K 		ny 		swi K ny . Kuti swi kuruma kunoita utunga.
-swiswidza 	K 				-swiswidza K it . Ku swiswidza kuita chinhu chinoita kuti vanhu vose vatarise kwauri.
-switaira 	K 				-switaira K itik . Ku switaira kufamba munhu asina kupfeka. Ku switaira kufamba komunhu akapfeka nhumbi dzinobata pamuviri.
swito 	KD 		ny 		swito KD ny . Kuti swito kupinduka kubva mukufara kuenda mukusuwa.
ta 	D 		ny 		ta D ny . Kuti ta kurova zvinyoro-nyoro nembama. Kuti ta kuputika kunoita moto.
tabhariko 	DKDD 	9 	z 		tabhariko DKDD z 9 . Uyu mucheka waivako kare wokusoneswa nhumbi.
tabhenakeri 	KDKDD 	9 	z 		tabhenakeri tabherinakeri KDKDD z 9 . Iyi inzvimbo inoyereswa yokushumira Mwari, yavanhu vechiJudha.
-tabura 	D 				-tabura D it . Ku tabura kuzadza mudziyo wakaita semugomo kusvika pokupedzisira. -tumbura .
-tabvura 	D 				-tabvura D it . Ku tabvura kukakata tambo kana chimwe chinhu kuti chirurame. -twasanura .
tadagu 	KKD 		ny 		tadagu KKD ny . Kuti tadagu kurova zvakasimba nembama kana neseri koruoko.
tadu 	KD 		ny 		tadu KD ny . Kuti tadu kucheka zvisina kudzika, sezvinoitwa nyora. nyedu . tudu .
tadzu 	KD 		ny 		tadzu KD ny . Kuti tadzu kudzura munhenga. Kuti tadzu kubvambura nyama namazino.
-tafanyika 	D 				-tafanyika D itik . Ku tafanyika kufamba munhu achizvikakanyadza. -kumbushuka .
taga 	KD 	9 	z 		taga KD z 9 . Taga kamba kadiki kanovakwa kumunda, kanogara munhu kana achirinda mbeu.
tai 	KD 	9>10 	z 		tai KD z 9>10 . Tai ijira rakasonwa rakapamhama nokureburuka, rinosungwa muhuro yehembe sechishongo.
-taima 	K 				-taima K it . Ku taima kupenya kunoita panenge pachiteyiwa nezuva. -penya .
-taimuza 	K 				-taimuza K it . Ku taimuza kuwedzera uwandu zvakapetwa ruviri, rutatu kana hameno. Kana tikataimuza 5 na100, tinowana 500.
-taira 	K 				-taira K itik . -taidza .
-takanura 	K 				-takanura K it . Kana uchi takanura chinhu unenge uchishandisa simba rakawanda, kuti uchibvise pachinenge chakabatira kana kunamira kana kukochekera. Zvakatitorera muswere kutakanura motokari dzaive dzaroverana zvokupindana-pindana.
takanya 	D- 		ny 		takanya takanyi D- ny . Kuti takanya kufamba kana kugonyana kunoita gonye.
takarara 	D- 		ny 		takarara D- ny . Kuti takarara kumira munhu asingavhunduki, akamirira chero chinenge chaitika.
-takatira 	D 				-takatira D itik . Ku takatira kuswera zuva rose munhu achiita basa rimwe chete. Ku takatira kuchema kunoita mwana asinganyarari, achiita sokunge izwi richatsvetera.
-takazuka 	K 				-takazuka K itik . Ku takazuka kupera muviri nokurwara kana nezvimwewo.
-takunya 	K 				-takunya K it . Ku takunya kurasira chinhu chinonyangadza kwakadaro, nechimuti kana negumbo. Mai vakatakunya nechimuti chikiti chakanga chafira pasi pebakwa. -tanyangudza .
-takwira 	K 				-takwira K itik . Ku takwira kufamba mumadhaka manyoro pachibuda ruzha.
-tamanda 	K 				-tamanda K itik . -kambaira .
tambanu 	KKD 		ny 		tambanu KKD ny . Kuti tambanu kudhadhanura zvakaita sejira kana mucheka, kuti upamhi nourefu hwazvo huoneke.
-tambanuka 	K 				-tambanuka K itik . Ku tambanuka kukura kokuenda uko nokoko, kwezviri kueriwa kana kupimiwa.
-tambaridza 	D 				-tambaridza D it . Ku tambaridza kuita kuti chimwe chinhu chizvambarare pasi muviri wose.
tambo 	D- 	9 	z 		tambo D- z 9 . Tambo ishinda yakarukwa kana zvimwewo zvinoshandiswa pakusungisa mikwende. Baba vakasunga muromo wesaga netambo, kuti chibage chembeu chisateuka.
-tambudza 	D 				-tambudza D it . Ku tambudza kunetsa nokushusha vamwe zvakanyanya, zvinoita kuti vasakagara zvakanaka.
-tambura 	D 				-tambura D itik . Ku tambura kuva nenhamo yokushaya zvinodiwa paupenyu, sokudya nezvipfeko. Ku tambura kuve nepfungwa dzinenge dzichikunetsa, kana kukurwadza uchishaya zvokuita. Kana vadiwa vakarambana, zvinopa kutambura mufungwa.
-tamuka 	D- 				-tamuka D- itik . -tatamuka .
tana 	KD 		ny 		tana KD ny . Kuti tana kuramba zvachose.
-tanaira 	K 				-tanaira K itik . Ku tanaira kufamba kunoita mwana achiri kungotanga kufamba. -dhanaira .
tanana 	K 		ny 		tanana K ny . Kuti tanana kumira munhu akabudisa dumbu rose, kazhinji iye ari munhu mutete.
tananda 	K- 		ny 		tananda K- ny . Kuti tananda kuzvimba kunoita chaunenge uchipakira zvimwe zvinhu.
-tanangira 	K 				-tanangira K it . -tanyanga .
-tananguka 	K 				-tananguka K itik . Ku tananguka kuwira pasi nomusana.
-tanarara 	D 				-tanarara D it . -dhanyarara .
-tanda 	K 				-tanda K it . -dzinga .
-tanda botso 	KK KD 				-tanda botso KK KD itik . Ku tanda botso kutetereka nenyika kunoita munhu, achipemha zviyo nesaga, zvokuti aripe kurova vabereki kwaakaita.
tandabvu 	KKD 		ny 		tandabvu KKD ny . Kuti tandabvu kumuka kwemunhu anga akarara pasi.
-tandabvuka 	D 				-tandabvuka D itik . Ku tandabvuka kufamba kwezimhuka richikanda nhambwe ziguru zvishoma nezvishoma.
tandadza 	D- 	5 	z 		tandadza D- z 5 . Tandadza muti unokura uchimonera imwe miti, unoita tambo dzinorukisa matengu.
-tandanyara 	K 				-tandanyara K itik . Ku tandanyara kufamba kune kuzvikudza mukati, muviri uchinge wakaoma.
-tandaridza 	D 				-tandaridza D it . Ku tandaridza kuita zvaunoita uchiti chero ndapedza, usina hanya nokanaka kwazvo.
-tandaura 	K 				-tandaura K it . Ku tandaura kurebesa nyaya kana zvimwewo. -redzva .
tandaza 	KKD 		ny 		tandaza KKD ny . Kuti tandaza kufamba usina kwaunomanyira, wakanatsodekara zvako.
-tangarira 	D 				-tangarira D it . -dangarira .
