grapheme	phoneme
lépcsődeszka	l'eːptʃøːdɛskɒ
lépcsőfeljárat	l'eːptʃøːfɛl^jaːɐ̯ɒt
lépcsőfok	l'eːptʃøːfok
lépcsőház	l'eːptʃøːhaːz
lépcsőházak	l'eːptʃøːhaːzɒk
lépcsőkar	l'eːptʃøːkɒɐ̯
lépcsőorsó	l'eːptʃøːoɐ̯ʃoː
lépcsősor	l'eːptʃøːʃoɐ̯
lépcsőz	l'eːptʃøːz
lépcsőzet	l'eːptʃøːzɛt
lépcsőzetes	l'eːptʃøːzɛtɛʃ
lépdegél	l'eːpdɛgeːl
lépdel	l'eːpdɛl
lépeget	l'eːpɛgɛt
lépes	l'eːpɛʃ
lépet	l'eːpɛt
lépfene	l'eːpfɛnɛ
lépgyulladás	l'eːpɟullɒdaːʃ
lépked	l'eːpkɛd
lépte	l'eːptɛ
léptek	l'eːptɛk
léptet	l'eːptɛt
léptetődik	l'eːptɛtøːdik
lépték	l'eːpteːk
léptű	l'eːptyː
lépés	l'eːpeːʃ
lépésenkénti	l'eːpeːʃɛŋkeːnti
lépéshossz	l'eːpeːʃhoss
lét	l'eːt
lételmélet	l'eːtɛlmeːlɛt
lételméleti	l'eːtɛlmeːlɛti
létesít	l'eːtɛʃiːt
létesítmény	l'eːtɛʃiːtmeːɲ
létesül	l'eːtɛʃyl
létezik	l'eːtɛzik
létfenntartás	l'eːtfɛnntɒɐ̯taːʃ
létra	l'eːtɐ̯ɒ
létrafok	l'eːtɐ̯ɒfok
létregyere	l'eːtɐ̯ɛɟɛɐ̯ɛ
létregyertek	l'eːtɐ̯ɛɟɛɐ̯tɛk
létregyerünk	l'eːtɐ̯ɛɟɛɐ̯yŋk
létrehoz	l'eːtɐ̯ɛhoz
létrehozatal	l'eːtɐ̯ɛhozɒtɒl
létrehív	l'eːtɐ̯ɛhiːv
létrehívat	l'eːtɐ̯ɛhiːvɒt
létrejöhet	l'eːtɐ̯ɛjøhɛt
létrejöjj	l'eːtɐ̯ɛjøjj
létrejöjjek	l'eːtɐ̯ɛjøjjɛk
létrejöjjenek	l'eːtɐ̯ɛjøjjɛnɛk
létrejöjjetek	l'eːtɐ̯ɛjøjjɛtɛk
létrejöjjön	l'eːtɐ̯ɛjøjjøn
létrejöjjünk	l'eːtɐ̯ɛjøjjyŋk
létrejönne	l'eːtɐ̯ɛjønnɛ
létrejönnek	l'eːtɐ̯ɛjønnɛk
létrejönni	l'eːtɐ̯ɛjønni
létrejönnie	l'eːtɐ̯ɛjønni;ɛ
létrejönniök	l'eːtɐ̯ɛjønni;øk
létrejönniük	l'eːtɐ̯ɛjønni;yk
létrejönnék	l'eːtɐ̯ɛjønneːk
létrejönnél	l'eːtɐ̯ɛjønneːl
létrejönnének	l'eːtɐ̯ɛjønneːnɛk
létrejönnénk	l'eːtɐ̯ɛjønneːŋk
létrejönnétek	l'eːtɐ̯ɛjønneːtɛk
létrejönnöd	l'eːtɐ̯ɛjønnød
létrejönnöm	l'eːtɐ̯ɛjønnøm
létrejönnötök	l'eːtɐ̯ɛjønnøtøk
létrejönnünk	l'eːtɐ̯ɛjønnyŋk
létrejössz	l'eːtɐ̯ɛjøss
létrejött	l'eːtɐ̯ɛjøt
létrejötte	l'eːtɐ̯ɛjøtɛ
létrejöttek	l'eːtɐ̯ɛjøtɛk
létrejöttem	l'eːtɐ̯ɛjøtɛm
létrejöttetek	l'eːtɐ̯ɛjøtɛtɛk
létrejöttél	l'eːtɐ̯ɛjøteːl
létrejöttöd	l'eːtɐ̯ɛjøtød
létrejöttök	l'eːtɐ̯ɛjøtøk
létrejöttöm	l'eːtɐ̯ɛjøtøm
létrejöttötök	l'eːtɐ̯ɛjøtøtøk
létrejöttük	l'eːtɐ̯ɛjøtyk
létrejöttünk	l'eːtɐ̯ɛjøtyŋk
létrejövendő	l'eːtɐ̯ɛjøvɛndøː
létrejövetel	l'eːtɐ̯ɛjøvɛtɛl
létrejövés	l'eːtɐ̯ɛjøveːʃ
létrejövök	l'eːtɐ̯ɛjøvøk
létrejövünk	l'eːtɐ̯ɛjøvyŋk
létrejövő	l'eːtɐ̯ɛjøvøː
létrejő	l'eːtɐ̯ɛjøː
létrejőnek	l'eːtɐ̯ɛjøːnɛk
létrejőve	l'eːtɐ̯ɛjøːvɛ
létrejővén	l'eːtɐ̯ɛjøːveːn
létszám	l'eːtsaːm
létszámcsökkenés	l'eːtsaːmtʃøk:ɛneːʃ
létszámfeletti	l'eːtsaːmfɛlɛti
létszámfölötti	l'eːtsaːmføløti
lévő	l'eːvøː
lézeng	l'eːzɛŋg
lézer	l'eːzɛɐ̯
lézerletapogató	l'eːzɛɐ̯lɛtɒpogɒtoː
líceum	l'iːtsɛum
lícium	l'iːtsi;um
lídó	l'iːdoː
líra	l'iːɐ̯ɒ
lírai	l'iːɐ̯ɒi
lírika	l'iːɐ̯ikɒ
lírikus	l'iːɐ̯ikuʃ
lírázik	l'iːɐ̯aːzik
lítium	l'iːti;um
lív	l'iːv
lízing	l'iːziŋg
lízingel	l'iːziŋgɛl
ló	l'oː
lóbab	l'oːbɒb
lóbál	l'oːbaːl
lóbálódzik	l'oːbaːloːd:zik
lóbálózik	l'oːbaːloːzik
lóbáz	l'oːbaːz
lóbőr	l'oːbøːɐ̯
lóca	l'oːtsɒ
lócsiszár	l'oːtʃisaːɐ̯
lócsér	l'oːtʃeːɐ̯
lódarazsak	l'oːdɒɐ̯ɒʒɒk
lódarázs	l'oːdɒɐ̯aːʒ
lóden	l'oːdɛn
lódenkabát	l'oːdɛŋkɒbaːt
lódul	l'oːdul
lódít	l'oːdiːt
lóerej	l'oːɛɐ̯ɛj
lóerő	l'oːɛɐ̯øː
lóevő	l'oːɛvøː
lófej	l'oːfɛj
lófog	l'oːfog
lófogak	l'oːfogɒk
lófrál	l'oːfɐ̯aːl
lófő	l'oːføː
lóg	l'oːg
lógat	l'oːgɒt
lógáz	l'oːgaːz
lóhere	l'oːhɛɐ̯ɛ
lóhát	l'oːhaːt
lóhátak	l'oːhaːtɒk
lóhús	l'oːhuːʃ
lóidomítás	l'oːidomiːtaːʃ
lóistálló	l'oːiʃtaːlloː
lókedvelő	l'oːkɛdvɛløː
lókupec	l'oːkupɛts
lóláb	l'oːlaːb
lólábak	l'oːlaːbɒk
lópatkoló	l'oːpɒtkoloː
lópatkó	l'oːpɒtkoː
lópikula	l'oːpikulɒ
lóri	l'oːɐ̯i
lórom	l'oːɐ̯om
lóré	l'oːɐ̯eː
lószerszám	l'oːsɛɐ̯saːm
lótartás	l'oːtɒɐ̯taːʃ
lótej	l'oːtɛj
lótenyésztés	l'oːtɛɲeːsteːʃ
lótott	l'oːtot
lótusz	l'oːtus
lóvakaró	l'oːvɒkɒɐ̯oː
lóvasutak	l'oːvɒʃutɒk
lóvasút	l'oːvɒʃuːt
lóverseny	l'oːvɛɐ̯ʃɛɲ
lóversenyez	l'oːvɛɐ̯ʃɛɲɛz
lóversenypálya	l'oːvɛɐ̯ʃɛɲpaːjɒ
lóversenyzés	l'oːvɛɐ̯ʃɛɲzeːʃ
lóvátétel	l'oːvaːteːtɛl
lóvé	l'oːveː
lök	l'øk
lökd	l'økd
lökdös	l'økdøʃ
lökdösődik	l'økdøʃøːdik
lökendő	l'økɛndøː
löket	l'økɛt
löketlen	l'økɛtlɛn
löketlenség	l'økɛtlɛnʃeːg
lökhajtásos	l'økhɒjtaːʃoʃ
lökhet	l'økhɛt
lökhető	l'økhɛtøː
lökhetőség	l'økhɛtøːʃeːg
lökhárító	l'økhaːɐ̯iːtoː
löki	l'øki
lökik	l'økik
lökitek	l'økitɛk
lökj	l'økj
lökje	l'økjɛ
lökjed	l'økjɛd
lökjek	l'økjɛk
lökjelek	l'økjɛlɛk
lökjem	l'økjɛm
lökjenek	l'økjɛnɛk
lökjetek	l'økjɛtɛk
lökjék	l'økjeːk
lökjél	l'økjeːl
lökjétek	l'økjeːtɛk
lökjön	l'økjøn
lökjük	l'økjyk
lökjünk	l'økjyŋk
löklek	l'øklɛk
lökne	l'øknɛ
löknek	l'øknɛk
lökni	l'økni
löknie	l'økni;ɛ
lökniök	l'økni;øk
lökniük	l'økni;yk
lökné	l'økneː
löknéd	l'økneːd
löknék	l'økneːk
löknél	l'økneːl
löknélek	l'økneːlɛk
lökném	l'økneːm
löknének	l'økneːnɛk
löknénk	l'økneːŋk
löknétek	l'økneːtɛk
löknöd	l'øknød
löknöm	l'øknøm
löknötök	l'øknøtøk
löknünk	l'øknyŋk
löksz	l'øks
lökte	l'øktɛ
lökted	l'øktɛd
löktek	l'øktɛk
löktelek	l'øktɛlɛk
löktem	l'øktɛm
löktetek	l'øktɛtɛk
lökték	l'økteːk
löktél	l'økteːl
löktök	l'øktøk
löktük	l'øktyk
löktünk	l'øktyŋk
lökve	l'økvɛ
lökvén	l'økveːn
lökés	l'økeːʃ
lököd	l'økød
lökök	l'økøk
lököm	l'økøm
lökött	l'økøt
lökünk	l'økyŋk
lökő	l'økøː
lökődik	l'økøːdik
löncs	l'øntʃ
lösz	l'øs
löszpusztarét	l'øspustɒɐ̯eːt
lösztölgyes	l'østølɟɛʃ
lötty	l'øç:
löttyed	l'øç:ɛd
löttyedt	l'øç:ɛdt
löttyedtség	l'øç:ɛdtʃeːg
löttyen	l'øç:ɛn
löttyent	l'øç:ɛnt
löttyentet	l'øç:ɛntɛt
löttyint	l'øç:int
lötyköl	l'øçkøl
lötyög	l'øçøg
lötyögtet	l'øçøgtɛt
lövedék	l'øvɛdeːk
löveg	l'øvɛg
lövegzár	l'øvɛgzaːɐ̯
lövegzárak	l'øvɛgzaːɐ̯ɒk
lövell	l'øvɛll
lövendő	l'øvɛndøː
lövet	l'øvɛt
lövetlen	l'øvɛtlɛn
lövetlenség	l'øvɛtlɛnʃeːg
lövi	l'øvi
lövik	l'øvik
lövitek	l'øvitɛk
lövérekbeli	l'øveːɐ̯ɛkbɛli
lövés	l'øveːʃ
lövész	l'øveːs
lövészet	l'øveːsɛt
lövészgödrök	l'øveːsgødɐ̯øk
lövészgödör	l'øveːsgødøɐ̯
lövészárkok	l'øveːsaːɐ̯kok
lövészárok	l'øveːsaːɐ̯ok
lövöd	l'øvød
lövök	l'øvøk
lövölde	l'øvøldɛ
lövöldöz	l'øvøldøz
lövöldözget	l'øvøldøzgɛt
lövöm	l'øvøm
lövünk	l'øvyŋk
lövő	l'øvøː
lúd	l'uːd
lúdbőrzik	l'uːdbøːɐ̯zik
lúdbőrzés	l'uːdbøːɐ̯zeːʃ
lúdbőröz	l'uːdbøːɐ̯øz
lúdfüvek	l'uːdfyvɛk
lúdfű	l'uːdfyː
lúdtalp	l'uːdtɒlp
lúdtalpak	l'uːdtɒlpɒk
lúdtalpas	l'uːdtɒlpɒʃ
lúdtalpú	l'uːdtɒlpuː
lúdtoll	l'uːdtoll
lúdtollak	l'uːdtollɒk
lúg	l'uːg
lúgkövek	l'uːgkøvɛk
lúgkő	l'uːgkøː
lúgoz	l'uːgoz
lúgozódik	l'uːgozoːdik
lüke	l'ykɛ
lüktet	l'yktɛt
lüktetésmérő	l'yktɛteːʃmeːɐ̯øː
lüszter	l'ystɛɐ̯
lő	l'øː
lőcs	l'øːtʃ
lőcsöl	l'øːtʃøl
lődd	l'øːdd
lődörgés	l'øːdøɐ̯geːʃ
lődörgő	l'øːdøɐ̯gøː
lődörög	l'øːdøɐ̯øg
lődörögés	l'øːdøɐ̯øgeːʃ
lődörögöd	l'øːdøɐ̯øgød
lődörögök	l'øːdøɐ̯øgøk
lődörögöm	l'øːdøɐ̯øgøm
lődörögött	l'øːdøɐ̯øgøt
lődörögünk	l'øːdøɐ̯øgyŋk
lődöz	l'øːdøz
lőelem	l'øːɛlɛm
lőerős	l'øːɛɐ̯øːʃ
lőfegyver	l'øːfɛɟvɛɐ̯
lőgyakorlat	l'øːɟɒkoɐ̯lɒt
lőgyapot	l'øːɟɒpot
lőhet	l'øːhɛt
lőhető	l'øːhɛtøː
lőhetőség	l'øːhɛtøːʃeːg
lőiskola	l'øːiʃkolɒ
lőj	l'øːj
lője	l'øːjɛ
lőjed	l'øːjɛd
lőjek	l'øːjɛk
lőjelek	l'øːjɛlɛk
lőjem	l'øːjɛm
lőjenek	l'øːjɛnɛk
lőjetek	l'øːjɛtɛk
lőjék	l'øːjeːk
lőjél	l'øːjeːl
lőjétek	l'øːjeːtɛk
lőjön	l'øːjøn
lőjük	l'øːjyk
lőjünk	l'øːjyŋk
lőlap	l'øːlɒp
lőlek	l'øːlɛk
lőmester	l'øːmɛʃtɛɐ̯
lőne	l'øːnɛ
lőnek	l'øːnɛk
lőni	l'øːni
lőnie	l'øːni;ɛ
lőniök	l'øːni;øk
lőniük	l'øːni;yk
lőné	l'øːneː
lőnéd	l'øːneːd
lőnék	l'øːneːk
lőnél	l'øːneːl
lőnélek	l'øːneːlɛk
lőném	l'øːneːm
lőnének	l'øːneːnɛk
lőnénk	l'øːneːŋk
lőnétek	l'øːneːtɛk
lőnöd	l'øːnød
lőnöm	l'øːnøm
lőnötök	l'øːnøtøk
lőnünk	l'øːnyŋk
lőpad	l'øːpɒd
lőpor	l'øːpoɐ̯
lőporgyár	l'øːpoɐ̯ɟaːɐ̯
lőporgyárak	l'øːpoɐ̯ɟaːɐ̯ɒk
lőporraktár	l'øːporɒktaːɐ̯
lőporraktárak	l'øːporɒktaːɐ̯ɒk
lőportár	l'øːpoɐ̯taːɐ̯
lőportárak	l'øːpoɐ̯taːɐ̯ɒk
lőpárbaj	l'øːpaːɐ̯bɒj
lőre	l'øːɐ̯ɛ
lőrés	l'øːɐ̯eːʃ
lősz	l'øːs
lőszer	l'øːsɛɐ̯
lőszeresláda	l'øːsɛɐ̯ɛʃlaːdɒ
lőszerkocsi	l'øːsɛɐ̯kotʃi
lőszerszekrény	l'øːsɛɐ̯sɛkɐ̯eːɲ
lőterek	l'øːtɛɐ̯ɛk
lőtt	l'øːt
lőtte	l'øːtɛ
lőtted	l'øːtɛd
lőttek	l'øːtɛk
lőttelek	l'øːtɛlɛk
lőttem	l'øːtɛm
lőttetek	l'øːtɛtɛk
lőtték	l'øːteːk
lőttél	l'øːteːl
lőttétek	l'øːteːtɛk
lőttük	l'øːtyk
lőttünk	l'øːtyŋk
lőtábla	l'øːtaːblɒ
lőtávol	l'øːtaːvol
lőtávolság	l'øːtaːvolʃaːg
lőtér	l'øːteːɐ̯
lőtök	l'øːtøk
lőve	l'øːvɛ
lővonal	l'øːvonɒl
lővonalak	l'øːvonɒlɒk
lővén	l'øːveːn
lőállás	l'øːaːllaːʃ
m2	_!'ɛmm k'ɛtøː_!
m3	_!'ɛmm h'aːɐ̯om_!
mRNS	_!'ɛmm _!'ɛr,ɛnn,ɛʃ
ma	m'ɒ
maca	m'ɒtsɒ
macedón	m'ɒtsɛdoːn
macedónbarát	m'ɒtsɛdoːnbɒɐ̯aːt
macedónellenes	m'ɒtsɛdoːnɛllɛnɛʃ
macedóngyűlölő	m'ɒtsɛdoːŋɟyːløløː
macera	m'ɒtsɛɐ̯ɒ
maceráció	m'ɒtsɛɐ̯aːtsi;oː
macerál	m'ɒtsɛɐ̯aːl
macerás	m'ɒtsɛɐ̯aːʃ
macesz	m'ɒtsɛs
macher	m'ɒtshɛɐ̯
machete	m'ɒtshɛtɛ
machiavellis	m'ɒtshi;ɒvɛlliʃ
machiavellizmus	m'ɒtshi;ɒvɛllizmuʃ
machináció	m'ɒtshinaːtsi;oː
machinál	m'ɒtshinaːl
maci	m'ɒtsi
macintoshos	m'ɒtsintoʃhoʃ
mackó	m'ɒtskoː
mackóruha	m'ɒtskoːɐ̯uhɒ
macska	m'ɒtʃkɒ
macskaféle	m'ɒtʃkɒfeːlɛ
macskagyökerek	m'ɒtʃkɒɟøkɛɐ̯ɛk
macskagyökér	m'ɒtʃkɒɟøkeːɐ̯
macskahere	m'ɒtʃkɒhɛɐ̯ɛ
macskajaj	m'ɒtʃkɒjɒj
macskajajos	m'ɒtʃkɒjɒjoʃ
macskajancsi	m'ɒtʃkɒjɒntʃi
macskakövek	m'ɒtʃkɒkøvɛk
macskakő	m'ɒtʃkɒkøː
macskamenta	m'ɒtʃkɒmɛntɒ
macskásodik	m'ɒtʃkaːʃodik
macskáz	m'ɒtʃkaːz
macsó	m'ɒtʃoː
macás	m'ɒtsaːʃ
madarak	m'ɒdɒɐ̯ɒk
madarász	m'ɒdɒɐ̯aːs
madarászat	m'ɒdɒɐ̯aːsɒt
madarászik	m'ɒdɒɐ̯aːsik
madeira	m'ɒdɛiɐ̯ɒ
madeirabor	m'ɒdɛiɐ̯ɒboɐ̯
madeirahímzés	m'ɒdɛiɐ̯ɒhiːmzeːʃ
madonnaliliom	m'ɒdonnɒlili;om
madrigál	m'ɒdɐ̯igaːl
madzag	m'ɒd:zɒg
madzagol	m'ɒd:zɒgol
madzsong	m'ɒdʒ:oŋg
madám	m'ɒdaːm
madár	m'ɒdaːɐ̯
madárbirs	m'ɒdaːɐ̯biɐ̯ʃ
madárka	m'ɒdaːɐ̯kɒ
madárkeserűfüvek	m'ɒdaːɐ̯kɛʃɛɐ̯yːfyvɛk
madárkeserűfű	m'ɒdaːɐ̯kɛʃɛɐ̯yːfyː
madárlátta	m'ɒdaːɐ̯laːtɒ
madársisak	m'ɒdaːɐ̯ʃiʃɒk
madártani	m'ɒdaːɐ̯tɒni
madártej	m'ɒdaːɐ̯tɛj
madárvárta	m'ɒdaːɐ̯vaːɐ̯tɒ
maestro	m'ɒɛʃtɐ̯o
maffia	m'ɒffi;ɒ
maffiózó	m'ɒffi;oːzoː
mafla	m'ɒflɒ
maflás	m'ɒflaːʃ
mafláskodik	m'ɒflaːʃkodik
mafláz	m'ɒflaːz
mag	m'ɒg
maga	m'ɒgɒ
magabiztos	m'ɒgɒbiztoʃ
magabíró	m'ɒgɒbiːɐ̯oː
magabízás	m'ɒgɒbiːzaːʃ
magabízó	m'ɒgɒbiːzoː
magad	m'ɒgɒd
magadfajta	m'ɒgɒdfɒjtɒ
magadfajták	m'ɒgɒdfɒjtaːk
magadforma	m'ɒgɒdfoɐ̯_mɒ
magadformák	m'ɒgɒdfoɐ̯_maːk
magadféle	m'ɒgɒdfeːlɛ
magadfélék	m'ɒgɒdfeːleːk
magadszőrű	m'ɒgɒts:øːɐ̯yː
magadszőrűek	m'ɒgɒts:øːɐ̯yːɛk
magafajta	m'ɒgɒfɒjtɒ
magafajták	m'ɒgɒfɒjtaːk
magaforma	m'ɒgɒfoɐ̯_mɒ
magaformák	m'ɒgɒfoɐ̯_maːk
magaféle	m'ɒgɒfeːlɛ
magafélék	m'ɒgɒfeːleːk
magajáró	m'ɒgɒjaːɐ̯oː
magakelletés	m'ɒgɒkɛllɛteːʃ
magakellető	m'ɒgɒkɛllɛtøː
magakellő	m'ɒgɒkɛlløː
magakorú	m'ɒgɒkoɐ̯uː
magam	m'ɒgɒm
magamfajta	m'ɒgɒmfɒjtɒ
magamfajták	m'ɒgɒmfɒjtaːk
magamforma	m'ɒgɒmfoɐ̯_mɒ
magamformák	m'ɒgɒmfoɐ̯_maːk
magamféle	m'ɒgɒmfeːlɛ
magamfélék	m'ɒgɒmfeːleːk
magamszőrű	m'ɒgɒmsøːɐ̯yː
magamszőrűek	m'ɒgɒmsøːɐ̯yːɛk
magamutogatás	m'ɒgɒmutogɒtaːʃ
magamutogató	m'ɒgɒmutogɒtoː
magas	m'ɒgɒʃ
magasabbrendűség	m'ɒgɒʃɒbbɐ̯ɛndyːʃeːg
magasantenna	m'ɒgɒʃɒntɛnnɒ
magasfeszültség	m'ɒgɒʃfɛsyltʃeːg
magasfeszültségű	m'ɒgɒʃfɛsyltʃeːgyː
magasfigyelő	m'ɒgɒʃfiɟɛløː
magasfényű	m'ɒgɒʃfeːɲyː
magasföld	m'ɒgɒʃføld
magashegyi	m'ɒgɒʃhɛɟi
magashegység	m'ɒgɒʃhɛtʃ:eːg
magasiskola	m'ɒgɒʃiʃkolɒ
magaskultúra	m'ɒgɒʃkultuːɐ̯ɒ
magaslat	m'ɒgɒʃlɒt
magasles	m'ɒgɒʃlɛʃ
magaslik	m'ɒgɒʃlik
magasművelésű	m'ɒgɒʃmyːvɛleːʃyː
magasnyomás	m'ɒgɒʃɲomaːʃ
magasodik	m'ɒgɒʃodik
magasperje	m'ɒgɒʃpɛɐ̯jɛ
magasrendű	m'ɒgɒʃɐ̯ɛndyː
magasröptű	m'ɒgɒʃɐ̯øptyː
magassarkú	m'ɒgɒʃʃɒɐ̯kuː
magasszintű	m'ɒgɒssintyː
magasságmérő	m'ɒgɒʃʃaːgmeːɐ̯øː
magasságvonal	m'ɒgɒʃʃaːgvonɒl
magasságvonalak	m'ɒgɒʃʃaːgvonɒlɒk
magassásrét	m'ɒgɒʃʃaːʃɐ̯eːt
magasugrás	m'ɒgɒʃugɐ̯aːʃ
magasugró	m'ɒgɒʃugɐ̯oː
magasul	m'ɒgɒʃul
magasvasutak	m'ɒgɒʃvɒʃutɒk
magasvasút	m'ɒgɒʃvɒʃuːt
magasvérnyomás	m'ɒgɒʃveːɐ̯ɲomaːʃ
magasztal	m'ɒgɒstɒl
magasztalódik	m'ɒgɒstɒloːdik
magasztos	m'ɒgɒstoʃ
magasztosul	m'ɒgɒstoʃul
magasztosít	m'ɒgɒstoʃiːt
magaszőrű	m'ɒgɒsøːɐ̯yː
magaszőrűek	m'ɒgɒsøːɐ̯yːɛk
magasépítés	m'ɒgɒʃeːpiːteːʃ
magasépítészet	m'ɒgɒʃeːpiːteːsɛt
magasépítő	m'ɒgɒʃeːpiːtøː
magasít	m'ɒgɒʃiːt
magatartás	m'ɒgɒtɒɐ̯taːʃ
magatehetetlen	m'ɒgɒtɛhɛtɛtlɛn
magatok	m'ɒgɒtok
magatokfajta	m'ɒgɒtokfɒjtɒ
magatokfajták	m'ɒgɒtokfɒjtaːk
magatokforma	m'ɒgɒtokfoɐ̯_mɒ
magatokformák	m'ɒgɒtokfoɐ̯_maːk
magatokféle	m'ɒgɒtokfeːlɛ
magatokfélék	m'ɒgɒtokfeːleːk
magatokszőrű	m'ɒgɒtoksøːɐ̯yː
magatokszőrűek	m'ɒgɒtoksøːɐ̯yːɛk
magatűrhetés	m'ɒgɒtyːɐ̯hɛteːʃ
magaunt	m'ɒgɒunt
magaviselet	m'ɒgɒviʃɛlɛt
magazik	m'ɒgɒzik
magazin	m'ɒgɒzin
magbuga	m'ɒgbugɒ
magburkok	m'ɒgbuɐ̯kok
magburok	m'ɒgbuɐ̯ok
magdarálás	m'ɒgdɒɐ̯aːlaːʃ
magfúró	m'ɒgfuːɐ̯oː
magház	m'ɒghaːz
magházak	m'ɒghaːzɒk
magica	m'ɒgitsɒ
magiszter	m'ɒgistɛɐ̯
magisztrális	m'ɒgistɐ̯aːliʃ
magisztrátus	m'ɒgistɐ̯aːtuʃ
magiszák	m'ɒgisaːk
magkereskedés	m'ɒgkɛɐ̯ɛʃkɛdeːʃ
magma	m'ɒgmɒ
magmagneton	m'ɒgmɒgnɛton
magmaolvadék	m'ɒgmɒolvɒdeːk
magmatikus	m'ɒgmɒtikuʃ
magmatit	m'ɒgmɒtit
magnetikus	m'ɒgnɛtikuʃ
magnetit	m'ɒgnɛtit
magnetizál	m'ɒgnɛtizaːl
magnetofon	m'ɒgnɛtofon
magnetométer	m'ɒgnɛtomeːtɛɐ̯
magnetoszféra	m'ɒgnɛtosfeːɐ̯ɒ
magnezit	m'ɒgnɛzit
magnezitesedés	m'ɒgnɛzitɛʃɛdeːʃ
magnitúdó	m'ɒgnituːdoː
magnézia	m'ɒgneːzi;ɒ
magnéziacement	m'ɒgneːzi;ɒtsɛmɛnt
magnézium	m'ɒgneːzi;um
magnéziumoxid	m'ɒgneːzi;umoksid
magnó	m'ɒgnoː
magnólia	m'ɒgnoːli;ɒ
magnózik	m'ɒgnoːzik
magol	m'ɒgol
magonc	m'ɒgonts
magoz	m'ɒgoz
magozik	m'ɒgozik
magoztat	m'ɒgoztɒt
magozzék	m'ɒgozzeːk
magrügy	m'ɒgɐ̯yɟ
magtalan	m'ɒgtɒlɒn
magtalanít	m'ɒgtɒlɒniːt
magtermő	m'ɒgtɛɐ̯_møː
magtok	m'ɒgtok
magtár	m'ɒgtaːɐ̯
magtárak	m'ɒgtaːɐ̯ɒk
magtáros	m'ɒgtaːɐ̯oʃ
magtörő	m'ɒgtøɐ̯øː
maguk	m'ɒguk
magukfajta	m'ɒgukfɒjtɒ
magukfajták	m'ɒgukfɒjtaːk
magukforma	m'ɒgukfoɐ̯_mɒ
magukformák	m'ɒgukfoɐ̯_maːk
magukféle	m'ɒgukfeːlɛ
magukfélék	m'ɒgukfeːleːk
magukszőrű	m'ɒguksøːɐ̯yː
magukszőrűek	m'ɒguksøːɐ̯yːɛk
magunk	m'ɒguŋk
magunkfajta	m'ɒguŋkfɒjtɒ
magunkfajták	m'ɒguŋkfɒjtaːk
magunkforma	m'ɒguŋkfoɐ̯_mɒ
magunkformák	m'ɒguŋkfoɐ̯_maːk
magunkféle	m'ɒguŋkfeːlɛ
magunkfélék	m'ɒguŋkfeːleːk
magunkszőrű	m'ɒguŋksøːɐ̯yː
magunkszőrűek	m'ɒguŋksøːɐ̯yːɛk
magvak	m'ɒgvɒk
magvas	m'ɒgvɒʃ
magvasodró	m'ɒgvɒʃodɐ̯oː
magvaszakadt	m'ɒgvɒsɒkɒdt
magvaváló	m'ɒgvɒvaːloː
magyal	m'ɒɟɒl
magyar	m'ɒɟɒɐ̯
magyaran	m'ɒɟɒɐ̯ɒn
magyarbarát	m'ɒɟɒɐ̯bɒɐ̯aːt
magyarbors	m'ɒɟɒɐ̯boɐ̯ʃ
magyardolgozat	m'ɒɟɒɐ̯dolgozɒt
magyarellenes	m'ɒɟɒɐ̯ɛllɛnɛʃ
magyarfajta	m'ɒɟɒɐ̯fɒjtɒ
magyarfaló	m'ɒɟɒɐ̯fɒloː
magyargyűlölő	m'ɒɟɒɐ̯ɟyːløløː
magyarigazolvány	m'ɒɟɒɐ̯igɒzolvaːɲ
magyarit	m'ɒɟɒɐ̯it
magyarkodás	m'ɒɟɒɐ̯kodaːʃ
magyarlakta	m'ɒɟɒɐ̯lɒktɒ
magyaros	m'ɒɟɒɐ̯oʃ
magyarosit	m'ɒɟɒɐ̯oʃit
magyarosodik	m'ɒɟɒɐ̯oʃodik
magyarosság	m'ɒɟɒɐ̯oʃʃaːg
magyarosít	m'ɒɟɒɐ̯oʃiːt
magyarparéj	m'ɒɟɒɐ̯pɒɐ̯eːj
magyarság	m'ɒɟɒɐ̯ʃaːg
magyartalan	m'ɒɟɒɐ̯tɒlɒn
magyartalanság	m'ɒɟɒɐ̯tɒlɒnʃaːg
magyartanár	m'ɒɟɒɐ̯tɒnaːɐ̯
magyartanítás	m'ɒɟɒɐ̯tɒniːtaːʃ
magyaráz	m'ɒɟɒɐ̯aːz
magyarázat	m'ɒɟɒɐ̯aːzɒt
magyarázatlan	m'ɒɟɒɐ̯aːzɒtlɒn
magyarázgat	m'ɒɟɒɐ̯aːzgɒt
magyarázkodik	m'ɒɟɒɐ̯aːzkodik
magyarázott	m'ɒɟɒɐ̯aːzot
magyarázó	m'ɒɟɒɐ̯aːzoː
magyarít	m'ɒɟɒɐ̯iːt
magyaróra	m'ɒɟɒɐ̯oːɐ̯ɒ
magzat	m'ɒgzɒt
magzatelhajtás	m'ɒgzɒtɛlhɒjtaːʃ
magzathajtó	m'ɒgzɒthɒjtoː
magzattalan	m'ɒgzɒtɒlɒn
magzik	m'ɒgzik
magán	m'ɒgaːn
magánalapítvány	m'ɒgaːnɒlɒpiːtvaːɲ
magánalkalmazott	m'ɒgaːnɒlkɒlmɒzot
magánautó	m'ɒgaːnɒutoː
