word	prefix	stem	part of speech	french
moˋɲɪˊɲɔˊ	moˋ	ɲɪˊɲɔˊ	NA	sourire. - nna monyenyo : être souriant.
moˋɲɔˋ	moˋ	ɲɔˋ	NA	rosée.
moˋɔˋbaˋmeˋdiˋ	moˋ	ɔˋbaˋmeˋdiˋ	NA	adorateur.
moˋʊˋkaˊmeˊdiˊ	moˋ	ʊˋkaˊmeˊdiˊ	NA	chef de service, président.
moˋoˋkiˋ	moˋ	oˋkiˋ	NA	infirmier, infirmière.
moˋoˋkoˋdiˋ	moˋ	oˋkoˋdiˋ	NA	averse.
moˋɔˋmɔˊ	moˋ	ɔˋmɔˊ	NA	tibia.
moˋʊˋpaˋ	moˋ	ʊˋpaˋ	NA	personne stérile. - nna moopa : être stérile.
moˋoˊpeˊdiˊ	moˋ	oˊpeˊdiˊ	NA	chanteur.
moˋpaˊxaˊmiˊ	moˋ	paˊxaˊmiˊ	NA	passager. - mopagami wa baesekele : cycliste. - mopagami wa pitse : cavalier.
moˋpaˋkɔˋ	moˋ	paˋkɔˋ	NA	poteau.
moˋpaˋlaˋmɛˊnˋtɛˊ	moˋ	paˋlaˋmɛˊnˋtɛˊ	NA	député.
moˋpaˊlaˊmiˊ	moˋ	paˊlaˊmiˊ	NA	passager.
moˋpaˊpaˊ	moˋ	paˊpaˊ	NA	Pape.
moˋpaˊtiˊ	moˋ	paˊtiˊ	NA	compagnon de route, accompagnateur.
moˋpeˋdiˊ	moˋ	peˋdiˊ	NA	Sotho du Nord.
moˋpeˊnˊtiˊ	moˋ	peˊnˊtiˊ	NA	peintre.
moˋpeˋreˊsiˋtaˊ	moˋ	peˋreˊsiˋtaˊ	NA	prêtre.
moˋphaˊnɪˊ	moˋ	phaˊnɪˊ	NA	arbre (sp).
moˋphaˊtɔˊ	moˋ	phaˊtɔˊ	NA	classe d'âge, équipe, régiment.
moˋphuˋthɛˋlɔˋ	moˋ	phuˋthɛˋlɔˋ	NA	enveloppe.
moˋphuˋthɔˋ	moˋ	phuˋthɔˋ	NA	paquet.
moˋphuˋthʊˋlʊˋdiˋ	moˋ	phuˋthʊˋlʊˋdiˋ	NA	commentateur, traducteur.
moˋpiˊtwɛˊ	moˋ	piˊtwɛˊ	NA	pl. bo- : mars.
moˋpuˋtsɔˋ	moˋ	puˋtsɔˋ	NA	récompense, prix.
moˋraˋbaˋraˋbaˋ	moˋ	raˋbaˋraˋbaˋ	NA	jeu de dames.
moˋraˊɸɪˊ	moˋ	raˊɸɪˊ	NA	tribu.
moˋraˊɸɔˊ	moˋ	raˊɸɔˊ	NA	mine.
moˋraˊxʊˊ	moˋ	raˊxʊˊ	NA	après, derrière. - morago ga : après, á la suite de.
moˋraˊlaˊdiˊ	moˋ	raˊlaˊdiˊ	NA	rayure.
moˋraˊlɔˊ	moˋ	raˊlɔˊ	NA	raie.
moˋraˊnaˊŋˊ	moˋ	raˊnaˊŋˊ	NA	pl. bo- : avril.
moˋraˋnʊˋdiˋ	moˋ	raˋnʊˋdiˋ	NA	interprète.
moˋraˋpɛˋlɔˋ	moˋ	raˋpɛˋlɔˋ	NA	prière.
moˋraˊtiˊ	moˋ	raˊtiˊ	NA	amateur.
moˋraˊtiˋwaˊ	moˋ	raˊtiˋwaˊ	NA	bien-aimé.
moˋrɪˊ	moˋ	rɪˊ	NA	poison.
moˋrɪˋbaˋ	moˋ	rɪˋbaˋ	NA	animal stérile. - nna moreba : être stérile.
moˋreˊeˊtsiˊ	moˋ	reˊeˊtsiˊ	NA	auditeur.
moˋreˊkiˊ	moˋ	reˊkiˊ	NA	acheteur, client.
moˋreˊkiˊsiˊ	moˋ	reˊkiˊsiˊ	NA	commerçant, vendeur. - morekisi wa mabenya : bijoutier. - morekisi wa dijo : épicier.
moˋreˊmiˊ	moˋ	reˊmiˊ	NA	bûcheron.
moˋrɛˋnaˋ	moˋ	rɛˋnaˋ	NA	seigneur, maitre.
moˋreˊriˊ	moˋ	reˊriˊ	NA	prédicateur.
moˋrɛˊrɔˊ	moˋ	rɛˊrɔˊ	NA	discussion, conspiration.
moˋreˊtwaˊ	moˋ	reˊtwaˊ	NA	arbre (sp) qui a pour fruit une sorte de raisin. - utlwa moretlwa : recevoir une correction.
moˋrɛˋtɔˋ	moˋ	rɛˋtɔˋ	NA	surnom.
moˋreˊtʊˋlʊˊxaˊ	moˋ	reˊtʊˋlʊˊxaˊ	NA	plante (sp).
moˋriˊriˊ	moˋ	riˊriˊ	NA	cheveu.
moˋriˊtiˊ	moˋ	riˊtiˊ	NA	ombre.
moˋriˋtshaˋnaˋ	moˋ	riˋtshaˋnaˋ	NA	couvercle.
moˋrɔˋ	moˋ	rɔˋ	NA	sauce.
moˋrʊˊbaˊ	moˋ	rʊˊbaˊ	NA	demoiselle, génisse.
moˋrɔˋbaˋdiˋ	moˋ	rɔˋbaˋdiˋ	NA	dormeur.
moˋroˋbiˋ	moˋ	roˋbiˋ	NA	moissonneur.
moˋroˋdiˋ	moˋ	roˋdiˋ	NA	tache.
moˋrʊˊxaˊnɔˊ	moˋ	rʊˊxaˊnɔˊ	NA	juron.
moˋrɔˊxɔˊ	moˋ	rɔˊxɔˊ	NA	légume.
moˋrɔˊkaˊ	moˋ	rɔˊkaˊ	NA	faiseur de pluie.
moˋrʊˊkiˊ	moˋ	rʊˊkiˊ	NA	tailleur, couturière. - moroki wa monna : tailleur. - moroki wa mosadi : couturière.
moˋrʊˊkɔˊ	moˋ	rʊˊkɔˊ	NA	couture, piqûre.
moˋrʊˊkʊˊ	moˋ	rʊˊkʊˊ	NA	son (des céréales).
moˋroˋkoˋtsoˋ	moˋ	roˋkoˋtsoˋ	NA	lait qui reste après que le veau ait tété, bénéfice.
moˋrʊˋlwaˊnaˊ	moˋ	rʊˋlwaˊnaˊ	NA	arbre (sp).
moˋrɔˋmaˊ	moˋ	rɔˋmaˊ	NA	catholique.
moˋrʊˊŋwaˊ	moˋ	rʊˊŋwaˊ	NA	délégué, envoyé, messager.
moˋrʊˊpaˊ	moˋ	rʊˊpaˊ	NA	tambour.
moˋrɔˊrɔˊ	moˋ	rɔˊrɔˊ	NA	- le mororo : bien que, malgré.
moˋrʊˋtɔˋ	moˋ	rʊˋtɔˋ	NA	urine.
moˋruˊbiˋsiˊ	moˋ	ruˊbiˋsiˊ	NA	hibou.
moˋruˊiˊ	moˋ	ruˊiˊ	NA	éleveur.
moˋruˊlaˊ	moˋ	ruˊlaˊ	NA	arbre (sp).
moˋruˊlaˊxaˊɲiˋ	moˋ	ruˊlaˊxaˊɲiˋ	NA	organisateur.
moˋruˊleˊ	moˋ	ruˊleˊ	NA	pl. bo- : décembre.
moˋruˊmʊˊlaˊniˋ	moˋ	ruˊmʊˊlaˊniˋ	NA	provocateur.
moˋruˊtaˊbaˋnaˊ	moˋ	ruˊtaˊbaˋnaˊ	NA	enseignant, instituteur.
moˋruˊteˊxiˊ	moˋ	ruˊteˊxiˊ	NA	intellectuel.
moˋruˋthwaˊnɪˊ	moˋ	ruˋthwaˊnɪˊ	NA	guêpe.
moˋruˊtiˊ	moˋ	ruˊtiˊ	NA	enseignant, instituteur, prêtre, professeur, religieux. - moruti wa Roma : curé catholique. - moruti wa tumelo : pasteur protestant.
moˋruˊtiˊnˊtshiˋ	moˋ	ruˊtiˊnˊtshiˋ	NA	enseignant, instituteur, professeur.
moˋruˊtwaˊ	moˋ	ruˊtwaˊ	NA	étudiant.
moˋruˊtwaˋnaˊ	moˋ	ruˊtwaˋnaˊ	NA	écolier, élève.
moˋruˊtwaˊtiˊrɔˋ	moˋ	ruˊtwaˊtiˊrɔˋ	NA	apprenti.
moˋrwaˊ	moˋ	rwaˊ	NA	fils.
moˋrwaˊdiˊ	moˋ	rwaˊdiˊ	NA	fille.
moˋrwaˊdiˊ	moˋ	rwaˊdiˊ	NA	porteur.
moˋrwaˊdiˊaˋkxoˊsiˊ	moˋ	rwaˊdiˊaˋkxoˊsiˊ	NA	princesse.
moˋrwaˊkxoˊsiˊ	moˋ	rwaˊkxoˊsiˊ	NA	prince.
moˋrwaˊleˊdiˊ	moˋ	rwaˊleˊdiˊ	NA	transporteur.
moˋrwaˊlɛˋlaˊ	moˋ	rwaˊlɛˋlaˊ	NA	inondation.
moˋrwaˊlɔˊ	moˋ	rwaˊlɔˊ	NA	charge, chargement, poids.
moˋsaˋbaˊtaˊ	moˋ	saˋbaˊtaˊ	NA	adventiste du 7ème jour.
moˋsaˊdiˊ	moˋ	saˊdiˊ	NA	femme, épouse.
moˋsaˊdiˊmʊˋxʊˊlʊˊ	moˋ	saˊdiˊmʊˋxʊˊlʊˊ	NA	femme d'âge mûr.
moˋsaˊɪˊniˊ	moˋ	saˊɪˊniˊ	NA	signataire.
moˋsaˊɪˊnɔˊ	moˋ	saˊɪˊnɔˊ	NA	signature.
moˋsaˋiˊtsɪˋŋˊ	moˋ	saˋiˊtsɪˋŋˊ	NA	ignorant.
moˋsaˋkɔˋ	moˋ	saˋkɔˋ	NA	enclos, campement.
moˋsaˊlaˋxaˊɪˊ	moˋ	saˊlaˋxaˊɪˊ	NA	personne qui reste chez elle.
moˋsaˊlaˋoˊsiˊ	moˋ	saˊlaˋoˊsiˊ	NA	arbre (sp).
moˋsaˊmɔˊ	moˋ	saˊmɔˊ	NA	coussin, oreiller.
moˋsaˊrwaˊ	moˋ	saˊrwaˊ	NA	Bushman.
moˋseˊbeˊdiˋwaˊ	moˋ	seˊbeˊdiˋwaˊ	NA	confident.
moˋseˊbiˊ	moˋ	seˊbiˊ	NA	médisant.
moˋsɪˊxɔˊ	moˋ	sɪˊxɔˊ	NA	coupe.
moˋsɪˊdʒaˊ	moˋ	sɪˊdʒaˊ	NA	- kwa moseja : sur l'autre rive, outremer.
moˋseˋkiˋsiˋ	moˋ	seˋkiˋsiˋ	NA	accusateur.
moˋseˋkiˋsiˋwaˊ	moˋ	seˋkiˋsiˋwaˊ	NA	accusé.
moˋsɪˊlaˊ	moˋ	sɪˊlaˊ	NA	queue.
moˋsɛˋlɛˊ	moˋ	sɛˋlɛˊ	NA	fossé, rigole.
moˋsɛˋmɛˋ	moˋ	sɛˋmɛˋ	NA	natte, tapis.
moˋsɪˊɲiˊ	moˋ	sɪˊɲiˊ	NA	malfaiteur.
moˋsɪˊpɪˊlɪˊ	moˋ	sɪˊpɪˊlɪˊ	NA	marche, voyage.
moˋsɪˊsɪˊ	moˋ	sɪˊsɪˊ	NA	robe.
moˋsɛˋthɔˋ	moˋ	sɛˋthɔˋ	NA	plante (sp).
moˋsɪˊtsaˊnaˋ	moˋ	sɪˊtsaˊnaˋ	NA	fille.
moˋsɪˊtsaˊɲaˋnaˋ	moˋ	sɪˊtsaˊɲaˋnaˋ	NA	filette.
moˋsiˊ	moˋ	siˊ	NA	fumée.
moˋsiˊaˊmiˊ	moˋ	siˊaˊmiˊ	NA	personne honnête, juste, rigoureuse.
moˋsiˊaˊmiˊsiˋ	moˋ	siˊaˊmiˊsiˋ	NA	redresseur de torts.
moˋsiˊaˊmʊˊlʊˋdiˋ	moˋ	siˊaˊmʊˊlʊˋdiˋ	NA	pécheur.
moˋsiˊaˊniˊ	moˋ	siˊaˊniˊ	NA	coureur.
moˋsiˋɸaˋ	moˋ	siˋɸaˋ	NA	muscle.
moˋsiˊiˊ	moˋ	siˊiˊ	NA	fugitif, fuyard.
moˋsiˋmaˊ	moˋ	siˋmaˊ	NA	trou, terrier.
moˋsiˊmaˋnɪˊ	moˋ	siˊmaˋnɪˊ	NA	garçon.
moˋsiˊmeˊxiˊ	moˋ	siˊmeˊxiˊ	NA	éducateur.
moˋsiˊmʊˊlʊˊdiˋ	moˋ	siˊmʊˊlʊˊdiˋ	NA	débutant.
moˋsiˊreˊleˊdiˋwaˊ	moˋ	siˊreˊleˊdiˋwaˊ	NA	protégé.
moˋsiˊreˊleˊtsiˋ	moˋ	siˊreˊleˊtsiˋ	NA	protecteur.
moˋsɔˊ	moˋ	sɔˊ	NA	matin, matinée.
moˋsɔˊkɛˊlaˊtseˋbeˊŋˋ	moˋ	sɔˊkɛˊlaˊtseˋbeˊŋˋ	NA	plante (sp).
moˋsɔˊkɛˊlaˊtseˋbeˊŋˋ	moˋ	sɔˊkɛˊlaˊtseˋbeˊŋˋ	NA	téléphone.
moˋsɔˊkɔˊ	moˋ	sɔˊkɔˊ	NA	bouillie épaisse.
moˋsʊˊlaˊ	moˋ	sʊˊlaˊ	NA	avantage, importance, utilité, valeur. - nna mosola : être utile, être valable.
moˋsʊˊthʊˊ	moˋ	sʊˊthʊˊ	NA	Sotho du Sud.
moˋsʊˋtiˋ	moˋ	sʊˋtiˋ	NA	moqueur.
moˋsuˊ	moˋ	suˊ	NA	arbuste (sp).
moˋsuˋxaˋ	moˋ	suˋxaˋ	NA	- nna mosuga : être exigeant.
moˋsuˋxiˋ	moˋ	suˋxiˋ	NA	tanneur.
moˋsuˋmɔˋ	moˋ	suˋmɔˋ	NA	grondement.
moˋsuˋpaˋdiˋŋɔˊŋɔˊrɛˊxɔˋ	moˋ	suˋpaˋdiˋŋɔˊŋɔˊrɛˊxɔˋ	NA	manifestant.
moˋsuˋpaˋtsɪˋlaˋ	moˋ	suˋpaˋtsɪˋlaˋ	NA	guide.
moˋsuˋpiˋ	moˋ	suˋpiˋ	NA	témoin, répondant.
moˋsuˋpʊˋlʊˋxɔˋ	moˋ	suˋpʊˋlʊˋxɔˋ	NA	lundi.
moˋswaˊxaˊdiˋ	moˋ	swaˊxaˊdiˋ	NA	veuf.
moˋswiˊ	moˋ	swiˊ	NA	mort, victime.
moˋʃaˊ	moˋ	ʃaˊ	NA	jeune personne.
moˋʃaˊpiˊ	moˋ	ʃaˊpiˊ	NA	nageur.
moˋʃaˊtɛˊ	moˋ	ʃaˊtɛˊ	NA	capitale.
moˋʃaˋwaˋ	moˋ	ʃaˋwaˋ	NA	sable.
moˋtaˊbʊˊxiˊ	moˋ	taˊbʊˊxiˊ	NA	coureur.
moˋtaˊbʊˊxɔˊ	moˋ	taˊbʊˊxɔˊ	NA	diarrhée.
moˋtaˊkiˊ	moˋ	taˊkiˊ	NA	peintre.
moˋteˋkeˋniˊkiˊ	moˋ	teˋkeˋniˊkiˊ	NA	technicien.
moˋthaˊɪˊpiˊ	moˋ	thaˊɪˊpiˊ	NA	dactylo.
moˋthaˊlaˊdiˊ	moˋ	thaˊlaˊdiˊ	NA	ligne.
moˋthaˋlɪˊ	moˋ	thaˋlɪˊ	NA	espèce, sorte.
moˋthaˊlɔˊ	moˋ	thaˊlɔˊ	NA	ligne.
moˋthaˊmaˊ	moˋ	thaˊmaˊ	NA	bouchée, contenu, capacité, volume.
moˋthaˊpiˊ	moˋ	thaˊpiˊ	NA	employeur.
moˋthaˊtaˊ	moˋ	thaˊtaˊ	NA	patron.
moˋtheˊiˊ	moˋ	theˊiˊ	NA	fondateur.
moˋthɛˊɔˊ	moˋ	thɛˊɔˊ	NA	fondation, fondement, principe.
moˋthɪˋpaˋ	moˋ	thɪˋpaˋ	NA	jeune fille.
moˋthiˋbiˋ	moˋ	thiˋbiˋ	NA	berger.
moˋthʊˋ	moˋ	thʊˋ	NA	être humain, homme, individu, personne.
moˋthuˊdiˊ	moˋ	thuˊdiˊ	NA	forgeron, mécanicien. - mothudi wa mabenya : bijoutier.
moˋthuˋxiˋ	moˋ	thuˋxiˋ	NA	pileuse.
moˋthuˊlaˊsɪˊthaˋkʊˊ	moˋ	thuˊlaˊsɪˊthaˋkʊˊ	NA	cordonnier.
moˋthuˊlaˊtshuˊpaˋnaˋkɔˋ	moˋ	thuˊlaˊtshuˊpaˋnaˋkɔˋ	NA	horloger.
moˋthuˊsiˊ	moˋ	thuˊsiˊ	NA	adjoint, assistant, auxiliaire.
moˋtiˊmaˊmʊˊlɪˋlɔˋ	moˋ	tiˊmaˊmʊˊlɪˋlɔˋ	NA	pompier.
moˋtaˊaˋxaˊnaˊ	moˋ	taˊaˋxaˊnaˊ	NA	abri sommaire en branchages.
moˋtaˋɪˊ	moˋ	taˋɪˊ	NA	plaisanterie.
moˋtaˋkaˊsɪˊ	moˋ	taˋkaˊsɪˊ	NA	électricité. - -a motlakase : électrique.
moˋtaˋmeˊdiˊ	moˋ	taˋmeˊdiˊ	NA	fournisseur, gardien.
moˋtaˋɲiˋ	moˋ	taˋɲiˋ	NA	dactylo.
moˋtaˊpaˊ	moˋ	taˊpaˊ	NA	bon-á-rien.
moˋtaˊtsiˊ	moˋ	taˊtsiˊ	NA	lieutenant.
moˋtɪˊlɪˊ	moˋ	tɪˊlɪˊ	NA	- nna motlele : être abondant, dense. - jala motlele : semer serré.
moˋthaˊ	moˋ	thaˊ	NA	époque, occasion, période, saison, temps. - nna motlha : être tempéré, être tiède. - motlha mongwe : quelquefois.
moˋthaˊbaˊ	moˋ	thaˊbaˊ	NA	sable.
moˋthaˋbaˋniˋ	moˋ	thaˋbaˋniˋ	NA	combattant, guerrier.
moˋthaˋbeˋleˋtsiˋ	moˋ	thaˋbeˋleˋtsiˋ	NA	celui qui attaque le chant.
moˋthaˊeˊdiˊ	moˋ	thaˊeˊdiˊ	NA	personne qui échoue.
moˋthaˋkʊˋlaˋnɪˋ	moˋ	thaˋkʊˋlaˋnɪˋ	NA	arbre (sp).
moˋthaˋlaˊ	moˋ	thaˋlaˊ	NA	trace, piste.
moˋthaˊeˊleˊtsaˋɲiˋ	moˋ	thaˊeˊleˊtsaˋɲiˋ	NA	correspondant.
moˋthaˊlɪˊ	moˋ	thaˊlɪˊ	NA	sage.
moˋthaˊlɪˊɸiˊ	moˋ	thaˊlɪˊɸiˊ	NA	sage.
moˋthaˊmiˊ	moˋ	thaˊmiˊ	NA	inventeur. - motlhami wa filime / motshameko : metteur en scène.
moˋthaˊmɔˊ	moˋ	thaˊmɔˊ	NA	table des matières.
moˋthaˋŋˊkaˊ	moˋ	thaˋŋˊkaˊ	NA	domestique, serviteur.
moˋthaˋpɪˊ	moˋ	thaˋpɪˊ	NA	troupeau.
moˋthaˋpɔˋ	moˋ	thaˋpɔˋ	NA	urine.
moˋthaˊthʊˊbiˊ	moˋ	thaˊthʊˊbiˊ	NA	examinateur, inspecteur.
moˋthaˊthʊˋdʒwaˊ	moˋ	thaˊthʊˋdʒwaˊ	NA	candidat (á un examen).
moˋthaˊtsaˊ	moˋ	thaˊtsaˊ	NA	plante (sp).
moˋthaˋtswiˋ	moˋ	thaˋtswiˋ	NA	blanchisseur.
moˋthɔˋ	moˋ	thɔˋ	NA	herbe (sp).
moˋthoˋdiˋ	moˋ	thoˋdiˋ	NA	créateur.
moˋthoˋdiˋ	moˋ	thoˋdiˋ	NA	source.
moˋthoˊdiˊ	moˋ	thoˊdiˊ	NA	espion.
moˋthʊˋɸʊˋ	moˋ	thʊˋɸʊˋ	NA	- nna motlhofo : être facile, léger, simple. - ka motlhofo : légèrement.
moˋthɔˋkaˋkiˊtsɔˊ	moˋ	thɔˋkaˋkiˊtsɔˊ	NA	ignorant.
moˋthɔˋkaˋtiˋrɔˋ	moˋ	thɔˋkaˋtiˋrɔˋ	NA	chômeur.
moˋthoˋkiˋ	moˋ	thoˋkiˋ	NA	malheureux, pauvre.
moˋthoˊkoˊmeˊdiˋ	moˋ	thoˊkoˊmeˊdiˋ	NA	gardien, observateur.
moˋthʊˊlaˊxaˊdiˋ	moˋ	thʊˊlaˊxaˊdiˋ	NA	veuve.
moˋthoˋleˋxiˋ	moˋ	thoˋleˋxiˋ	NA	indigène.
moˋthɔˋlɔˋ	moˋ	thɔˋlɔˋ	NA	miracle.
moˋthɔˋmaˋmiˋseˋtsiˋ	moˋ	thɔˋmaˋmiˋseˋtsiˋ	NA	garant.
moˋthɔˋthɔˋ	moˋ	thɔˋthɔˋ	NA	filtre, passoire, tamis.
moˋthoˋtsiˋ	moˋ	thoˋtsiˋ	NA	boiteux.
moˋthwaˊ	moˋ	thwaˊ	NA	termite.
moˋtʊˊxʊˊlʊˊ	moˋ	tʊˊxʊˊlʊˊ	NA	neveu, nièce Ð au sens propre: fils ou fille de la soeur d'un homme ou de la soeur du mari d'une femme.
moˋtoˋpiˊ	moˋ	toˋpiˊ	NA	arbre (sp).
moˋtʊˊtʊˊ	moˋ	tʊˊtʊˊ	NA	- nna motlotlo : être fier.
moˋtɔˋtɔˋ	moˋ	tɔˋtɔˋ	NA	histoire.
moˋtwaˊeˊdiˊ	moˋ	twaˊeˊdiˊ	NA	habitué.
moˋtɔˋxɔˊ	moˋ	tɔˋxɔˊ	NA	bouillie peu épaisse.
moˋtoˊloˊkiˊ	moˋ	toˊloˊkiˊ	NA	interprète.
moˋtɔˋmɔˊ	moˋ	tɔˋmɔˊ	NA	bidon.
moˋtsaˊdiˊ	moˋ	tsaˊdiˊ	NA	père ou mère.
moˋtsaˊlwaˊpɪˊlɪˋ	moˋ	tsaˊlwaˊpɪˊlɪˋ	NA	premier-né.
moˋtsaˋmaˋiˋ	moˋ	tsaˋmaˋiˋ	NA	marcheur, promeneur, voyageur.
moˋtsaˋmaˋɔˋ	moˋ	tsaˋmaˋɔˋ	NA	allure, démarche, marche.
moˋtsaˋnaˋ	moˋ	tsaˋnaˋ	NA	petit village.
moˋtsaˊjaˊdiˋtshwaˊnˊtshɔˊ	moˋ	tsaˊjaˊdiˋtshwaˊnˊtshɔˊ	NA	photographe.
moˋtsɪˋ	moˋ	tsɪˋ	NA	village.
moˋtsɪˋmʊˋxʊˊlʊˊ	moˋ	tsɪˋmʊˋxʊˊlʊˊ	NA	capitale.
moˋtseˊɲiˊ	moˋ	tseˊɲiˊ	NA	poseur.
moˋtsɪˊrɪˊxaˊɲiˋ	moˋ	tsɪˊrɪˊxaˊɲiˋ	NA	médiateur.
moˋtsɪˋtaˋ	moˋ	tsɪˋtaˋ	NA	ambassadeur.
moˋtsɪˊtɔˊ	moˋ	tsɪˊtɔˊ	NA	couche de bébé.
moˋtseˊtsɪˊ	moˋ	tseˊtsɪˊ	NA	accouchée.
moˋtsɪˋthʊˊkʊˊ	moˋ	tsɪˋthʊˊkʊˊ	NA	banlieue
moˋtshaˊbiˊ	moˋ	tshaˊbiˊ	NA	réfugié.
moˋtshaˊmɪˊkiˊ	moˋ	tshaˊmɪˊkiˊ	NA	joueur, acteur, comédien, sportif.
moˋtshaˊmɪˊkɔˊ	moˋ	tshaˊmɪˊkɔˊ	NA	jeu, match, partie, pièce, sport, théatre. - motshameko o o tshegisang : comédie.
moˋtshɪˋ	moˋ	tshɪˋ	NA	pilon. - motshe wa badimo, motshe wa godimo : arc-en-ciel.
moˋtshɪˊdiˊ	moˋ	tshɪˊdiˊ	NA	être.
moˋtshɪˊdiˊsiˊ	moˋ	tshɪˊdiˊsiˊ	NA	consolateur.
moˋtshɛˋxaˋnoˋŋˋ	moˋ	tshɛˋxaˋnoˋŋˋ	NA	pl. bo- : mai.
moˋtshɪˊxaˋrɪˊ	moˋ	tshɪˊxaˋrɪˊ	NA	midi.
moˋtshɪˊxeˊtsiˊ	moˋ	tshɪˊxeˊtsiˊ	NA	soutien.
moˋtsheˋxiˋ	moˋ	tsheˋxiˋ	NA	rieur.
moˋtshɛˋlɔˋ	moˋ	tshɛˋlɔˋ	NA	fête.
moˋtshɪˋtɛˋlɔˋ	moˋ	tshɪˋtɛˋlɔˋ	NA	fumier, engrais.
moˋtshɔˊphɔˊ	moˋ	tshɔˊphɔˊ	NA	boucle de cheveux.
moˋtshwaˊriˊ	moˋ	tshwaˊriˊ	NA	- motshwari wa ditlhapi : pêcheur.
moˋtsiˊeˊtsiˊ	moˋ	tsiˊeˊtsiˊ	NA	charlatan
moˋtsiˋtaˊnaˊ	moˋ	tsiˋtaˊnaˊ	NA	marais.
moˋtsɔˋ	moˋ	tsɔˋ	NA	unité.
moˋtsʊˊɸeˊ	moˋ	tsʊˊɸeˊ	NA	vieillard, vieux.
moˋtsʊˋkʊˊ	moˋ	tsʊˋkʊˊ	NA	tabac.
moˋtsʊˊmiˊ	moˋ	tsʊˊmiˊ	NA	chasseur.
moˋtsʊˋtsʊˊ	moˋ	tsʊˋtsʊˊ	NA	minute .
moˋtsʊˋtswaˊnaˊ	moˋ	tsʊˋtswaˊnaˊ	NA	seconde.
moˋtsuˊ	moˋ	tsuˊ	NA	flèche.
moˋtsuˋʊˋlʊˋdiˋ	moˋ	tsuˋʊˋlʊˋdiˋ	NA	rebelle.
moˋtswaˋkwaˊ	moˋ	tswaˋkwaˊ	NA	étranger.
moˋtswaˊiˊsɔˊ	moˋ	tswaˊiˊsɔˊ	NA	condiment.
moˋtswaˊnaˊ	moˋ	tswaˊnaˊ	NA	Tswana.
moˋtsweˋdiˋ	moˋ	tsweˋdiˋ	NA	fontaine, source.
moˋtswiˊ	moˋ	tswiˊ	NA	flèche.
moˋtʃhiˊnɪˊ	moˋ	tʃhiˊnɪˊ	NA	appareil, machine.
moˋtʃhoˊmʊˊlʊˊdiˋ	moˋ	tʃhoˊmʊˊlʊˊdiˋ	NA	interprète.
moˋuˊtwaˊlɔˊ	moˋ	uˊtwaˊlɔˊ	NA	goût.
moˋuˊwaˋnɪˊ	moˋ	uˊwaˋnɪˊ	NA	brouillard.
moˋwaˊ	moˋ	waˊ	NA	air, âme, souffle.
moˋwaˊnaˊ	moˋ	waˊnaˊ	NA	baobab.
mˋpaˋ		mˋpaˋ	n	baguette, bâton.
mˊpaˊ		mˊpaˊ	n	abdomen, estomac, ventre.
mˋphaˊtaˋlaˊtsaˋnɪˊ		mˋphaˊtaˋlaˊtsaˋnɪˊ	n	une étoile du matin, qui brille beaucoup.
mˋphɔˊ		mˋphɔˊ	NA	cadeau, don.
mˋpʊˊaˋnɪˊ		mˋpʊˊaˋnɪˊ	NA	collier.
mˋpoˊpiˊ		mˋpoˊpiˊ	NA	pl. bo- : poupée.
muˊmuˊɸaˊlaˋ		muˊmuˊɸaˊlaˋ	v	devenir muet.
muˋnaˋ		muˋnaˋ	v	décanter.
muˊtwaˊ		muˊtwaˊ	n	pl. mitlwa : épine.
muˊtwaˋnɪˊ		muˊtwaˋnɪˊ	NA	pl. mitlwane : piège.
naˋ		naˋ	v	pleuvoir, tomber.
naˋ		naˋ	v	- na le : être avec, avoir.
naˋaˊnaˊ		naˋaˊnaˊ	n	dim. de -nala.
naˊaˋnɪˊ		naˊaˋnɪˊ	NA	fable, légende.
naˊɪˊloˋnɪˋ		naˊɪˊloˋnɪˋ	NA	nylon.
naˋxaˋ		naˋxaˋ	n	brousse, campagne.
naˊkaˋlaˊdiˊ		naˊkaˋlaˊdiˊ	NA	plante (sp).
naˋkeˋdiˋ		naˋkeˋdiˋ	NA	civette.
naˋkɔˋ		naˋkɔˋ	NA	temps, heure, moment, tour. - nako e le nngwe : en même temps. - nako le nako : tout le temps. - nako nngwe : parfois, quelquefois. - nako yotlhe : tout le temps, á demeure. - mo nakong ya : au cours de. - ka nako : á point, á temps.
naˋlaˊ		naˋlaˊ	v	- ja nala : rendre visite, visiter.
naˋlaˊ		naˋlaˊ	ad	blanc et roux.
naˊleˊdiˊ		naˊleˊdiˊ	NA	étoile.
naˋmaˋ		naˋmaˋ	n	viande.
naˋmaˋ		naˋmaˋ	v	s'étendre. - nama maoto : étendre les jambes.
naˋmaˊxaˊdiˊ		naˋmaˊxaˊdiˊ	NA	femelle.
naˋmaˊnɪˊ		naˋmaˊnɪˊ	NA	veau.
naˊmeˊtsaˊ		naˊmeˊtsaˊ	v	être apaisant, faire du bien, réconforter.
naˊmeˊtsoˊ		naˊmeˊtsoˊ	NA	réconfort.
naˋmʊˋxaˋ		naˋmʊˋxaˋ	v	- namoga maoto : replier les jambes.
naˋmʊˋlaˋ		naˋmʊˋlaˋ	v	porter assistance.
naˊmʊˋneˊiˋtiˊ		naˊmʊˋneˊiˋtiˊ	NA	limonade.
